TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
0111022D5,BurkeCW102,10/22/2023,10:13:44,SE,1809,swim02,90,90,23.06,0.26,2.1,91.9,74.4,67.5,ok,0,90,18.2,24.8,19.4,37.4,20.8,25.1,20.3,33.5,0.97,0.92,1.08,0.97,0.97,87.38,82.43,97.04,87.1,87.38
0121022D5,BurkeCW102,10/22/2023,10:16:16,W,1809,swim03,90,90,18.51,0.21,2.3,31.2,79.1,75.7,ok,0,90,27.7,26,30.3,15.8,24.2,27.1,31.5,17,0.9,1.13,1.05,0.87,0.9,81.17,101.41,94.24,78.1,81.17
0131022D5,BurkeCW102,10/22/2023,10:21:50,S,1810,swim01,90,90,23.46,0.26,0,133.5,21.4,19.1,ok,0,90,10.2,37.5,33.2,19,11.6,35.6,33.3,19.2,0.62,1.03,1.06,0.56,0.62,55.4,92.87,95.26,50.76,55.4
0141022D5,BurkeCW102,10/22/2023,10:23:46,SE,1810,swim02,90,52.3,10.82,0.21,0.6,125.1,28.5,23.9,ok,0,90,4,39.5,41.8,14.5,4.8,34.6,42.6,17.8,0.55,1.08,1.19,0.57,0.55,28.75,56.69,62.12,29.84,28.75
0151022D5,BurkeCW102,10/22/2023,10:24:38,W,1810,swim03,90,2.9,0.64,0.22,10.2,2.9,20.7,18.7,ok,0,90,0,0,100,0,0,0,100,0,0.3,0.94,1.47,0.74,0.3,0.88,2.73,4.26,2.15,0.88
0161022D5,BurkeCW102,10/22/2023,10:29:47,S,1811,swim01,90,3,0.59,0.2,6.5,8.8,6.7,4.1,ok,0,90,0,30,70,0,0,29.8,70.1,0,0.21,1.21,1.3,0.33,0.21,0.64,3.62,3.89,1,0.64
0171022D5,BurkeCW102,10/22/2023,10:31:00,SE,1811,swim02,90,21.8,6,0.28,3.1,35.4,47.7,39.3,ok,0,90,2.7,45.8,21.1,30.2,4,46.6,15.6,33.6,0.71,1.04,1.15,0.65,0.71,15.45,22.58,25.12,14.17,15.45
0181022D5,BurkeCW102,10/22/2023,10:32:18,W,1811,swim03,90,30,6.75,0.23,3.9,-114.6,36,25.5,ok,0,90,3,40,30,27,4.6,41.3,28.4,25.6,0.64,0.97,1.17,0.62,0.64,19.1,29.02,35.17,18.55,19.1
0191022D5,BurkeCW102,10/22/2023,10:35:13,S,1838,swim01,90,41.1,11.78,0.29,0.8,132.8,34.3,32.7,ok,0,90,14.3,30.1,27.7,27.7,15.6,28.2,26.6,29.4,0.71,0.99,1.05,0.68,0.71,29.25,40.66,43.06,28.06,29.25
0201022D5,BurkeCW102,10/22/2023,10:36:56,SE,1838,swim02,90,43.2,0.53,0.01,95.9,137.3,100,100,ok,0,90,0,100,0,0,0,100,0,0,0.98,1.69,1.04,0.52,0.98,42.23,72.91,45.11,22.54,42.23
0211022D5,BurkeCW102,10/22/2023,10:38:10,W,1838,swim03,90,2.6,0.71,0.27,3.7,1,15.4,11.7,ok,0,90,0,0,100,0,0,0,100,0,0.29,0.92,1.44,0.72,0.29,0.77,2.39,3.74,1.87,0.77
0221022D5,BurkeCW102,10/22/2023,10:40:58,S,1839,swim01,90,19.6,5.38,0.27,1.9,100.2,82.7,91.7,ok,0,90,19.3,40.8,39.7,0,18.7,49.7,31.4,0,0.75,1.42,1.1,0.68,0.75,14.67,27.78,21.56,13.32,14.67
0231022D5,BurkeCW102,10/22/2023,10:42:47,SE,1839,swim02,90,61.8,18.48,0.3,0.3,-34.3,53.4,58.1,ok,0,90,14.5,45.1,31,9.2,14.8,40.3,32.6,12.1,0.74,1.2,1.07,0.65,0.74,45.45,74.13,66,40.4,45.45
0241022D5,BurkeCW102,10/22/2023,10:44:53,W,1839,swim03,90,36.3,11.13,0.31,1,-7.1,54.8,54.3,ok,0,90,11.2,28.9,35.2,24.5,12.1,26.6,37.3,23.8,0.75,0.99,1.13,0.77,0.75,27.32,36.05,40.86,27.94,27.32
0251022D5,BurkeCW102,10/22/2023,10:49:02,S,1840,swim01,90,90,27.02,0.3,0.2,109.3,70,69.2,ok,0,90,25.8,24.4,21.3,28.3,27.2,24.2,20.6,27.8,0.96,1,0.97,0.91,0.96,86.77,89.64,87.5,82.35,86.77
0261022D5,BurkeCW102,10/22/2023,10:52:07,SE,1840,swim02,90,90,20.53,0.23,1.1,156.9,81.6,78.8,ok,0,90,23.5,30.5,23.8,22,26.2,28.9,22.7,22,0.96,1.1,1.03,0.89,0.96,86.09,99.23,92.95,80.39,86.09
0271022D5,BurkeCW102,10/22/2023,10:53:47,W,1840,swim03,90,52.9,9.88,0.19,0.2,-84.5,32.7,33.5,ok,0,90,9.6,29.6,38.3,22.3,11.2,31,32.9,24.6,0.62,0.95,1.11,0.65,0.62,33.03,50.17,58.52,34.31,33.03
0281022D5,BurkeCW102,10/22/2023,10:57:21,S,1841,swim01,90,71.5,20.4,0.29,3.3,-33.5,60.4,57.6,ok,0,90,12.5,23.9,47.8,15.6,15.1,23,42.8,19,0.68,1.07,1.21,0.75,0.68,48.84,76.74,86.74,53.82,48.84
0291022D5,BurkeCW102,10/22/2023,10:59:11,SE,1841,swim02,90,65.6,14.18,0.22,0.5,-33.9,34.9,34.3,ok,0,90,4.8,39.9,55.1,0,3.8,40.8,55.3,0,0.49,1.19,1.2,0.48,0.49,31.97,78.15,78.87,31.76,31.97
0301022D5,BurkeCW102,10/22/2023,11:00:40,W,1841,swim03,90,28.9,7.18,0.25,1.2,-82.6,39.1,38.9,ok,0,90,0,17.6,46.7,35.6,0,14.2,45.5,40.2,0.57,0.83,1.28,0.7,0.57,16.37,23.93,36.9,20.37,16.37
0311022D5,BurkeCW102,10/22/2023,11:09:14,S,1812,swim01,90,90,25.38,0.28,0.5,-16.8,50.6,48.5,ok,0,90,18.5,23,31.3,27.1,17,21.2,31,30.6,0.81,0.94,1.08,0.84,0.81,72.58,84.92,97.58,75.22,72.58
0321022D5,BurkeCW102,10/22/2023,11:11:21,SE,1812,swim02,90,29,6.13,0.21,4,9.2,0,0,ok,0,90,35.8,12.4,38.2,13.4,30.5,16.3,38,14.9,0.63,0.96,0.86,0.62,0.63,18.34,27.93,25.08,18.02,18.34
0331022D5,BurkeCW102,10/22/2023,11:12:13,W,1812,swim03,90,4.1,0.9,0.22,2.3,-29.7,0,0,ok,0,90,0,0,68.2,31.7,0,0,61,38.9,0.38,0.75,1.27,0.7,0.38,1.55,3.09,5.19,2.86,1.55
0341022D5,BurkeCW102,10/22/2023,11:14:14,S,1813,swim01,90,10.8,3.43,0.32,3.6,118.4,15.7,19,ok,0,90,25,24,32.4,18.5,29.5,29.4,19.2,21.6,0.73,1.01,0.88,0.69,0.73,7.85,10.9,9.55,7.43,7.85
0351022D5,BurkeCW102,10/22/2023,11:15:24,SE,1813,swim02,90,19.3,6.41,0.33,0.4,128,18.1,16.6,ok,0,90,10.3,31,49.2,9.3,11.9,28.9,46.8,12.2,0.61,1.02,1.09,0.64,0.61,11.74,19.63,21.1,12.44,11.74
0361022D5,BurkeCW102,10/22/2023,11:16:48,W,1813,swim03,90,17.6,4.52,0.26,1.6,-18.4,17.6,14.5,ok,0,90,11.9,37.5,50.5,0,11.7,41.3,46.8,0,0.45,1.12,1.11,0.45,0.45,8,19.76,19.52,7.87,8
0371022D5,BurkeCW102,10/22/2023,11:19:14,S,1814,swim01,90,39.3,11.61,0.3,2.6,-34.3,65.1,60.9,ok,0,90,16,31,29,23.9,16.3,27.7,29.2,26.5,0.82,1.05,1.13,0.82,0.82,32.14,41.36,44.41,32.24,32.14
0381022D5,BurkeCW102,10/22/2023,11:20:08,SE,1814,swim02,90,11,1.99,0.18,8.9,-43.7,70.9,78.4,ok,0,90,0,56.3,43.6,0,0,53.1,46.8,0,0.5,1.43,1.33,0.45,0.5,5.47,15.75,14.59,4.99,5.47
0391022D5,BurkeCW102,10/22/2023,11:21:03,W,1814,swim03,90,5.6,0.93,0.17,12.4,-35.7,53.6,41.8,ok,0,90,0,0,100,0,0,0,99.9,0,0.41,0.9,1.51,0.83,0.41,2.31,5.04,8.43,4.63,2.31
0401022D5,BurkeCW102,10/22/2023,11:24:12,S,1815,swim01,90,90,27.57,0.31,3.1,-45.2,100,100,ok,0,90,26.2,31.6,23.6,18.4,26.9,28,26.3,18.6,1.03,1.22,1.07,0.96,1.03,92.85,109.66,96.35,86.07,92.85
0411022D5,BurkeCW102,10/22/2023,11:25:44,SE,1815,swim02,90,12.7,3.55,0.28,2.2,57.5,35.4,24.7,ok,0,90,61.4,24.4,14.1,0,63.1,24.3,12.5,0,1,1.03,0.65,0.85,1,12.75,13.04,8.2,10.76,12.75
0421022D5,BurkeCW102,10/22/2023,11:26:48,W,1815,swim03,90,18.8,5.51,0.29,3,30.1,36.7,33.3,ok,0,90,17.5,20.2,42,20.2,21.6,21.1,35.8,21.4,0.73,1.01,1.08,0.79,0.73,13.73,18.93,20.34,14.87,13.73
0431022D5,BurkeCW102,10/22/2023,11:28:46,S,1816,swim01,90,3.4,0.71,0.21,8.7,19,11.8,9.1,ok,0,90,0,47,52.9,0,0,46.9,53,0,0.23,1.26,1.32,0.33,0.23,0.78,4.28,4.48,1.11,0.78
0441022D5,BurkeCW102,10/22/2023,11:30:08,SE,1816,swim02,90,24.8,7.18,0.29,2.7,-58.1,63.3,63.2,ok,0,90,21.7,43.9,28.6,5.6,30.3,42.7,19.3,7.5,0.77,1.28,1.05,0.66,0.77,19.09,31.85,25.94,16.41,19.09
0451022D5,BurkeCW102,10/22/2023,11:31:38,W,1816,swim03,90,35.9,8.2,0.23,1,8.7,52.6,53.4,ok,0,90,0,20.6,74,5.2,0,21.2,74.8,3.8,0.44,1.11,1.41,0.63,0.44,15.84,39.77,50.52,22.62,15.84
0461022D5,BurkeCW102,10/22/2023,11:35:11,S,1817,swim01,90,68.3,19.1,0.28,1.5,-40.3,71.2,73.6,ok,0,90,27.2,26.6,23.5,22.5,26.1,25,24.8,23.9,0.93,1.06,1,0.88,0.93,63.3,72.29,68.47,60.16,63.3
0471022D5,BurkeCW102,10/22/2023,11:36:12,SE,1817,swim02,90,7.5,1.45,0.19,1.2,-22.2,62.7,51.3,ok,0,90,0,81.3,18.6,0,0,77.3,22.6,0,0.67,1.51,1.15,0.39,0.67,5.05,11.35,8.59,2.9,5.05
0481022D5,BurkeCW102,10/22/2023,11:37:10,W,1817,swim03,90,7.7,1.41,0.18,14.1,-18.2,19.5,14.6,ok,0,90,0,0,96.1,3.8,0,0,99.1,0.8,0.33,0.91,1.33,0.62,0.33,2.53,7,10.21,4.81,2.53
0491022D5,BurkeCW102,10/22/2023,11:40:00,S,1842,swim01,90,90,25.64,0.28,0.3,80.9,47.3,44.3,ok,0,90,19.8,37.4,23.8,18.7,20.1,34.3,24.9,20.5,0.81,1.11,1.01,0.72,0.81,72.81,99.76,90.76,65.22,72.81
0501022D5,BurkeCW102,10/22/2023,11:41:19,SE,1842,swim02,90,29,7.25,0.25,0.2,91.1,40,35.5,ok,0,90,27.9,38.2,8.2,25.5,27.6,38.2,5.6,28.4,0.89,1.06,0.84,0.72,0.89,25.68,30.6,24.32,20.9,25.68
0511022D5,BurkeCW102,10/22/2023,11:42:31,W,1842,swim03,90,16.9,4.52,0.27,0.4,-19.1,36.1,33.3,ok,0,90,28.9,5.3,31.3,34.3,30.3,7,29.7,32.8,0.84,0.75,0.94,0.93,0.84,14.27,12.67,15.91,15.73,14.27
0521022D5,BurkeCW102,10/22/2023,11:45:57,S,1843,swim01,90,90,33.21,0.37,0.1,103.1,71.6,69,ok,0,90,24.3,32.7,18.4,24.4,25,29.1,20.1,25.6,0.94,1.04,1,0.86,0.94,84.62,94,89.7,77.62,84.62
0531022D5,BurkeCW102,10/22/2023,11:47:52,SE,1843,swim02,90,29.4,9.96,0.34,0.2,41.7,42.5,40.7,ok,0,90,11.2,43.1,36,9.5,12.4,43,33.2,11.2,0.57,1.21,1.14,0.5,0.57,16.78,35.66,33.42,14.66,16.78
0541022D5,BurkeCW102,10/22/2023,11:49:09,W,1843,swim03,90,32.3,11.26,0.35,0.5,22.6,45.2,39.4,ok,0,90,5.2,36.8,39.6,18.2,6.9,31.2,41.4,20.3,0.63,1.11,1.21,0.65,0.63,20.47,35.73,39.04,21.02,20.47
0551022D5,BurkeCW102,10/22/2023,11:51:42,S,1844,swim01,90,64,17.43,0.27,0.9,89.7,88.9,86.3,ok,0,90,16.4,27,30.1,26.4,16.7,27.5,29.9,25.7,0.92,1.05,1.19,0.94,0.92,58.79,67.28,76.42,60.33,58.79
0561022D5,BurkeCW102,10/22/2023,11:52:53,SE,1844,swim02,90,26.8,6.63,0.25,1.3,-35.3,68.3,68.2,ok,0,90,7.8,43.6,33.9,14.5,10.1,42.8,29.5,17.3,0.65,1.22,1.28,0.64,0.65,17.48,32.71,34.34,17.13,17.48
0571022D5,BurkeCW102,10/22/2023,11:55:03,W,1844,swim03,90,85.1,19.83,0.23,1.6,35.8,33.8,32.4,ok,0,90,4.4,28.2,41.9,25.3,5.3,27,40.6,26.9,0.6,0.96,1.21,0.66,0.6,50.79,82.02,102.72,56.49,50.79
0581022D5,BurkeCW102,10/22/2023,11:57:48,S,1845,swim01,90,90,23.05,0.26,2.4,87.3,80.6,74.9,ok,0,90,31.4,16.1,30.2,22.2,30.3,14.7,27.5,27.3,0.99,1.04,1,0.99,0.99,88.98,93.39,90.11,89.42,88.98
0591022D5,BurkeCW102,10/22/2023,12:01:15,SE,1845,swim02,90,90,20.09,0.22,4.2,104.3,74.7,68.5,ok,0,90,19.3,28,24.6,28,19.9,30.6,22,27.3,0.9,1.03,1.11,0.88,0.9,81.03,92.81,99.69,79.34,81.03
0601022D5,BurkeCW102,10/22/2023,12:03:39,W,1845,swim03,90,90,19.37,0.22,2.5,16.6,57.6,51,ok,0,90,16,29.2,30.7,24,14.5,28.8,32.1,24.4,0.84,0.98,1.07,0.84,0.84,75.59,87.94,96.69,75.91,75.59
