TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
0201021D4,BurkeCW102,10/21/2023,12:26:49,SW,1838,swim02,90,35.9,10.91,0.3,0.1,5.5,7.5,6.4,ok,0,90,11.4,20,36.2,32.3,11.8,22.9,35.3,29.7,0.6,0.84,1.1,0.68,0.6,21.69,30.26,39.34,24.24,21.69
0211021D4,BurkeCW102,10/21/2023,12:29:47,N,1838,swim03,90,90,10.09,0.11,33.2,94.4,21.2,9.5,ok,0,90,0,2,51.5,46.4,0,0.7,50.6,48.5,-1,0.7,1.1,0.78,0.63,-1,63.27,99.24,70.34,56.95
0221021D4,BurkeCW102,10/21/2023,12:32:24,E,1839,swim01,90,49.1,14.13,0.29,1.5,110.1,77.4,80.8,ok,0,90,37.8,23.6,22.8,15.6,35.8,19.9,23.7,20.4,0.95,1.13,0.95,0.89,0.95,46.84,55.71,46.55,43.58,46.84
0231021D4,BurkeCW102,10/21/2023,12:33:42,SW,1839,swim02,90,35,9.63,0.28,0.1,73.4,22.3,28,ok,0,90,6.8,50.5,37.1,5.4,7.8,52.2,34.2,5.5,0.57,1.17,1.01,0.43,0.57,19.78,40.78,35.5,15.21,19.78
0241021D4,BurkeCW102,10/21/2023,12:36:47,N,1839,swim03,90,90,2.78,0.03,90.9,16.7,0,0,ok,0,90,0,0,61,39,0,0,55.7,44.2,-1,0.72,1.07,0.62,0.48,-1,64.89,96.1,55.77,43.46
0251021D4,BurkeCW102,10/21/2023,12:39:41,E,1840,swim01,90,7.4,1.67,0.23,3.9,-42.7,43.2,39.5,ok,0,90,0,72.9,27,0,0,74.9,25,0,0.66,1.47,1.12,0.45,0.66,4.91,10.91,8.26,3.31,4.91
0261021D4,BurkeCW102,10/21/2023,12:40:33,SW,1840,swim02,90,11.3,3.66,0.32,0.7,55.4,54,52.8,ok,0,90,24.7,34.5,39.8,0.8,27.1,35.6,36,1.1,0.64,1.28,1.01,0.55,0.64,7.21,14.46,11.43,6.2,7.21
0271021D4,BurkeCW102,10/21/2023,12:43:14,N,1840,swim03,90,90,25.19,0.28,0.6,65.1,53.6,51,ok,0,90,22.3,17,26.5,34.1,20.7,15.7,26.8,36.6,-1,0.89,1.06,0.9,0.86,-1,79.9,95.25,80.74,77.13
0281021D4,BurkeCW102,10/21/2023,12:46:19,E,1841,swim01,90,60,19.15,0.32,1.2,-47.1,55.7,51.6,ok,0,90,22.3,23.5,32.3,21.8,23.5,21.4,30.2,24.7,0.83,1.02,1.05,0.82,0.83,49.81,61.3,63.29,49.5,49.81
0291021D4,BurkeCW102,10/21/2023,12:48:03,SW,1841,swim02,90,35.6,11.23,0.32,0.1,40.2,49.2,46,ok,0,90,5.6,39.8,32.8,21.6,5.3,38.5,34,22.1,0.69,1.07,1.18,0.67,0.69,24.5,38.14,41.94,24,24.5
0301021D4,BurkeCW102,10/21/2023,12:50:42,N,1841,swim03,90,90,23.82,0.26,0,-28.8,14,12,ok,0,90,14.2,40.8,27,17.8,15.8,35.8,29.2,19.1,-1,0.97,0.99,0.62,0.69,-1,87.29,88.84,56.07,61.89
0311021D4,BurkeCW102,10/21/2023,13:04:35,E,1812,swim01,90,69.2,22.61,0.33,0.3,-46.5,54.2,56.5,ok,0,90,17.4,34.3,27.8,20.2,18.4,30.3,28.1,23,0.77,1.03,1.09,0.74,0.77,53.29,71.41,75.3,51.4,53.29
0321021D4,BurkeCW102,10/21/2023,13:05:58,SW,1812,swim02,90,26.7,7.19,0.27,1,5.8,21,16.5,ok,0,90,2.9,23.5,61,12.3,4.4,24,56.8,14.6,0.42,1.01,1.28,0.57,0.42,11.27,27.06,34.05,15.29,11.27
0331021D4,BurkeCW102,10/21/2023,13:08:31,N,1812,swim03,90,90,19,0.21,0.2,-15.6,9.3,8.7,ok,0,90,8.4,12.8,50.7,27.8,10.2,14.2,47.5,27.9,-1,0.86,1.14,0.66,0.53,-1,77.1,102.41,59.84,47.31
0341021D4,BurkeCW102,10/21/2023,13:10:39,E,1813,swim01,90,14.1,2.06,0.15,20.4,30,18.4,11.6,ok,0,90,46,8.5,31.9,13.4,43.2,7.2,28.2,21.2,0.73,1.06,0.78,0.66,0.73,10.35,14.9,10.93,9.36,10.35
0351021D4,BurkeCW102,10/21/2023,13:12:00,SW,1813,swim02,90,9.6,3.01,0.31,4,46.8,18.8,13.8,ok,0,90,0,29.1,48.9,21.8,0,28.5,47.9,23.5,0.44,0.98,1.27,0.56,0.44,4.22,9.36,12.15,5.37,4.22
0361021D4,BurkeCW102,10/21/2023,13:14:33,N,1813,swim03,90,90,23.26,0.26,1.1,3.2,15.7,10.5,ok,0,90,21.4,38.6,27.1,12.7,18.8,37.5,28.3,15.2,-1,1.01,0.95,0.59,0.67,-1,91.05,85.49,53.22,60.72
0371021D4,BurkeCW102,10/21/2023,13:17:37,E,1814,swim01,90,38.9,12.34,0.32,1.9,26,29.3,23.9,ok,0,90,23.6,34.9,24.1,17.2,19.6,37.3,23.1,19.7,0.79,1.08,0.87,0.66,0.79,30.61,41.9,34.01,25.86,30.61
0381021D4,BurkeCW102,10/21/2023,13:18:34,SW,1814,swim02,90,17.8,4.71,0.26,2.7,38.4,48.9,41.2,ok,0,90,0,0,87,12.9,0,0,83.8,16.1,0.43,0.97,1.5,0.79,0.43,7.6,17.18,26.76,14.09,7.6
0391021D4,BurkeCW102,10/21/2023,13:21:16,N,1814,swim03,90,90,19.54,0.22,3.9,-8.1,54.3,44.1,ok,0,90,9.6,21.4,52.4,16.4,11,17.8,50.1,20.8,-1,1.09,1.25,0.7,0.61,-1,97.82,112.32,63.43,54.67
0401021D4,BurkeCW102,10/21/2023,13:24:25,E,1815,swim01,90,90,25.02,0.28,3,-49,98,98.1,ok,0,90,17.3,40,27.2,15.4,16,38.8,28.8,16.1,0.92,1.28,1.17,0.85,0.92,82.68,114.83,105.32,76.3,82.68
0411021D4,BurkeCW102,10/21/2023,13:26:38,SW,1815,swim02,90,90,17.97,0.2,7.2,58.9,100,100,ok,0,90,30.5,30.2,17.2,22,32.3,27.6,16.2,23.7,1.09,1.17,1,1,1.09,98.37,104.87,90.03,90.04,98.37
0421021D4,BurkeCW102,10/21/2023,13:29:33,N,1815,swim03,90,90,15.57,0.17,9.7,-74.9,89.7,83.7,ok,0,90,30.6,17.3,23.1,28.8,27.7,13.7,22.3,36,-1,1,1.01,1.05,1.07,-1,89.65,91.19,94.93,96.49
0431021D4,BurkeCW102,10/21/2023,13:32:36,E,1816,swim01,90,90,4.86,0.05,73.1,14.5,18.6,21.6,ok,0,90,0,53,20.6,26.3,0,31.3,34.9,33.7,0.68,1.06,0.98,0.53,0.68,61.21,95.29,88.2,47.8,61.21
0441021D4,BurkeCW102,10/21/2023,13:33:43,SW,1816,swim02,90,6.6,0.74,0.11,10.5,-32.9,59.1,44.1,ok,0,90,0,0,100,0,0,0,100,0,0.26,1.07,1.52,0.7,0.26,1.69,7.09,10.02,4.59,1.69
0451021D4,BurkeCW102,10/21/2023,13:36:24,N,1816,swim03,90,90,15.65,0.17,3.4,3.6,12.2,15.7,ok,0,90,7.7,33.4,47.6,11.1,7,31.8,50.6,10.4,-1,0.99,1.07,0.55,0.53,-1,89.1,96.34,49.06,47.63
0461021D4,BurkeCW102,10/21/2023,13:43:08,E,1817,swim01,90,90,21.1,0.23,5,10.7,82.9,75.1,ok,0,90,32.7,43.7,13.7,9.6,31.2,40.3,17.5,10.8,1.03,1.32,0.89,0.83,1.03,92.52,118.55,79.87,74.33,92.52
0471021D4,BurkeCW102,10/21/2023,13:44:04,SW,1817,swim02,90,9.2,1.38,0.15,16.2,47.5,73.9,74.2,ok,0,90,0,0,100,0,0,0,100,0,0.26,1.24,1.56,0.64,0.26,2.43,11.39,14.36,5.87,2.43
0481021D4,BurkeCW102,10/21/2023,13:46:48,N,1817,swim03,90,90,18.61,0.21,4.1,13.3,59.2,51.1,ok,0,90,29.1,19.8,17.5,33.4,26.6,18,19.9,35.2,-1,0.88,0.95,0.95,0.97,-1,78.84,85.05,85.29,87.45
0491021D4,BurkeCW102,10/21/2023,13:50:11,E,1842,swim01,90,50.2,16.21,0.32,1.2,20.7,43.2,39.2,ok,0,90,24.9,36.6,26.2,12.1,24.7,36.2,24.5,14.4,0.8,1.16,0.95,0.69,0.8,40.15,58.33,47.87,34.88,40.15
0501021D4,BurkeCW102,10/21/2023,13:51:27,SW,1842,swim02,90,20.2,5.74,0.28,0.3,43.6,17.3,18.5,ok,0,90,11.3,46.5,29.7,12.3,11.9,49,26.9,12.1,0.63,1.12,0.99,0.54,0.63,12.77,22.61,19.92,10.93,12.77
0511021D4,BurkeCW102,10/21/2023,13:54:01,N,1842,swim03,90,90,21.21,0.24,0.2,74.2,38.4,35.2,ok,0,90,8.7,39.4,23.1,28.6,9.2,35.6,27.5,27.5,-1,0.96,1.03,0.69,0.76,-1,86.13,92.56,62.19,68.53
0521021D4,BurkeCW102,10/21/2023,13:57:09,E,1843,swim01,90,81,27.37,0.34,0.3,-2.1,44.8,45.7,ok,0,90,25.6,38.6,18.8,16.7,26.7,34.7,18.6,19.8,0.84,1.11,0.96,0.72,0.84,68.31,90.04,77.8,58.69,68.31
0531021D4,BurkeCW102,10/21/2023,13:57:57,SW,1843,swim02,90,4.9,1.11,0.23,10.1,-86.8,30.6,36.2,ok,0,90,0,0,100,0,0,0,100,0,0.36,0.91,1.49,0.79,0.36,1.78,4.46,7.29,3.87,1.78
0541021D4,BurkeCW102,10/21/2023,14:00:46,N,1843,swim03,90,90,27.94,0.31,0.3,27.9,34.6,31.2,ok,0,90,24,21.8,32.1,22,23,22.5,30,24.3,-1,0.96,1,0.78,0.77,-1,86.18,89.66,70.39,69.27
0551021D4,BurkeCW102,10/21/2023,14:03:30,E,1844,swim01,90,90,23.82,0.26,4.1,50,88.9,86.6,ok,0,90,21.7,25.4,28,24.7,24.2,23.5,26.2,25.8,0.93,1.11,1.12,0.92,0.93,84.05,100.16,100.58,82.92,84.05
0561021D4,BurkeCW102,10/21/2023,14:06:50,SW,1844,swim02,90,89.5,22.2,0.25,0.9,-80.5,53.3,50,ok,0,90,21.1,22.6,30.6,25.5,22.9,22.7,27.1,27,0.83,0.98,1.08,0.85,0.83,74.58,87.73,96.39,76.29,74.58
0571021D4,BurkeCW102,10/21/2023,14:09:32,N,1844,swim03,90,90,16.79,0.19,5.1,44.2,31.7,26.9,ok,0,90,20.5,38.2,18.2,23,23.3,28.7,20.3,27.6,-1,1,0.96,0.72,0.82,-1,90.16,86.65,64.83,73.75
0581021D4,BurkeCW102,10/21/2023,14:21:39,E,1845,swim01,90,76.9,20.16,0.26,3,113.8,66.7,63.2,ok,0,90,29.7,37.1,19.5,13.5,29.6,31.9,20.6,17.7,0.94,1.21,0.92,0.8,0.94,72.41,93.11,71.03,61.59,72.41
0591021D4,BurkeCW102,10/21/2023,14:22:31,SW,1845,swim02,90,8.9,1.5,0.17,21.2,47.1,71.9,67.3,ok,0,90,0,28,71.9,0,0,13.8,86.1,0,0.35,1.4,1.47,0.46,0.35,3.14,12.5,13.09,4.06,3.14
0601021D4,BurkeCW102,10/21/2023,14:25:00,N,1845,swim03,90,90,22.28,0.25,1.9,33.9,43.9,32.9,ok,0,90,31.5,18.4,26.1,23.8,21.6,17.6,32.7,27.9,-1,0.98,0.89,0.82,0.86,-1,88.33,80.15,73.54,77.38
