TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
015CW1025D,BurkeCW102,10/25/2023,11:20:24,W,1810,swim03,90,90,21.09,0.23,0.1,42.1,51.9,49.1,ok,0,90,12.6,21.8,53.1,12.3,13.3,22.6,50.2,13.7,-1,1.1,1.18,0.67,0.6,-1,99.32,105.76,60.27,54.17
016CW1025D,BurkeCW102,10/25/2023,11:22:48,NE,1811,swim01,90,20,5.8,0.29,1.4,11.2,44.5,35.8,ok,0,90,12.5,48,39.5,0,14.2,50,35.7,0,0.69,1.15,1.1,0.64,0.69,13.7,23.06,21.97,12.82,13.7
017CW1025D,BurkeCW102,10/25/2023,11:23:38,S,1811,swim02,90,3,0.64,0.21,3.2,6.1,43.3,45.7,ok,0,90,0,13.3,86.6,0,0,10,89.9,0,0.24,1.3,1.4,0.41,0.24,0.73,3.91,4.2,1.23,0.73
018CW1025D,BurkeCW102,10/25/2023,11:26:35,W,1811,swim03,90,90,21.18,0.24,1.3,-35.4,36.3,29.9,ok,0,90,3,16.7,59.7,20.4,3.4,15.4,60.6,20.4,-1,0.95,1.31,0.67,0.49,-1,85.66,118.13,60.26,44
019CW1025D,BurkeCW102,10/25/2023,11:28:57,NE,1838,swim01,90,54.5,16.63,0.31,1.1,44.6,45.1,40.4,ok,0,90,27.1,23.6,26.7,22.3,27.6,25.2,20.6,26.3,0.84,0.97,0.97,0.82,0.84,45.7,52.7,53.13,44.79,45.7
020CW1025D,BurkeCW102,10/25/2023,11:30:18,S,1838,swim02,90,25,7.02,0.28,0.3,96.9,17.6,17.2,ok,0,90,2.8,18.8,48.4,30,4.3,19.7,47.6,28.3,0.53,0.93,1.1,0.6,0.53,13.17,23.31,27.59,15.05,13.17
021CW1025D,BurkeCW102,10/25/2023,11:33:16,W,1838,swim03,90,90,22.36,0.25,0,76.3,21,19,ok,0,90,10.2,29.3,43.2,17.2,10,27.9,45.2,16.8,-1,1.03,1.11,0.58,0.57,-1,92.65,99.9,52.35,51
022CW1025D,BurkeCW102,10/25/2023,11:36:53,NE,1839,swim01,90,9.6,2.92,0.3,0.9,-28.1,55.2,51.3,ok,0,90,17.7,36.4,45.8,0,18.8,44,37,0,0.59,1.38,1.14,0.55,0.59,5.64,13.23,10.93,5.26,5.64
023CW1025D,BurkeCW102,10/25/2023,11:40:08,S,1839,swim02,90,31.2,8.73,0.28,2.1,71.5,59.9,52.7,ok,0,90,18.5,31.4,42.9,7,16.7,33.7,40.8,8.6,0.65,1.2,1.12,0.66,0.65,20.19,37.48,35.03,20.56,20.19
024CW1025D,BurkeCW102,10/25/2023,11:42:57,W,1839,swim03,90,90,19.15,0.21,0,-31.6,43.4,41,ok,0,90,3.2,15.2,72,9.5,4.7,17.3,66.1,11.7,-1,1.03,1.35,0.65,0.43,-1,92.76,121.41,58.65,38.71
025CW1025D,BurkeCW102,10/25/2023,11:45:15,NE,1840,swim01,90,47.2,14.67,0.31,1.8,-28.1,54.4,50.9,ok,0,90,36.6,26.4,22.4,14.4,34.4,25.2,23.4,16.8,0.91,1.09,0.9,0.83,0.91,43.07,51.28,42.49,39.34,43.07
026CW1025D,BurkeCW102,10/25/2023,11:46:19,S,1840,swim02,90,9.8,2.53,0.26,3.9,83.2,43.9,38.4,ok,0,90,0,38.7,61.2,0,0,39.3,60.6,0,0.42,1.18,1.34,0.5,0.42,4.09,11.54,13.12,4.91,4.09
027CW1025D,BurkeCW102,10/25/2023,11:49:36,W,1840,swim03,90,90,21.81,0.24,0.2,33.3,17.8,17,ok,0,90,8.2,24.1,50.2,17.4,8.1,22.7,50.7,18.3,-1,0.95,1.14,0.59,0.51,-1,85.21,102.44,52.93,45.48
028CW1025D,BurkeCW102,10/25/2023,11:51:28,NE,1841,swim01,90,10.9,3.87,0.36,0.8,35.9,66.1,65.5,ok,0,90,10,16.5,47.7,25.6,11.3,10.7,46.3,31.5,0.6,0.97,1.3,0.77,0.6,6.59,10.58,14.19,8.43,6.59
029CW1025D,BurkeCW102,10/25/2023,11:52:17,S,1841,swim02,90,1.9,0.51,0.27,5.1,-1.7,52.6,62.4,ok,0,90,0,0,100,0,0,0,100,0,0.18,1.28,1.5,0.52,0.18,0.35,2.43,2.84,0.99,0.35
030CW1025D,BurkeCW102,10/25/2023,11:54:53,W,1841,swim03,90,90,27.28,0.3,4,-77,62.8,56.5,ok,0,90,13.5,24.3,40.5,21.5,11.7,22.6,40.5,25,-1,1.02,1.2,0.8,0.72,-1,91.55,108.44,72.03,65.06
031CW1025D,BurkeCW102,10/25/2023,12:15:20,NE,1812,swim01,90,90,8.26,0.09,71.9,-10.1,17.9,31.8,ok,0,90,78.7,1.3,13.5,6.3,28,4.5,44.9,22.3,1.03,1.12,0.49,0.84,1.03,92.68,101.22,44.19,75.4,92.68
032CW1025D,BurkeCW102,10/25/2023,12:19:17,S,1812,swim02,90,8.9,2.11,0.24,8.8,12,4.5,2.7,ok,0,90,0,11.2,67.4,21.3,0,10.5,67.2,22.1,0.33,0.91,1.22,0.54,0.33,2.97,8.07,10.88,4.81,2.97
033CW1025D,BurkeCW102,10/25/2023,12:21:56,W,1812,swim03,90,90,15.32,0.17,5.6,-77.5,52.7,43.9,ok,0,90,0,22.7,74.6,2.5,0,19.7,76.7,3.4,-1,1.19,1.4,0.56,0.4,-1,107.32,125.95,50.69,35.63
034CW1025D,BurkeCW102,10/25/2023,12:29:14,NE,1813,swim01,90,68.9,19.36,0.28,1.2,44.7,41.1,36.8,ok,0,90,15.8,27.5,41.6,14.9,16,24.9,40.9,18.1,0.63,1.09,1.14,0.67,0.63,43.64,74.94,78.37,45.86,43.64
035CW1025D,BurkeCW102,10/25/2023,12:31:11,S,1813,swim02,90,23,7.02,0.31,0.3,75.5,3,2.5,ok,0,90,37.3,26,17.8,18.6,37.2,25.1,17.3,20.2,0.72,0.93,0.83,0.63,0.72,16.6,21.44,19.01,14.58,16.6
036CW1025D,BurkeCW102,10/25/2023,12:34:38,W,1813,swim03,90,90,21.71,0.24,0.1,11.1,7.8,6.9,ok,0,90,8.7,34.2,44.8,12.1,9.6,33.8,43.4,13,-1,1.03,1.08,0.51,0.53,-1,92.85,97.08,45.58,47.29
037CW1025D,BurkeCW102,10/25/2023,12:36:55,NE,1814,swim01,90,28.1,9.18,0.33,2,25,34.5,28.7,ok,0,90,10.3,19.5,42.3,27.7,11.1,18.3,39.5,30.8,0.71,0.92,1.1,0.8,0.71,19.87,25.72,30.99,22.4,19.87
038CW1025D,BurkeCW102,10/25/2023,12:38:02,S,1814,swim02,90,8.1,2.13,0.26,3.6,39.6,13.6,7.8,ok,0,90,0,67.9,32,0,0,72.4,27.5,0,0.43,1.24,1.11,0.32,0.43,3.5,10.06,9.01,2.61,3.5
039CW1025D,BurkeCW102,10/25/2023,12:40:57,W,1814,swim03,90,90,18.82,0.21,12,19,31.4,29.1,ok,0,90,6.6,34.3,48.4,10.5,8.2,23.5,54,14,-1,1.1,1.22,0.58,0.54,-1,98.57,110.01,51.83,48.64
040CW1025D,BurkeCW102,10/25/2023,12:45:01,NE,1815,swim01,90,4.9,1.53,0.31,3.9,28.1,0,0,ok,0,90,20.4,0,55.1,24.4,24.2,0,46.8,28.8,0.52,0.83,0.95,0.63,0.52,2.56,4.09,4.65,3.1,2.56
041CW1025D,BurkeCW102,10/25/2023,12:47:20,S,1815,swim02,90,90,22.82,0.25,0,34,21.6,16.8,ok,0,90,3.6,58,29.5,8.7,4.7,53.4,31.3,10.4,0.57,1.17,1.13,0.46,0.57,50.92,104.98,101.7,41.41,50.92
042CW1025D,BurkeCW102,10/25/2023,12:49:58,W,1815,swim03,90,90,19.25,0.21,0,-13.9,41.3,38.5,ok,0,90,1.3,14.1,61.4,23.1,1.9,14.8,57.6,25.6,-1,0.97,1.34,0.71,0.5,-1,87.03,120.84,63.79,44.8
043CW1025D,BurkeCW102,10/25/2023,12:52:03,NE,1816,swim01,90,4.9,1.58,0.32,1.9,11.4,2,0,ok,0,90,34.6,0,57.1,8.1,41.4,0,46.7,11.8,0.52,0.94,0.9,0.61,0.52,2.57,4.63,4.42,2.96,2.57
044CW1025D,BurkeCW102,10/25/2023,12:53:06,S,1816,swim02,90,3.8,0.84,0.22,5.1,-20.5,60.5,65.9,ok,0,90,0,13.1,86.8,0,0,4,95.9,0,0.25,1.28,1.48,0.52,0.25,0.94,4.87,5.63,1.98,0.94
045CW1025D,BurkeCW102,10/25/2023,12:56:06,W,1816,swim03,90,90,20.83,0.23,6.2,90,43.4,31.9,ok,0,90,6.1,26.3,48.5,19,5,26.2,50.2,18.3,-1,1.07,1.2,0.65,0.6,-1,95.88,108.18,58.66,53.94
046CW1025D,BurkeCW102,10/25/2023,12:58:53,NE,1817,swim01,90,9.7,3.07,0.32,0.9,50.1,40.2,30.9,ok,0,90,23.7,0,24.7,51.5,20.3,0,24.8,54.7,0.97,0.68,0.88,1.05,0.97,9.42,6.59,8.57,10.14,9.42
047CW1025D,BurkeCW102,10/25/2023,12:59:46,S,1817,swim02,90,4.4,1.17,0.27,6.7,99.8,70.5,67.2,ok,0,90,0,70.4,29.5,0,0,67.2,32.7,0,0.51,1.51,1.36,0.38,0.51,2.23,6.66,6,1.68,2.23
048CW1025D,BurkeCW102,10/25/2023,13:02:18,W,1817,swim03,90,90,23.17,0.26,0.4,-72.7,10.2,8.9,ok,0,90,6.8,44.3,34.4,14.3,7.6,43.3,32.8,16,-1,1.06,1.03,0.5,0.59,-1,95.01,92.67,45.28,52.66
049CW1025D,BurkeCW102,10/25/2023,13:07:05,NE,1842,swim01,90,8.2,2.15,0.26,1.1,-54.8,25.6,25.4,ok,0,90,39,43.9,17,0,38.5,46.1,15.2,0,0.86,1.29,0.69,0.61,0.86,7.03,10.57,5.65,4.97,7.03
050CW1025D,BurkeCW102,10/25/2023,13:08:22,S,1842,swim02,90,24.3,5.89,0.24,2.3,-11.9,29.2,23.3,ok,0,90,13.9,19.7,60,6.1,15.9,17.4,59.6,6.9,0.42,1.08,1.26,0.57,0.42,10.22,26.15,30.5,13.87,10.22
051CW1025D,BurkeCW102,10/25/2023,13:11:17,W,1842,swim03,90,90,22.74,0.25,0.2,56.7,25.8,19.2,ok,0,90,4.8,29.1,39.5,26.4,5.7,26.3,40.2,27.5,-1,0.95,1.16,0.64,0.59,-1,85.63,104.05,57.62,53.5
052CW1025D,BurkeCW102,10/25/2023,13:13:35,NE,1843,swim01,90,40.8,11.83,0.29,1.8,-34.1,59.6,54.8,ok,0,90,13.2,19.8,30.3,36.5,15.5,22.7,30.2,31.4,0.82,0.85,1.16,0.89,0.82,33.29,34.59,47.4,36.2,33.29
053CW1025D,BurkeCW102,10/25/2023,13:14:22,S,1843,swim02,90,2.6,0.69,0.26,3.7,6.1,38.5,45.1,ok,0,90,0,0,100,0,0,0,99.9,0,0.18,1.25,1.42,0.46,0.18,0.47,3.26,3.7,1.2,0.47
054CW1025D,BurkeCW102,10/25/2023,13:17:15,W,1843,swim03,90,90,27.21,0.3,0.7,-23.6,47.6,39.2,ok,0,90,6.5,34.7,40.6,18,7.2,33.9,40.4,18.2,-1,1.08,1.19,0.66,0.64,-1,97.15,107.1,59.04,58.03
055CW1025D,BurkeCW102,10/25/2023,13:19:33,NE,1844,swim01,90,30.8,10.08,0.33,0.2,-46.8,43.2,38.8,ok,0,90,12.3,40.5,29.2,17.8,11.8,41.2,27.1,19.7,0.71,1.08,1.08,0.65,0.71,21.88,33.26,33.35,20.16,21.88
056CW1025D,BurkeCW102,10/25/2023,13:20:38,S,1844,swim02,90,14.2,4.23,0.3,1.3,110.1,41.5,37.2,ok,0,90,31.6,37.3,16.9,14,32.6,34.1,15,18.1,0.88,1.11,0.84,0.73,0.88,12.49,15.72,11.87,10.39,12.49
057CW1025D,BurkeCW102,10/25/2023,13:23:33,W,1844,swim03,90,90,23.05,0.26,0,74.4,40.1,39.9,ok,0,90,6,29,40.2,24.7,5.6,24.9,43.9,25.3,-1,0.95,1.21,0.67,0.59,-1,85.29,108.92,59.87,53.3
058CW1025D,BurkeCW102,10/25/2023,13:26:52,NE,1845,swim01,90,12.5,3.32,0.27,3.9,-66.4,69.6,78.8,ok,0,90,13.6,33.6,52.8,0,18.3,44,37.5,0,0.62,1.42,1.18,0.59,0.62,7.7,17.75,14.71,7.42,7.7
059CW1025D,BurkeCW102,10/25/2023,13:27:58,S,1845,swim02,90,19.3,5.97,0.31,2.4,-41.5,60.1,60.2,ok,0,90,9.3,33.1,39.3,18.1,13,27.8,35.5,23.4,0.66,1.14,1.26,0.71,0.66,12.67,21.99,24.38,13.69,12.67
060CW1025D,BurkeCW102,10/25/2023,13:30:57,W,1845,swim03,90,90,20.3,0.23,3.3,67.9,64.1,60.5,ok,0,90,16,25.7,39.7,18.4,15,24.9,39.4,20.5,-1,1.06,1.15,0.8,0.77,-1,95.36,103.37,72.36,69.62
