study,pi_name,treatment,animal,protocol_id,age_category,months,age_mo,sex,strain,genotype,housing,light_on,light_off,tracking_system,rat_source,pool_diam,duration_c_1,duration_c_2,duration_c_3,duration_c_4,duration_c_5,cum_dist_c_1,cum_dist_c_2,cum_dist_c_3,cum_dist_c_4,cum_dist_c_5,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,timegoal_p_1,timeopp_p_1,di_p_1,timegoal_p_2,timeopp_p_2,di_p_2
Unpublished histone study,Foster,Control,1_049F.TF,Foster_WM_1,Young,8-May,7,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,27.528,7.73,9.843,2.614,4.004,766.532,662.225,590.554,197.62,126.28,20.965,20.687,13.847,12.346,5.839,9.12,485.132,500.682,265.578,344.82,110.401,211.104,17.537,15.789,0.052451539,15.789,45.706,-0.486494837
Unpublished histone study,Foster,Control,1_050F.TF,Foster_WM_1,Young,8-May,7,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,27.528,7.73,9.843,2.614,4.004,653.329,97.912,265.915,56.253,119.862,31.532,20.354,29.863,16.572,20.354,9.732,669.019,527.418,878.412,500.011,618.617,298.535,39.18,34.626,0.061702301,34.626,25.208,0.157402146
Unpublished histone study,Foster,Control,1_007F.TF,Foster_WM_1,Young,8-May,7,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.37,21.522,5.394,1.168,7.619,720.043,488.603,154.005,10.289,188.085,32.533,17.351,21.132,5.617,5.672,4.505,822.354,443.186,539.432,129.087,140.635,105.308,60.942,31.857,0.313419326,31.857,27.813,0.06777275
Unpublished histone study,Foster,Control,1_008F.TF,Foster_WM_1,Young,8-May,7,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,13.62,5.45,7.56,6.9,7.95,423.28,142.667,203.948,153.243,226.89,34.757,11.289,18.185,6.618,10.789,14.904,1024.923,239.679,460.295,153.776,289.489,360.051,41.828,43.254,-0.016760302,43.254,16.939,0.43717708
Unpublished histone study,Foster,Control,1_558F.TF,Foster_WM_1,Young,8-May,7,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31.587,54.666,21.466,4.727,4.226,633.558,1105.675,637.23,35.254,67.946,35.369,9.454,14.793,31.476,24.191,18.129,1137.969,265.743,402.968,914.66,643.904,406.215,26.315,25.484,0.016,27.423,24.653,0.053
LTD&Memory 2007,Foster,Control,66F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,46.523,22.913,20.997,19.99,22.377,1098.633,644.933,608.833,524.9,648.467,26.92,60,59.59,44.367,19.033,8.533,1168.4,1330.267,1245.6,986.367,489.833,204.367,33,17,0.32,25,14,0.282051282
LTD&Memory 2007,Foster,Control,112F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,52.567,15.833,27.333,13.49,7.187,914.333,293,577.333,315,182.667,38.957,36.843,10.423,22.47,6.59,17.71,907.333,1008.667,448.667,908,279.667,605,30,15,0.333333333,25,22,0.063829787
LTD&Memory 2007,Foster,Control,4F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,22.453,25.11,13.777,23.11,18.1,435,496.667,381,461.333,343,27.333,32.667,14.333,22.333,22,8,497,639.133,306.467,468.567,565.7,265.7,53,7,0.766666667,45,8,0.698113208
LTD&Memory 2007,Foster,Control,64F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,43.657,34.533,19.757,37.513,18.11,1109.233,1122.367,628.633,1030.267,567,39.17,15.143,17.313,13.243,11.243,17.9,1100.4,419,473.167,393.467,327.6,509.667,38,13,0.490196078,36,15,0.411764706
LTD&Memory 2007,Foster,Control,68F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.277,4.553,10.3,5.533,7.69,1034.9,212.867,394.9,208.267,279.467,42.223,16.6,20.043,12.957,5.223,14.347,1188.967,489.133,559.933,342.133,154.433,415.8,41,13,0.518518519,32,19,0.254901961
LTD&Memory 2007,Foster,Control,65F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,18.73,27.923,18.333,27.667,10.623,394.9,669.4,464.3,687.433,314.867,48.4,6.567,11.423,10.1,14.987,12.557,1355.033,161.5,359.8,334.333,480.967,384.267,29,17,0.260869565,34,10,0.545454545
LTD&Memory 2007,Foster,Control,2F_new.TF,Foster_WM_1,Young,8,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.2,44.177,25.967,16.51,17.687,541.533,842.967,634.35,570.933,563.833,26.9,58.357,32.59,11.5,12.743,6.197,929.333,841.533,791.2,306.733,348.867,198.333,26,15,0.268292683,27,17,0.227272727
LTD&Memory 2007,Foster,Control,JM8.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.333,36.667,7.333,13,5.667,334.333,431,130.333,211.333,107.333,36,11.667,9.333,17,4.333,5.667,494.667,218.333,173,220.667,88.333,102.667,46,3,0.87755102,51,1,0.961538462
LTD&Memory 2007,Foster,Control,F17_isolated.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55,42,34,18,22,529.878,483.36,521.02,274.8,329.38,31,15,20,16,11,13,424.65,232,284.35,217.93,185.72,221.67,37,20,0.298245614,38,22,0.266666667
LTD&Memory 2007,Foster,Control,JM10.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44,11.333,20,25.667,23,485.667,218.667,286,311,341,42.667,12.333,25.667,15,13.333,26.333,471.667,177.333,394,203.333,220.333,317,65,7,0.805555556,44,22,0.333333333
LTD&Memory 2007,Foster,Control,JM9.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,49.667,25.333,14.667,8.667,32,501.667,298,233,164.667,465.333,9.667,19.333,4,9.667,5.667,2.333,203.667,314,73.667,177,119,59,61,6,0.820895522,63,1,0.96875
LTD&Memory 2007,Foster,Control,JM12.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,43.667,30.333,4,24.333,19,477.667,420.333,76,392,307,6,27,4.333,11.333,6.667,6,115.333,385.667,73,161.667,122.667,106.667,61,10,0.718309859,45,12,0.578947368
LTD&Memory 2007,Foster,Control,110F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.323,12.933,5.723,4.93,3.73,680,373.333,163,137,110.667,29.243,15.75,5.713,4.01,13.067,23.32,1272.667,444.333,262.667,146.667,606.667,820.667,37,17,0.37037037,36,10,0.565217391
LTD&Memory 2007,Foster,Control,6F_new.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55.19,42.02,33.613,17.923,22.08,772.667,689,601,409.667,410.333,39,8,11.333,6.333,4.333,6,426.81,157,202.5,124.7,94.8,140.667,54,1,0.963636364,59,1,0.966666667
LTD&Memory 2007,Foster,Control,JM11.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,22.667,38.667,24,18,5,193.667,381.667,291.667,317,77.667,21.333,9.667,5,8.667,5.667,2.667,367.667,169.667,97.667,119.333,97,57.333,65,9,0.756756757,42,27,0.217391304
LTD&Memory 2007,Foster,Control,JM13.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,38,60,31.333,14.667,7.333,379.667,667.333,397,253,139,11.333,7.333,11.333,2,8.333,11,202,127.667,159.333,48,148.667,157.333,55,12,0.641791045,50,14,0.5625
CAN study ,Foster,Control,1.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,56,48,41,7,34,314,203,136,56,355,60,23,51,19,9,45,323,279,310,190,78,345,49,8,0.223,31,2,0.386
CAN study ,Foster,Control,2.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31,30,26,22,23,274,172,287,253,260,13,16,23,4,8,5,203,280,315,65,147,86,61,3,0.543,45,8,0.081
CAN study ,Foster,Control,3.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,41,19,14,6,33,273,195,249,117,505,41,23,9,9,8,5,486,358,153,144,132,86,66,3,0.377,18,69,0.219
CAN study ,Foster,Control,20.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,18,43,52,60,59,117,405,544,473,526,46,36,14,20,15,11,451,394,197,193,199,140,83,0,0.34,68,11,0.375
CAN study ,Foster,Control,21.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31,43,21,26,17,280,405,264,397,341,23,33,22,5,6,7,303,535,349,80,111,109,69,10,0.277,17,53,0.67
CAN study ,Foster,Control,22.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,43,30,19,10,13,296,399,266,172,211,24,24,23,6,12,17,298,337,230,73,199,320,50,7,0.731,25,14,0.421
CAN study ,Foster,Control,26.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36,45,34,35,33,113,440,226,188,208,58,49,22,9,10,5,745,529,314,123,140,58,55,7,0.566,63,2,0.43
CAN study ,Foster,Control,27.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26,29,13,27,12,265,276,201,334,154,23,14,10,12,6,10,358,203,157,197,108,168,75,10,0.461,55,5,0.451
CAN study ,Foster,Control,28.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28,16,8,21,11,285,193,129,292,199,30,35,27,25,42,16,353,421,374,371,510,272,10,23,0.273,45,8,0.44
CAN study ,Foster,Control,29.TF,Foster_WM_1,Young,6,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,41,43,32,17,13,94,274,270,182,218,14,9,8,7,5,5,183,123,125,96,76,93,69,6,0.425,28,19,0.731
CAN study ,Foster,Control,1F.TF,Foster_WM_1,Young,9 Months,9,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,52.823,47.233,48.757,6.27,12.857,1378.033,1410.633,4235.133,709.733,640.333,1.553,41.357,6.677,7.61,20.013,9.743,178.133,995.933,157.967,205.433,483.8,483.8,41.883,2.617,0.882382022,14.667,32.733,-0.381139241
CAN study ,Foster,Control,2F.TF,Foster_WM_1,Young,9 Months,9,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.2,44.177,25.967,16.51,17.687,607.067,1351.133,1781.467,1140.767,1325.3,26.9,58.357,32.59,11.5,12.743,6.197,929.333,1469.433,791.2,306.733,348.867,198.333,26.167,14.667,0.281628055,26.833,16.55,0.237028329
CAN study ,Foster,Control,3F.TF,Foster_WM_1,Young,9 Months,9,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,59.11,46.023,60,33.957,2586.833,2658.367,2150.833,3348.3,1478.633,16.743,42.843,28.867,12.81,15.453,12.187,3132.967,899.933,667.967,307.4,388.167,362.333,29.783,15.95,0.30247305,17.783,27.883,-0.221171112
CAN study ,Foster,Control,4F.TF,Foster_WM_1,Young,9 Months,9,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.633,29.423,53.267,13.677,9.21,1378.433,1150.7,3577.1,1355.767,585.1,35.633,19.59,7.563,10.367,7.79,2.203,874.833,535.833,221.7,328.633,253.233,107.333,35.667,10.167,0.556355544,23.6,21,0.058295964
CAN study ,Foster,Control,5F.TF,Foster_WM_1,Young,9 Months,9,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,42.023,41,18.6,8.923,15.09,1656.1,4873.367,1347.967,465.733,1980.533,45.743,18.963,11,21.047,15.987,7.5,1047.267,462.9,318.733,537.3,517.067,221.367,17.167,21.617,-0.114738036,23.283,23.883,-0.012721028
CAN study ,Foster,Control,6F.TF,Foster_WM_1,Young,9 Months,9,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.6,29.757,9.697,15.433,9.42,1560.033,544.733,168.567,376.833,259.25,46.433,22.857,18.047,12.6,8.833,16.567,1389.4,694.9,539.033,401.667,421.133,483.467,34.55,11,0.51701427,29.4,22.833,0.125725116
CAN study ,Foster,Control,1.TF,Foster_WM_1,Young,6 mos,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,40,10,18,15,17,444,207,384,342,369,31,11,26,10,4,2,956,268,666,271,74,44,58,1,0.966101695,46,7,0.735849057
CAN study ,Foster,Control,2.TF,Foster_WM_1,Young,6 mos,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26,28,17,5,11,389,546,343,128,155,35,11,9,5,6,2,925,312,177,143,120,47,77,1,0.974358974,33,9,0.571428571
CAN study ,Foster,Control,3.TF,Foster_WM_1,Young,6 mos,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35,49,6,9,5,525,817,153,206,121,31,13,25,5,4,2,793,334,521,106,86,40,78,5,0.879518072,29,21,0.16
CAN study ,Foster,Control,4.TF,Foster_WM_1,Young,6 mos,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23,25,14,23,18,435,497,381,461,343,27,33,14,22,22,8,509,652,315,483,581,271,53,7,0.766666667,45,8,0.698113208
CAN study ,Foster,Control,5.TF,Foster_WM_1,Young,6 mos,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60,23,41,33,9,632,261,710,549,143,27,21,9,4,2,2,503,388,158,64,47,46,66,3,0.913043478,54,2,0.928571429
CAN study ,Foster,Control,6.TF,Foster_WM_1,Young,6 mos,6,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55,42,34,18,22,773,689,601,410,410,39,8,11,6,4,6,621,162,209,129,97,144,54,1,0.963636364,59,1,0.966666667
Speisman enrichment 2013,Foster,Control enriched,222F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,14.487,12.057,4.657,2.013,4.843,277,307.333,111.667,38.333,139.667,24.81,25.4,9.21,23.79,10.61,20.01,1009.667,762.667,242.333,925,354,593.667,34.167,15.9,0.365,16.9,35.333,-0.353
Speisman enrichment 2013,Foster,Control enriched,223F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.18,12.553,13.033,5.71,7.853,572.667,335.333,402.667,146,179.333,25.433,26.277,27.233,30.867,17.023,20.867,1124.333,860.333,817.333,771,608,570.667,41.267,20.05,0.346,22.217,26.45,-0.087
Speisman enrichment 2013,Foster,Control enriched,225F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,11.957,6.833,3.277,5.133,8.713,297.667,204.333,59.667,147,269,35.223,25.087,6.557,11.347,11.89,9.233,1426.333,781,253.667,515,438,405.333,25.717,20.1,0.123,17.783,26.817,-0.203
Speisman enrichment 2013,Foster,Control enriched,226F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,12.313,7.223,9.43,8.837,7.61,211,164.667,221,222.667,149.333,39.39,43.41,19.91,13.3,11.63,14.877,1259.333,1086,583,377.667,337,552,36.55,19.433,0.306,20.1,28.167,-0.167
Speisman enrichment 2013,Foster,Control enriched,260F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,17.91,14.5,7.7,6.367,5.71,438.667,515.633,234.133,201.3,200.267,11.18,18.223,28.267,12.603,15.833,3.743,262.333,584,736.667,294.667,355.333,78.333,31.6,13.833,0.391,53.067,7.167,0.762
Speisman enrichment 2013,Foster,Control enriched,261F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,21.1,6.843,7.377,9.157,12.01,536.467,142.333,204.133,242.633,312.2,56.077,54.667,7.943,18.443,26.133,47.023,982,1101.333,236.333,489.667,697.333,974.333,23.667,17.333,0.154,21.217,27.5,-0.129
Speisman enrichment 2013,Foster,Control enriched,384F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,24.89,3.52,3.667,2.257,2.233,784.4,81.967,98.9,64.967,90.767,5.19,42.89,46.823,60,43.743,41.01,175.167,1264,1054.567,1129.433,933.8,637.133,10.1,17.567,-0.27,20.5,12.717,0.234
Speisman enrichment 2013,Foster,Control isolated,224F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,12.243,9.957,4.833,8.767,4.543,317.667,260.667,131.333,220.667,118.667,17.2,6.443,14.633,12.91,5.357,5.123,473.667,164.333,490,488,146,182,67.833,7,0.813,42.117,20.883,0.337
Speisman enrichment 2013,Foster,Control isolated,227F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,10.177,12.257,12.767,11.6,5.457,203.333,299.667,343.333,282.667,130.333,30.02,14.5,10.623,14.41,17.767,13.957,740.667,403,279.333,357.333,397.333,350.667,39.95,18.883,0.358,45.433,14.567,0.514
Speisman enrichment 2013,Foster,Control isolated,385F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.853,10.61,12.957,6.167,8.79,363.767,317.533,314.667,209.767,236.633,38.99,27.88,42.523,24.133,5.39,42.467,1139.7,731.433,1105.8,631.133,157.533,984.3,11.76,25.717,-0.372,17.517,25.617,-0.188
Speisman enrichment 2013,Foster,Control isolated,386F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,8.147,4.29,7.21,4.753,6.133,282.167,104.567,216.5,162.467,205.567,60,22.533,18.12,22.933,5.253,19.957,1225.5,516.7,519.2,590.5,161.4,422.767,38.16,9.117,0.614,27.667,12.167,0.389
Speisman enrichment 2013,Foster,Control isolated,387F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,10.077,3.747,10.147,3.39,3.987,265.933,85.1,274.8,85.133,120.067,25.767,28.933,18.09,11.043,10.653,5.18,593.667,762.167,411.833,240.167,249,102.767,33.2,9.167,0.567,18.45,19.383,-0.025
Speisman enrichment 2013,Foster,Control isolated,388F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,22.677,8.047,4.453,2.29,3.577,503.633,196.033,120.767,82.3,118.333,42.3,55.567,40.11,47.39,13.947,38.61,1009.033,1097.633,868.467,996.667,339.733,842.7,27.97,16.717,0.252,15.783,15.05,0.024
Speisman enrichment 2013,Foster,Control isolated,389F.TF,Foster_WM_1,Young,9-Jun,8,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,6.5,12.813,9.853,5.733,10.233,203.767,380.733,300.2,202.367,305.5,46.2,51.557,19.823,7.663,13.457,8.333,1296.833,1420.833,543.567,222.167,396.3,197.433,27.9,18.333,0.207,13.15,29.5,-0.383
