Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Platform : mean distance from (m),Platform : cumulative distance (m·s),Platform : path efficiency to entry,Platform : CIPL (m·s)
36,3238,Cue,6,1/18/2022,11:50,am,Liam,Cue Cohort 126 videos\Test 36.szv,5.0,1.057,0.212,0.970,0.504,2.34,0.977,0.09
37,3239,Cue,1,1/18/2022,12:07,pm,Liam,Cue Cohort 126 videos\Test 37.szv,8.4,1.564,0.186,0.656,0.657,5.31,0.618,2.79
38,3239,Cue,2,1/18/2022,12:08,pm,Liam,Cue Cohort 126 videos\Test 38.szv,4.8,0.728,0.153,0.626,0.294,1.29,0.625,0.61
39,3239,Cue,3,1/18/2022,12:08,pm,Liam,Cue Cohort 126 videos\Test 39.szv,5.2,1.003,0.194,0.562,0.377,1.81,0.516,1.19
40,3239,Cue,4,1/18/2022,12:09,pm,Liam,Cue Cohort 126 videos\Test 40.szv,5.1,1.144,0.225,0.928,0.586,2.77,0.927,0.46
41,3239,Cue,5,1/18/2022,12:10,pm,Liam,Cue Cohort 126 videos\Test 41.szv,4.5,1.039,0.232,0.969,0.552,2.29,0.970,0.38
42,3239,Cue,6,1/18/2022,12:11,pm,Liam,Cue Cohort 126 videos\Test 42.szv,3.1,0.774,0.247,0.999,0.392,1.09,0.999,0.09
43,3240,Cue,1,1/18/2022,12:21,pm,Liam,Cue Cohort 126 videos\Test 43.szv,10.5,1.492,0.142,0.685,0.441,4.50,0.619,1.47
44,3240,Cue,2,1/18/2022,12:21,pm,Liam,Cue Cohort 126 videos\Test 44.szv,3.8,0.457,0.119,0.967,0.268,0.94,0.954,0.12
45,3240,Cue,3,1/18/2022,12:22,pm,Liam,Cue Cohort 126 videos\Test 45.szv,8.9,1.222,0.137,0.501,0.352,3.03,0.433,2.03
46,3240,Cue,4,1/18/2022,12:23,pm,Liam,Cue Cohort 126 videos\Test 46.szv,6.7,1.135,0.170,0.962,0.604,3.84,0.960,0.48
47,3240,Cue,5,1/18/2022,12:24,pm,Liam,Cue Cohort 126 videos\Test 47.szv,5.1,0.957,0.188,0.992,0.503,2.39,0.994,0.12
48,3240,Cue,6,1/18/2022,12:25,pm,Liam,Cue Cohort 126 videos\Test 48.szv,14.2,1.734,0.122,0.589,0.488,6.94,,
49,3241,Cue,1,1/18/2022,12:28,pm,Liam,Cue Cohort 126 videos\Test 49.szv,9.4,1.006,0.107,0.957,0.630,5.69,0.931,1.47
50,3241,Cue,2,1/18/2022,12:29,pm,Liam,Cue Cohort 126 videos\Test 50.szv,3.0,0.445,0.146,0.984,0.261,0.70,0.987,0.07
51,3241,Cue,3,1/18/2022,12:30,pm,Liam,Cue Cohort 126 videos\Test 51.szv,4.5,0.884,0.196,0.602,0.349,1.45,0.549,0.90
52,3241,Cue,4,1/18/2022,12:30,pm,Liam,Cue Cohort 126 videos\Test 52.szv,4.7,1.086,0.229,0.951,0.574,2.53,0.946,0.32
53,3241,Cue,5,1/18/2022,12:31,pm,Liam,Cue Cohort 126 videos\Test 53.szv,4.2,1.060,0.250,0.973,0.542,2.11,0.967,0.28
54,3241,Cue,6,1/18/2022,12:32,pm,Liam,Cue Cohort 126 videos\Test 54.szv,4.3,0.951,0.222,0.961,0.545,2.14,0.957,0.27
55,3242,Cue,1,1/18/2022,12:35,pm,Liam,Cue Cohort 126 videos\Test 55.szv,6.0,1.063,0.178,0.931,0.505,3.02,,
56,3242,Cue,2,1/18/2022,12:35,pm,Liam,Cue Cohort 126 videos\Test 56.szv,3.8,0.353,0.092,0.929,0.343,1.32,,
57,3242,Cue,3,1/18/2022,12:36,pm,Liam,Cue Cohort 126 videos\Test 57.szv,11.1,1.832,0.165,0.416,0.503,5.57,,
58,3242,Cue,4,1/18/2022,12:37,pm,Liam,Cue Cohort 126 videos\Test 58.szv,8.4,1.212,0.144,0.920,0.563,4.74,,
59,3242,Cue,5,1/18/2022,12:38,pm,Liam,Cue Cohort 126 videos\Test 59.szv,30.0,3.546,0.118,0.368,0.672,20.16,,
60,3242,Cue,6,1/18/2022,12:41,pm,Liam,Cue Cohort 126 videos\Test 60.szv,14.4,1.492,0.104,0.550,0.623,8.97,,
61,3243,Cue,1,1/18/2022,12:44,pm,Liam,Cue Cohort 126 videos\Test 61.szv,30.0,1.675,0.056,0.278,0.664,19.91,,
62,3243,Cue,2,1/18/2022,12:46,pm,Liam,Cue Cohort 126 videos\Test 62.szv,8.1,0.629,0.077,0.832,0.302,2.35,0.830,0.60
63,3243,Cue,3,1/18/2022,12:47,pm,Liam,Cue Cohort 126 videos\Test 63.szv,2.6,0.548,0.210,0.960,0.296,0.67,0.965,0.06
64,3243,Cue,4,1/18/2022,12:49,pm,Liam,Cue Cohort 126 videos\Test 64.szv,23.0,4.907,0.213,0.226,0.505,11.46,0.214,8.87
65,3243,Cue,5,1/18/2022,12:51,pm,Liam,Cue Cohort 126 videos\Test 65.szv,5.9,1.347,0.230,0.772,0.576,3.17,0.736,1.13
66,3243,Cue,6,1/18/2022,12:52,pm,Liam,Cue Cohort 126 videos\Test 66.szv,6.8,1.359,0.201,0.830,0.563,3.62,0.812,0.78
67,3247,Cue,1,1/18/2022,12:57,pm,Liam,Cue Cohort 126 videos\Test 67.szv,4.3,1.018,0.237,0.936,0.472,1.87,0.917,0.14
68,3247,Cue,2,1/18/2022,12:58,pm,Liam,Cue Cohort 126 videos\Test 68.szv,2.8,0.464,0.167,0.978,0.272,0.66,0.973,0.12
69,3247,Cue,3,1/18/2022,12:58,pm,Liam,Cue Cohort 126 videos\Test 69.szv,5.1,1.109,0.219,0.531,0.424,2.00,0.500,1.35
70,3247,Cue,4,1/18/2022,12:59,pm,Liam,Cue Cohort 126 videos\Test 70.szv,4.1,1.009,0.245,0.973,0.583,2.20,0.975,0.27
71,3247,Cue,5,1/18/2022,13:00,pm,Liam,Cue Cohort 126 videos\Test 71.szv,3.8,0.952,0.252,0.978,0.509,1.75,0.966,0.19
72,3247,Cue,6,1/18/2022,13:02,pm,Liam,Cue Cohort 126 videos\Test 72.szv,3.6,1.004,0.276,0.995,0.549,1.81,0.996,0.19
73,Y839,Cue,1,1/18/2022,13:11,pm,Liam,Cue Cohort 126 videos\Test 73.szv,8.9,1.541,0.173,0.673,0.674,5.77,0.650,2.93
74,Y839,Cue,2,1/18/2022,13:11,pm,Liam,Cue Cohort 126 videos\Test 74.szv,3.5,0.508,0.144,0.994,0.312,0.99,0.994,0.14
75,Y839,Cue,3,1/18/2022,13:12,pm,Liam,Cue Cohort 126 videos\Test 75.szv,2.4,0.395,0.162,0.997,0.242,0.51,0.999,0.08
76,Y839,Cue,4,1/18/2022,13:13,pm,Liam,Cue Cohort 126 videos\Test 76.szv,6.2,1.403,0.226,0.751,0.704,4.13,0.739,1.82
77,Y839,Cue,5,1/18/2022,13:14,pm,Liam,Cue Cohort 126 videos\Test 77.szv,4.7,1.098,0.234,0.980,0.624,2.71,0.973,0.56
78,Y839,Cue,6,1/18/2022,13:15,pm,Liam,Cue Cohort 126 videos\Test 78.szv,4.0,0.988,0.247,0.997,0.525,1.92,0.999,0.16
79,Y840,Cue,1,1/18/2022,13:18,pm,Liam,Cue Cohort 126 videos\Test 79.szv,10.8,0.916,0.085,0.938,0.446,4.80,,
80,Y840,Cue,2,1/18/2022,13:19,pm,Liam,Cue Cohort 126 videos\Test 80.szv,5.1,0.658,0.130,0.741,0.329,1.55,0.745,0.68
81,Y840,Cue,3,1/18/2022,13:20,pm,Liam,Cue Cohort 126 videos\Test 81.szv,2.8,0.449,0.161,0.987,0.262,0.65,0.977,0.10
82,Y840,Cue,4,1/18/2022,13:21,pm,Liam,Cue Cohort 126 videos\Test 82.szv,5.3,1.304,0.247,0.861,0.689,3.39,0.862,1.04
83,Y840,Cue,5,1/18/2022,13:22,pm,Liam,Cue Cohort 126 videos\Test 83.szv,5.3,1.488,0.281,0.711,0.626,3.10,0.687,1.39
84,Y840,Cue,6,1/18/2022,13:23,pm,Liam,Cue Cohort 126 videos\Test 84.szv,5.4,1.677,0.310,0.655,0.694,3.52,0.651,1.75
85,Y841,Cue,1,1/18/2022,13:29,pm,Liam,Cue Cohort 126 videos\Test 85.szv,7.5,1.167,0.156,0.854,0.420,3.07,0.847,0.02
86,Y841,Cue,2,1/18/2022,13:30,pm,Liam,Cue Cohort 126 videos\Test 86.szv,2.5,0.432,0.170,0.984,0.226,0.50,0.993,0.06
87,Y841,Cue,3,1/18/2022,13:31,pm,Liam,Cue Cohort 126 videos\Test 87.szv,2.8,0.675,0.240,0.760,0.311,0.78,0.753,0.30
88,Y841,Cue,4,1/18/2022,13:33,pm,Liam,Cue Cohort 126 videos\Test 88.szv,3.7,1.049,0.286,0.980,0.507,1.67,0.977,0.07
89,Y841,Cue,5,1/18/2022,13:34,pm,Liam,Cue Cohort 126 videos\Test 89.szv,3.7,0.998,0.271,0.965,0.524,1.75,0.964,0.29
90,Y841,Cue,6,1/18/2022,13:35,pm,Liam,Cue Cohort 126 videos\Test 90.szv,4.0,0.986,0.249,0.995,0.570,2.07,0.985,0.24
91,3249,Cue,1,1/18/2022,13:38,pm,Liam,Cue Cohort 126 videos\Test 91.szv,13.9,1.691,0.122,0.573,0.589,8.19,,
92,3249,Cue,2,1/18/2022,13:39,pm,Liam,Cue Cohort 126 videos\Test 92.szv,5.1,0.633,0.125,0.817,0.286,1.45,,
93,3249,Cue,3,1/18/2022,13:39,pm,Liam,Cue Cohort 126 videos\Test 93.szv,17.4,2.483,0.143,0.250,0.626,10.67,0.212,9.69
94,3249,Cue,4,1/18/2022,13:42,pm,Liam,Cue Cohort 126 videos\Test 94.szv,10.9,1.280,0.117,0.819,0.728,7.96,,
95,3249,Cue,5,1/18/2022,13:43,pm,Liam,Cue Cohort 126 videos\Test 95.szv,6.5,0.952,0.146,0.994,0.547,3.56,,
96,3249,Cue,6,1/18/2022,13:45,pm,Liam,Cue Cohort 126 videos\Test 96.szv,9.3,1.101,0.118,0.960,0.436,4.05,,
97,3251,Cue,1,1/18/2022,13:51,pm,Liam,Cue Cohort 126 videos\Test 97.szv,6.0,1.022,0.171,0.959,0.413,2.32,0.930,-0.19
98,3251,Cue,2,1/18/2022,13:53,pm,Liam,Cue Cohort 126 videos\Test 98.szv,3.3,0.525,0.157,0.843,0.286,0.86,0.834,0.28
99,3251,Cue,3,1/18/2022,13:53,pm,Liam,Cue Cohort 126 videos\Test 99.szv,30.0,7.578,0.253,0.062,0.628,18.83,,
100,3251,Cue,4,1/18/2022,13:55,pm,Liam,Cue Cohort 126 videos\Test 100.szv,7.5,1.511,0.200,0.810,0.516,3.89,,
101,3251,Cue,5,1/18/2022,14:00,pm,Liam,Cue Cohort 126 videos\Test 101.szv,30.0,6.792,0.226,0.165,0.747,22.40,,
102,3251,Cue,6,1/18/2022,14:02,pm,Liam,Cue Cohort 126 videos\Test 102.szv,10.4,2.295,0.221,0.478,0.811,8.42,,
103,3253,Cue,1,1/18/2022,14:12,pm,Liam,Cue Cohort 126 videos\Test 103.szv,10.7,0.892,0.083,0.940,0.549,5.89,,
104,3253,Cue,2,1/18/2022,14:13,pm,Liam,Cue Cohort 126 videos\Test 104.szv,2.5,0.309,0.122,0.991,0.155,0.34,0.972,0.00
105,3253,Cue,3,1/18/2022,14:13,pm,Liam,Cue Cohort 126 videos\Test 105.szv,5.7,0.783,0.138,0.634,0.341,1.82,0.584,1.08
106,3253,Cue,4,1/18/2022,14:15,pm,Liam,Cue Cohort 126 videos\Test 106.szv,4.7,1.007,0.214,0.994,0.568,2.47,0.998,0.20
107,3253,Cue,5,1/18/2022,14:16,pm,Liam,Cue Cohort 126 videos\Test 107.szv,5.3,1.011,0.190,0.934,0.523,2.61,0.932,0.39
108,3253,Cue,6,1/18/2022,14:17,pm,Liam,Cue Cohort 126 videos\Test 108.szv,4.8,1.037,0.217,0.993,0.519,2.31,0.993,0.12
109,3254,Cue,1,1/18/2022,14:20,pm,Liam,Cue Cohort 126 videos\Test 109.szv,6.0,1.149,0.192,0.895,0.602,3.60,,
110,3254,Cue,2,1/18/2022,14:21,pm,Liam,Cue Cohort 126 videos\Test 110.szv,3.5,0.314,0.089,0.903,0.127,0.45,,
111,3254,Cue,3,1/18/2022,14:22,pm,Liam,Cue Cohort 126 videos\Test 111.szv,6.4,1.009,0.157,0.524,0.460,2.80,0.515,1.93
112,3254,Cue,4,1/18/2022,14:23,pm,Liam,Cue Cohort 126 videos\Test 112.szv,7.4,1.379,0.185,0.733,0.600,4.47,,
113,3254,Cue,5,1/18/2022,14:24,pm,Liam,Cue Cohort 126 videos\Test 113.szv,9.4,1.439,0.153,0.622,0.644,6.05,,
114,3254,Cue,6,1/18/2022,14:26,pm,Liam,Cue Cohort 126 videos\Test 114.szv,8.1,1.365,0.168,0.755,0.599,4.86,,
115,3255,Cue,1,1/18/2022,14:37,pm,Liam,Cue Cohort 126 videos\Test 115.szv,5.0,1.147,0.231,0.864,0.404,1.87,0.814,0.12
116,3255,Cue,2,1/18/2022,14:38,pm,Liam,Cue Cohort 126 videos\Test 116.szv,5.0,1.008,0.203,0.439,0.187,0.86,0.378,0.50
117,3255,Cue,3,1/18/2022,14:38,pm,Liam,Cue Cohort 126 videos\Test 117.szv,2.0,0.441,0.226,0.996,0.232,0.37,0.993,0.03
118,3255,Cue,4,1/18/2022,14:39,pm,Liam,Cue Cohort 126 videos\Test 118.szv,4.7,1.261,0.266,0.882,0.657,2.89,0.871,0.72
119,3255,Cue,5,1/18/2022,14:40,pm,Liam,Cue Cohort 126 videos\Test 119.szv,6.1,1.804,0.294,0.547,0.575,3.33,0.515,1.87
120,3255,Cue,6,1/18/2022,14:42,pm,Liam,Cue Cohort 126 videos\Test 120.szv,5.7,1.602,0.280,0.619,0.589,3.17,0.607,1.52
121,3256,Cue,1,1/18/2022,14:44,pm,Liam,Cue Cohort 126 videos\Test 121.szv,6.4,1.034,0.161,0.911,0.470,3.01,,
122,3256,Cue,2,1/18/2022,14:45,pm,Liam,Cue Cohort 126 videos\Test 122.szv,2.8,0.210,0.074,0.996,0.177,0.50,,
123,3256,Cue,3,1/18/2022,14:48,pm,Liam,Cue Cohort 126 videos\Test 123.szv,15.9,1.097,0.069,0.636,0.235,3.73,,
124,3256,Cue,4,1/18/2022,14:49,pm,Liam,Cue Cohort 126 videos\Test 124.szv,15.3,1.713,0.112,0.566,0.880,13.45,,
125,3256,Cue,5,1/18/2022,14:52,pm,Liam,Cue Cohort 126 videos\Test 125.szv,25.2,1.760,0.070,0.487,0.830,20.95,,
126,3256,Cue,6,1/18/2022,14:54,pm,Liam,Cue Cohort 126 videos\Test 126.szv,14.2,1.690,0.119,0.534,0.811,11.52,,
127,3257,Cue,1,1/18/2022,14:58,pm,Liam,Cue Cohort 126 videos\Test 127.szv,8.1,1.064,0.132,0.845,0.735,5.93,,
128,3257,Cue,2,1/18/2022,14:59,pm,Liam,Cue Cohort 126 videos\Test 128.szv,3.2,0.452,0.139,0.985,0.332,1.08,,
129,3257,Cue,3,1/18/2022,14:59,pm,Liam,Cue Cohort 126 videos\Test 129.szv,3.6,0.555,0.155,0.875,0.318,1.14,,
130,3257,Cue,4,1/18/2022,15:00,pm,Liam,Cue Cohort 126 videos\Test 130.szv,8.8,1.827,0.207,0.640,0.777,6.87,,
131,3257,Cue,5,1/18/2022,15:01,pm,Liam,Cue Cohort 126 videos\Test 131.szv,30.0,5.590,0.186,0.201,0.585,17.56,,
132,3257,Cue,6,1/18/2022,15:03,pm,Liam,Cue Cohort 126 videos\Test 132.szv,7.3,1.565,0.214,0.696,0.599,4.38,,
133,3259,Cue,1,1/18/2022,15:07,pm,Liam,Cue Cohort 126 videos\Test 133.szv,8.3,1.887,0.228,0.573,0.581,4.81,,
134,3259,Cue,2,1/18/2022,15:08,pm,Liam,Cue Cohort 126 videos\Test 134.szv,3.2,0.589,0.184,0.819,0.323,1.03,,
135,3259,Cue,3,1/18/2022,15:08,pm,Liam,Cue Cohort 126 videos\Test 135.szv,8.7,1.622,0.187,0.332,0.512,4.36,0.295,3.73
136,3259,Cue,4,1/18/2022,15:09,pm,Liam,Cue Cohort 126 videos\Test 136.szv,6.9,1.296,0.187,0.787,0.736,4.84,0.781,2.12
137,3259,Cue,5,1/18/2022,15:10,pm,Liam,Cue Cohort 126 videos\Test 137.szv,4.8,1.047,0.218,0.987,0.569,2.54,0.989,0.34
138,3259,Cue,6,1/18/2022,15:11,pm,Liam,Cue Cohort 126 videos\Test 138.szv,5.1,1.059,0.209,0.974,0.608,2.87,0.977,0.37
