Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
310,1753,AQ (Day5),1,8/25/2017,10:36,am,starneshm,Cohort 70 videos\Test 310.szv,72.6,30,14.713,6.604,0.203,0.22,0.03,0.157,0.595,0.589,42.94,17.68,0.027,,44.79
311,1753,AQ (Day5),2,8/25/2017,10:38,am,starneshm,Cohort 70 videos\Test 311.szv,6.1,9.8,1.067,1.462,0.175,0.149,0.785,0.473,0.367,0.496,2.11,4.7,0.762,0.447,3.36
312,1753,AQ (Day5),3,8/25/2017,10:39,am,starneshm,Cohort 70 videos\Test 312.szv,1.6,3.8,0.217,0.451,0.136,0.117,0.9,0.905,0.073,0.199,0.09,0.69,0.571,0.834,0.15
313,1755,AQ (Day5),1,8/25/2017,10:42,am,starneshm,Cohort 70 videos\Test 313.szv,83.7,30,14.861,5.674,0.178,0.189,0.067,0.188,0.558,0.705,46.66,21.15,,,
314,1755,AQ (Day5),2,8/25/2017,10:44,am,starneshm,Cohort 70 videos\Test 314.szv,81.6,30,13.383,5.062,0.164,0.169,0.031,0.27,0.609,0.552,49.66,16.55,,,
315,1755,AQ (Day5),3,8/25/2017,10:46,am,starneshm,Cohort 70 videos\Test 315.szv,80.1,30,12.064,4.188,0.151,0.14,0.046,0.363,0.655,0.5,52.24,15.01,0.04,,52.68
316,Y500,AQ (Day5),1,8/25/2017,10:50,am,starneshm,Cohort 70 videos\Test 316.szv,7.6,12,1.843,2.535,0.244,0.212,0.444,0.447,0.577,0.714,4.15,8.28,0.417,0.441,5.43
317,Y500,AQ (Day5),2,8/25/2017,10:51,am,starneshm,Cohort 70 videos\Test 317.szv,4.5,7,1.067,1.59,0.237,0.226,0.309,0.401,0.208,0.308,0.87,2.05,0.271,0.387,1.24
318,Y500,AQ (Day5),3,8/25/2017,10:51,am,starneshm,Cohort 70 videos\Test 318.szv,13.3,15.1,4.018,4.321,0.302,0.286,0.134,0.112,0.497,0.493,6.43,7.27,0.122,0.103,6.91
319,Y501,AQ (Day5),1,8/25/2017,10:53,am,starneshm,Cohort 70 videos\Test 319.szv,31.5,30,8.337,8.179,0.265,0.273,0.142,0.09,0.737,0.804,22.94,24.13,0.128,,25.69
320,Y501,AQ (Day5),2,8/25/2017,10:54,am,starneshm,Cohort 70 videos\Test 320.szv,1.6,4,0.293,0.741,0.183,0.184,0.954,0.874,0.091,0.327,0.12,1.2,0.724,0.795,0.34
321,Y501,AQ (Day5),3,8/25/2017,10:55,am,starneshm,Cohort 70 videos\Test 321.szv,18.1,19.8,4.291,4.451,0.237,0.225,0.118,0.103,0.593,0.578,10.53,11.24,0.103,0.09,10.87
322,Y502,AQ (Day5),1,8/25/2017,10:58,am,starneshm,Cohort 70 videos\Test 322.szv,44.5,30,8.52,6.187,0.192,0.206,0.084,0.097,0.613,0.719,27.04,21.56,0.081,,28.59
323,Y502,AQ (Day5),2,8/25/2017,10:59,am,starneshm,Cohort 70 videos\Test 323.szv,1.1,4.2,0.192,0.639,0.175,0.151,0.946,0.941,0.046,0.365,0.04,1.41,0.621,0.914,0.42
324,Y502,AQ (Day5),3,8/25/2017,11:00,am,starneshm,Cohort 70 videos\Test 324.szv,5.6,8,0.959,1.242,0.172,0.156,0.457,0.373,0.244,0.297,1.27,2.26,0.476,0.341,1.69
325,1756,AQ (Day5),1,8/25/2017,11:02,am,starneshm,Cohort 70 videos\Test 325.szv,44.9,30,8.462,6.467,0.189,0.216,0.057,0.015,0.682,0.661,30.61,19.84,,,
326,1756,AQ (Day5),2,8/25/2017,11:04,am,starneshm,Cohort 70 videos\Test 326.szv,24.3,27.6,4.28,4.28,0.176,0.155,0.139,0.155,0.51,0.515,12.39,14.23,,,
327,1756,AQ (Day5),3,8/25/2017,11:05,am,starneshm,Cohort 70 videos\Test 327.szv,53.7,30,8.388,6.377,0.156,0.213,0.057,0.23,0.517,0.685,27.74,20.56,,,
328,1757,AQ (Day5),1,8/25/2017,11:08,am,starneshm,Cohort 70 videos\Test 328.szv,46.3,30,11.41,7.991,0.246,0.266,0.067,0.154,0.499,0.556,22.93,16.69,0.066,,24.67
329,1757,AQ (Day5),2,8/25/2017,11:10,am,starneshm,Cohort 70 videos\Test 329.szv,38.3,30,8.311,7.101,0.217,0.237,0.06,0.164,0.572,0.643,21.69,19.29,0.059,,22.02
330,1757,AQ (Day5),3,8/25/2017,11:11,am,starneshm,Cohort 70 videos\Test 330.szv,8.1,10,1.788,2.108,0.221,0.211,0.19,0.246,0.378,0.371,2.92,3.57,0.118,0.195,3.17
331,1758,AQ (Day5),1,8/25/2017,11:14,am,starneshm,Cohort 70 videos\Test 331.szv,1.5,9.4,0,1.357,0,0.144,,0.755,0.01,0.618,0.01,5.44,0.217,0.743,2.04
332,1758,AQ (Day5),2,8/25/2017,11:15,am,starneshm,Cohort 70 videos\Test 332.szv,36.3,30,5.382,4.592,0.148,0.153,0.023,0.322,0.576,0.52,20.71,15.61,0.005,,21.35
333,1758,AQ (Day5),3,8/25/2017,11:16,am,starneshm,Cohort 70 videos\Test 333.szv,87,30,10.883,3.473,0.125,0.116,0.104,0.041,0.608,0.405,52.87,12.16,,,
334,1761,AQ (Day5),1,8/25/2017,11:20,am,starneshm,Cohort 70 videos\Test 334.szv,85.4,30,18.402,7.909,0.216,0.264,0.025,0.174,0.72,0.738,61.51,22.13,,,
335,1761,AQ (Day5),2,8/25/2017,11:22,am,starneshm,Cohort 70 videos\Test 335.szv,17.1,19.7,3.092,3.228,0.181,0.164,0.168,0.198,0.399,0.422,6.69,8.18,0.146,0.184,7.09
336,1761,AQ (Day5),3,8/25/2017,11:23,am,starneshm,Cohort 70 videos\Test 336.szv,14.3,16.1,3.319,3.394,0.232,0.211,0.094,0.118,0.42,0.416,5.86,6.56,0.085,0.116,6.17
337,1765,AQ (Day5),1,8/25/2017,11:25,am,starneshm,Cohort 70 videos\Test 337.szv,82.1,30,9.91,4.195,0.121,0.14,0.142,0.11,0.776,0.787,63.67,23.61,,,
338,1765,AQ (Day5),2,8/25/2017,11:28,am,starneshm,Cohort 70 videos\Test 338.szv,30,30,3.092,3.47,0.103,0.116,0.288,0.216,0.649,0.719,19.47,21.57,,,
339,1765,AQ (Day5),3,8/25/2017,11:29,am,starneshm,Cohort 70 videos\Test 339.szv,86.7,30,8.008,3.291,0.092,0.11,0.153,0.113,0.528,0.821,45.75,24.64,,,
340,1766,AQ (Day5),1,8/25/2017,11:33,am,starneshm,Cohort 70 videos\Test 340.szv,85.5,30,16.108,5.575,0.188,0.186,0.054,0.266,0.705,0.587,60.28,17.62,,,
341,1766,AQ (Day5),2,8/25/2017,11:36,am,starneshm,Cohort 70 videos\Test 341.szv,61.7,30,7.886,4.741,0.128,0.158,0.071,0.327,0.513,0.677,31.43,20.32,0.059,,31.45
342,1766,AQ (Day5),3,8/25/2017,11:38,am,starneshm,Cohort 70 videos\Test 342.szv,10.2,12,2.051,5.157,0.202,0.431,0.361,0.092,0.42,0.429,4.12,4.99,0.612,0.081,4.85
343,1767,AQ (Day5),1,8/25/2017,12:15,pm,starneshm,Cohort 70 videos\Test 343.szv,82.6,30,12.721,5.374,0.154,0.179,0.038,0.14,0.753,0.565,62.17,16.96,,,
344,1767,AQ (Day5),2,8/25/2017,12:17,pm,starneshm,Cohort 70 videos\Test 344.szv,85.9,30,10.816,4.554,0.126,0.152,0.084,0.186,0.606,0.554,52.02,16.63,,,
345,1767,AQ (Day5),3,8/25/2017,12:19,pm,starneshm,Cohort 70 videos\Test 345.szv,1.7,4.1,0.271,0.408,0.159,0.099,0.918,0.836,0.123,0.24,0.17,0.9,0.773,0.827,0.37
346,1770,AQ (Day5),1,8/25/2017,12:21,pm,starneshm,Cohort 70 videos\Test 346.szv,66.9,30,11.062,5.683,0.165,0.189,0.069,0.204,0.643,0.786,43,23.57,,,
347,1770,AQ (Day5),2,8/25/2017,12:23,pm,starneshm,Cohort 70 videos\Test 347.szv,42.4,30,5.199,3.611,0.123,0.12,0.042,0.278,0.38,0.472,16.09,14.15,,,
348,1770,AQ (Day5),3,8/25/2017,12:25,pm,starneshm,Cohort 70 videos\Test 348.szv,55.6,30,6.699,3.999,0.12,0.133,0.082,0.1,0.512,0.64,28.47,19.19,,,
349,1771,AQ (Day5),1,8/25/2017,12:28,pm,starneshm,Cohort 70 videos\Test 349.szv,4.3,4.3,1.06,1.06,0.247,0.247,0.987,0.987,0.615,0.615,2.41,2.41,0.989,0.989,0.31
350,1771,AQ (Day5),2,8/25/2017,12:28,pm,starneshm,Cohort 70 videos\Test 350.szv,70.3,30,11.175,5.371,0.159,0.179,0.046,0.113,0.541,0.581,37.85,17.44,0.039,,38.3
351,1771,AQ (Day5),3,8/25/2017,12:31,pm,starneshm,Cohort 70 videos\Test 351.szv,61.2,30,6.776,3.669,0.111,0.122,0.041,0.215,0.418,0.418,25.38,12.54,0.031,,25.32
352,Y503,AQ (Day5),1,8/25/2017,12:34,pm,starneshm,Cohort 70 videos\Test 352.szv,9.3,13.3,2.037,2.787,0.219,0.209,0.335,0.411,0.363,0.514,3.26,6.66,0.298,0.376,4.02
353,Y503,AQ (Day5),2,8/25/2017,12:35,pm,starneshm,Cohort 70 videos\Test 353.szv,32.6,30,9.809,8.573,0.301,0.286,0.06,0.067,0.611,0.639,19.73,19.17,0.055,,20.53
354,Y503,AQ (Day5),3,8/25/2017,12:36,pm,starneshm,Cohort 70 videos\Test 354.szv,23.3,24.9,5.658,8.596,0.243,0.345,0.075,0.061,0.384,0.389,8.83,9.55,0.054,0.048,9.28
355,Y504,AQ (Day5),1,8/25/2017,12:38,pm,starneshm,Cohort 70 videos\Test 355.szv,25.8,30,6.83,8.613,0.265,0.287,0.134,0.141,0.616,0.735,15.67,22.04,0.128,,19.91
356,Y504,AQ (Day5),2,8/25/2017,12:40,pm,starneshm,Cohort 70 videos\Test 356.szv,17,20.5,4.392,4.945,0.258,0.241,0.06,0.144,0.471,0.472,7.86,9.53,0.033,0.122,8.75
357,Y504,AQ (Day5),3,8/25/2017,12:41,pm,starneshm,Cohort 70 videos\Test 357.szv,3.1,5.3,0.31,0.527,0.101,0.1,0.764,0.85,0.036,0.186,0.09,0.88,0.575,0.716,0.3
358,Y505,AQ (Day5),1,8/25/2017,12:42,pm,starneshm,Cohort 70 videos\Test 358.szv,84.6,30,12.944,5.103,0.153,0.17,0.109,0.102,0.688,0.654,58.16,19.63,,,
359,Y505,AQ (Day5),2,8/25/2017,12:44,pm,starneshm,Cohort 70 videos\Test 359.szv,39.6,30,8.461,5.982,0.214,0.199,0.107,0.244,0.537,0.51,21.03,15.3,0.101,,22.08
360,Y505,AQ (Day5),3,8/25/2017,12:46,pm,starneshm,Cohort 70 videos\Test 360.szv,13.5,15.3,4.133,4.133,0.306,0.269,0.099,0.104,0.697,0.658,9.19,9.85,0.081,0.088,9.59
361,1742,AQ (Day6),1,8/26/2017,8:38,am,starneshm,Cohort 70 videos\Test 361.szv,24.1,26.7,3.787,4.074,0.157,0.152,0.043,0.088,0.382,0.373,9.09,9.86,0.039,0.092,9.37
362,1742,AQ (Day6),2,8/26/2017,8:39,am,starneshm,Cohort 70 videos\Test 362.szv,50.3,30,8.039,5.669,0.16,0.189,0.089,0.247,0.539,0.526,27.08,15.77,,,
364,1743,AQ (Day6),1,8/26/2017,8:46,am,starneshm,Cohort 70 videos\Test 364.szv,6.3,9.4,0.402,0.706,0.064,0.075,0.615,0.797,0.041,0.126,0.26,1.19,,,
365,1743,AQ (Day6),2,8/26/2017,8:47,am,starneshm,Cohort 70 videos\Test 365.szv,75.5,30,10.544,5.553,0.14,0.185,0.036,0.243,0.557,0.755,42.02,22.65,,,
367,1746,AQ (Day6),1,8/26/2017,8:53,am,starneshm,Cohort 70 videos\Test 367.szv,48.1,30,8.229,5.276,0.171,0.176,0.057,0.207,0.532,0.439,25.43,13.18,0.055,,25.9
368,1746,AQ (Day6),2,8/26/2017,8:54,am,starneshm,Cohort 70 videos\Test 368.szv,46.4,30,8.293,5.61,0.179,0.187,0.114,0.103,0.656,0.675,30.19,20.25,0.101,,32.65
370,1748,AQ (Day6),1,8/26/2017,9:00,am,starneshm,Cohort 70 videos\Test 370.szv,2.3,3.5,0.238,0.422,0.104,0.121,0.51,0.59,0.018,0.072,0.03,0.21,0.403,0.669,0.06
371,1748,AQ (Day6),2,8/26/2017,9:01,am,starneshm,Cohort 70 videos\Test 371.szv,83.8,30,14.621,5.537,0.175,0.185,0.004,0.247,0.575,0.672,48.22,20.16,,,
373,1749,AQ (Day6),1,8/26/2017,9:06,am,starneshm,Cohort 70 videos\Test 373.szv,87.6,30,18.362,5.796,0.21,0.193,0.032,0.205,0.654,0.775,57.28,23.26,,,
374,1749,AQ (Day6),2,8/26/2017,9:09,am,starneshm,Cohort 70 videos\Test 374.szv,19.8,23.8,4.031,5.585,0.204,0.235,0.309,0.157,0.644,0.712,12.53,16.69,0.289,0.142,15.34
376,1751,AQ (Day6),1,8/26/2017,9:13,am,starneshm,Cohort 70 videos\Test 376.szv,28.2,30,6.172,6.263,0.219,0.209,0.058,0.07,0.52,0.51,14.47,15.15,0.047,0.06,14.8
377,1751,AQ (Day6),2,8/26/2017,9:15,am,starneshm,Cohort 70 videos\Test 377.szv,10.1,14.4,2.156,4.164,0.214,0.29,0.469,0.214,0.548,0.684,5.32,9.59,0.458,0.202,8.37
379,1752,AQ (Day6),1,8/26/2017,9:19,am,starneshm,Cohort 70 videos\Test 379.szv,87.9,30,14.7,4.804,0.167,0.16,0.102,0.05,0.652,0.574,57.28,17.21,,,
380,1752,AQ (Day6),2,8/26/2017,9:21,am,starneshm,Cohort 70 videos\Test 380.szv,84.2,30,21.581,5.417,0.256,0.181,0.075,0.037,0.739,0.931,62.2,27.93,,,
382,1753,AQ (Day6),1,8/26/2017,9:27,am,starneshm,Cohort 70 videos\Test 382.szv,24.8,27.2,4.55,4.878,0.184,0.179,0.051,0.097,0.386,0.38,9.42,10.19,0.038,0.084,9.69
383,1753,AQ (Day6),2,8/26/2017,9:28,am,starneshm,Cohort 70 videos\Test 383.szv,29.5,30,5.691,6.162,0.193,0.205,0.037,0.23,0.474,0.546,13.8,16.37,0.023,,15.07
385,1755,AQ (Day6),1,8/26/2017,9:33,am,starneshm,Cohort 70 videos\Test 385.szv,59.7,30,11.888,5.803,0.199,0.193,0.019,0.223,0.603,0.564,35.8,16.91,0.016,,36.14
386,1755,AQ (Day6),2,8/26/2017,9:35,am,starneshm,Cohort 70 videos\Test 386.szv,57,30,8.514,3.664,0.149,0.122,0.128,0.44,0.512,0.618,28.99,18.55,0.122,,32.02
388,Y500,AQ (Day6),1,8/26/2017,9:39,am,starneshm,Cohort 70 videos\Test 388.szv,6.1,7.8,1.565,1.787,0.257,0.23,0.359,0.275,0.457,0.452,2.61,3.34,0.323,0.237,2.96
389,Y500,AQ (Day6),2,8/26/2017,9:40,am,starneshm,Cohort 70 videos\Test 389.szv,5.6,10.1,1.365,2.77,0.244,0.275,0.126,0.427,0.288,0.479,1.5,4.66,0.108,0.406,2.44
391,Y501,AQ (Day6),1,8/26/2017,9:42,am,starneshm,Cohort 70 videos\Test 391.szv,19.6,21.4,5.459,5.794,0.279,0.27,0.115,0.093,0.706,0.685,13.61,14.45,0.1,0.075,14.08
392,Y501,AQ (Day6),2,8/26/2017,9:43,am,starneshm,Cohort 70 videos\Test 392.szv,43.1,30,11.417,8.009,0.265,0.267,0.093,0.123,0.719,0.806,30.71,24.17,0.092,,33.24
394,Y502,AQ (Day6),1,8/26/2017,9:47,am,starneshm,Cohort 70 videos\Test 394.szv,6.5,8.9,1.534,2.004,0.236,0.225,0.292,0.247,0.31,0.337,1.91,2.88,0.241,0.217,2.47
395,Y502,AQ (Day6),2,8/26/2017,9:48,am,starneshm,Cohort 70 videos\Test 395.szv,11.6,17.6,1.968,2.928,0.17,0.166,0.4,0.393,0.287,0.483,3.17,8.23,0.603,0.51,4.14
397,1756,AQ (Day6),1,8/26/2017,9:52,am,starneshm,Cohort 70 videos\Test 397.szv,28.7,30,4.438,4.878,0.155,0.163,0.125,0.081,0.576,0.587,16.55,17.6,,,
398,1756,AQ (Day6),2,8/26/2017,9:53,am,starneshm,Cohort 70 videos\Test 398.szv,8.6,15.2,1.442,2.647,0.168,0.174,0.547,0.481,0.425,0.68,3.65,10.35,,,
400,1757,AQ (Day6),1,8/26/2017,9:57,am,starneshm,Cohort 70 videos\Test 400.szv,50.5,30,11.294,7.41,0.224,0.247,0.04,0.054,0.475,0.485,23.96,14.55,,,
401,1757,AQ (Day6),2,8/26/2017,9:59,am,starneshm,Cohort 70 videos\Test 401.szv,31.5,30,5.243,5.381,0.166,0.179,0.112,0.172,0.374,0.453,11.73,13.54,0.192,0.335,6.21
403,1758,AQ (Day6),1,8/26/2017,10:03,am,starneshm,Cohort 70 videos\Test 403.szv,12.5,15.6,1.366,1.745,0.109,0.112,0.454,0.333,0.262,0.294,3.27,4.59,,,
404,1758,AQ (Day6),2,8/26/2017,10:04,am,starneshm,Cohort 70 videos\Test 404.szv,81.9,30,11.264,4.766,0.138,0.159,0.093,0.151,0.616,0.706,50.44,21.19,,,
406,1761,AQ (Day6),1,8/26/2017,10:09,am,starneshm,Cohort 70 videos\Test 406.szv,36.8,30,9.632,8.018,0.262,0.267,0.035,0.139,0.671,0.722,24.63,21.67,0.029,,24.87
407,1761,AQ (Day6),2,8/26/2017,10:10,am,starneshm,Cohort 70 videos\Test 407.szv,19.3,23.7,5.787,6.736,0.3,0.284,0.084,0.154,0.44,0.495,8.36,11.58,0.082,0.149,9.79
409,1765,AQ (Day6),1,8/26/2017,10:14,am,starneshm,Cohort 70 videos\Test 409.szv,87.5,30,13.865,5.164,0.158,0.172,0.059,0.193,0.688,0.813,60.2,24.39,,,
410,1765,AQ (Day6),2,8/26/2017,10:16,am,starneshm,Cohort 70 videos\Test 410.szv,5.5,13.5,0.541,1.996,0.099,0.148,0.528,0.58,0.235,0.435,1.28,5.86,,,
412,1766,AQ (Day6),1,8/26/2017,10:21,am,starneshm,Cohort 70 videos\Test 412.szv,37.2,30,9.516,8.13,0.256,0.271,0.056,0.142,0.701,0.796,25.84,23.89,0.056,,26.32
413,1766,AQ (Day6),2,8/26/2017,10:22,am,starneshm,Cohort 70 videos\Test 413.szv,85.4,30,14.081,5.011,0.165,0.167,0.084,0.243,0.804,0.892,68.69,26.76,,,
415,1767,AQ (Day6),1,8/26/2017,10:27,am,starneshm,Cohort 70 videos\Test 415.szv,87.7,30,14.338,6.143,0.164,0.205,0.043,0.157,0.645,0.594,56.54,17.82,,,
416,1767,AQ (Day6),2,8/26/2017,10:30,am,starneshm,Cohort 70 videos\Test 416.szv,84.4,30,13.67,4.772,0.162,0.159,0.043,0.202,0.627,0.486,52.92,14.58,,,
418,1770,AQ (Day6),1,8/26/2017,10:35,am,starneshm,Cohort 70 videos\Test 418.szv,45.1,30,8.25,5.87,0.183,0.196,0.064,0.249,0.626,0.636,27.84,19.09,0.063,,28.46
419,1770,AQ (Day6),2,8/26/2017,10:37,am,starneshm,Cohort 70 videos\Test 419.szv,40.9,30,6.292,5.815,0.154,0.194,0.126,0.257,0.4,0.609,16.36,18.26,,,
421,1771,AQ (Day6),1,8/26/2017,10:41,am,starneshm,Cohort 70 videos\Test 421.szv,49.4,30,9.075,7.431,0.184,0.248,0.012,0.177,0.699,0.748,34.55,22.43,,,
422,1771,AQ (Day6),2,8/26/2017,10:43,am,starneshm,Cohort 70 videos\Test 422.szv,4.4,4.4,1.069,1.069,0.243,0.243,0.994,0.994,0.534,0.534,2.16,2.16,0.95,0.95,0.24
424,Y503,AQ (Day6),1,8/26/2017,10:46,am,starneshm,Cohort 70 videos\Test 424.szv,49,30,11.645,7.201,0.238,0.24,0.028,0.072,0.506,0.569,24.64,17.07,0.02,,24.81
425,Y503,AQ (Day6),2,8/26/2017,10:47,am,starneshm,Cohort 70 videos\Test 425.szv,11.6,15.5,2.909,3.707,0.251,0.239,0.204,0.306,0.574,0.644,6.6,9.9,0.165,0.272,7.7
427,Y504,AQ (Day6),1,8/26/2017,10:51,am,starneshm,Cohort 70 videos\Test 427.szv,4.9,7,0.151,0.515,0.031,0.074,0.885,0.879,0.019,0.097,0.09,0.68,,,
428,Y504,AQ (Day6),2,8/26/2017,10:52,am,starneshm,Cohort 70 videos\Test 428.szv,9.1,15.2,1.699,2.8,0.187,0.184,0.358,0.416,0.139,0.417,1.21,6.17,0.272,0.378,3.32
430,Y505,AQ (Day6),1,8/26/2017,10:55,am,starneshm,Cohort 70 videos\Test 430.szv,2.8,4.7,0.139,0.505,0.05,0.107,0.836,0.883,0.023,0.124,0.06,0.54,0.435,0.72,-0.06
431,Y505,AQ (Day6),2,8/26/2017,10:56,am,starneshm,Cohort 70 videos\Test 431.szv,28.6,30,6.921,7.757,0.242,0.259,0.049,0.201,0.677,0.681,19.08,20.44,0.048,,19.61
433,1742,AQ (Day7),1,8/27/2017,9:34,am,starneshm,Cohort 70 videos\Test 433.szv,82,30,10.507,4.268,0.128,0.142,0.088,0.187,0.614,0.71,50.38,21.3,,,
434,1742,AQ (Day7),2,8/27/2017,9:37,am,starneshm,Cohort 70 videos\Test 434.szv,20.6,25.1,2.872,3.574,0.14,0.143,0.189,0.193,0.689,0.639,14.17,16.03,,,
435,1742,AQ (Day7),3,8/27/2017,9:38,am,starneshm,Cohort 70 videos\Test 435.szv,57.1,30,7.382,3.942,0.129,0.131,0.043,0.083,0.62,0.652,35.13,19.55,0.03,,35.94
436,1743,AQ (Day7),1,8/27/2017,9:41,am,starneshm,Cohort 70 videos\Test 436.szv,1.7,8.4,0.266,1.437,0.157,0.171,0.882,0.79,0.104,0.66,0.14,5.31,0.756,0.776,1.75
437,1743,AQ (Day7),2,8/27/2017,9:42,am,starneshm,Cohort 70 videos\Test 437.szv,86.3,30,14.803,5.552,0.172,0.185,0.069,0.208,0.662,0.602,57.17,18.07,,,
438,1743,AQ (Day7),3,8/27/2017,9:44,am,starneshm,Cohort 70 videos\Test 438.szv,27,30,3.999,4.636,0.148,0.155,0.141,0.312,0.57,0.659,15.2,19.77,0.133,,16.16
439,1746,AQ (Day7),1,8/27/2017,9:48,am,starneshm,Cohort 70 videos\Test 439.szv,73.8,30,13.303,5.548,0.18,0.185,0.025,0.12,0.591,0.613,43.62,18.38,,,
440,1746,AQ (Day7),2,8/27/2017,9:50,am,starneshm,Cohort 70 videos\Test 440.szv,2.5,6.8,0.082,0.589,0.033,0.086,1.586,0.974,0.092,0.33,0.23,2.26,,,
441,1746,AQ (Day7),3,8/27/2017,9:51,am,starneshm,Cohort 70 videos\Test 441.szv,83,30,12.155,4.764,0.146,0.159,0.061,0.219,0.608,0.655,50.42,19.65,,,
442,1748,AQ (Day7),1,8/27/2017,9:54,am,starneshm,Cohort 70 videos\Test 442.szv,83.4,30,10.536,2.152,0.126,0.072,0.091,0.236,0.592,0.54,49.35,16.2,,,
443,1748,AQ (Day7),2,8/27/2017,9:57,am,starneshm,Cohort 70 videos\Test 443.szv,83.2,30,14.345,4.958,0.172,0.165,0.032,0.142,0.571,0.47,47.31,14.1,0.025,,48.2
444,1748,AQ (Day7),3,8/27/2017,9:59,am,starneshm,Cohort 70 videos\Test 444.szv,22.3,28.7,4.34,4.914,0.195,0.171,0.182,0.233,0.384,0.516,8.43,14.64,0.152,0.211,11.5
445,1749,AQ (Day7),1,8/27/2017,10:01,am,starneshm,Cohort 70 videos\Test 445.szv,32.7,30,7.211,6.362,0.221,0.212,0.101,0.115,0.595,0.686,19.22,20.58,0.093,,21.48
446,1749,AQ (Day7),2,8/27/2017,10:03,am,starneshm,Cohort 70 videos\Test 446.szv,84.4,30,18.505,6.377,0.219,0.213,0.024,0.174,0.662,0.659,55.66,19.78,0.019,,56.19
447,1749,AQ (Day7),3,8/27/2017,10:05,am,starneshm,Cohort 70 videos\Test 447.szv,84.7,30,16.424,5.775,0.194,0.193,0.086,0.266,0.692,0.712,58.61,21.36,,,
448,1751,AQ (Day7),1,8/27/2017,10:08,am,starneshm,Cohort 70 videos\Test 448.szv,10.2,16.2,2.236,3.229,0.219,0.199,0.268,0.375,0.454,0.646,4.47,10.24,0.235,0.352,7.02
449,1751,AQ (Day7),2,8/27/2017,10:09,am,starneshm,Cohort 70 videos\Test 449.szv,4.8,8.1,1.066,1.45,0.223,0.18,0.57,0.441,0.445,0.499,1.96,3.85,0.573,0.439,2.75
450,1751,AQ (Day7),3,8/27/2017,10:10,am,starneshm,Cohort 70 videos\Test 450.szv,57.6,30,10.867,6.006,0.189,0.2,0.038,0.14,0.433,0.502,24.77,15.05,0.032,,25.99
451,1752,AQ (Day7),1,8/27/2017,10:13,am,starneshm,Cohort 70 videos\Test 451.szv,84.3,30,12.982,4.366,0.154,0.146,0.088,0.306,0.781,0.78,65.87,23.41,,,
452,1752,AQ (Day7),2,8/27/2017,10:15,am,starneshm,Cohort 70 videos\Test 452.szv,86.9,30,20.286,6.379,0.233,0.213,0.007,0.174,0.81,0.827,70.35,24.8,,,
453,1752,AQ (Day7),3,8/27/2017,10:18,am,starneshm,Cohort 70 videos\Test 453.szv,84.4,30,17.734,5.893,0.21,0.196,0.068,0.26,0.836,0.862,70.56,25.87,,,
454,1753,AQ (Day7),1,8/27/2017,10:21,am,starneshm,Cohort 70 videos\Test 454.szv,6.8,12.5,1.377,2.591,0.203,0.208,0.757,0.475,0.531,0.777,3.4,9.41,0.712,0.439,6.32
455,1753,AQ (Day7),2,8/27/2017,10:22,am,starneshm,Cohort 70 videos\Test 455.szv,86.8,30,17.905,6.881,0.206,0.229,0.061,0.14,0.667,0.707,57.92,21.21,,,
456,1753,AQ (Day7),3,8/27/2017,10:24,am,starneshm,Cohort 70 videos\Test 456.szv,34.7,30,6.537,5.887,0.188,0.196,0.106,0.145,0.586,0.755,20.14,22.66,0.094,,22.28
457,1755,AQ (Day7),1,8/27/2017,10:27,am,starneshm,Cohort 70 videos\Test 457.szv,83.1,30,16.641,5.555,0.2,0.185,0.08,0.271,0.581,0.611,48.29,18.34,,,
458,1755,AQ (Day7),2,8/27/2017,10:29,am,starneshm,Cohort 70 videos\Test 458.szv,30.5,30,4.528,5.056,0.148,0.169,0.097,0.274,0.439,0.449,13.22,13.46,0.082,,13.9
459,1755,AQ (Day7),3,8/27/2017,10:30,am,starneshm,Cohort 70 videos\Test 459.szv,21.7,28.2,3.877,4.531,0.179,0.161,0.317,0.246,0.638,0.741,13.64,20.63,0.305,0.24,16.95
460,Y500,AQ (Day7),1,8/27/2017,10:33,am,starneshm,Cohort 70 videos\Test 460.szv,5.8,10.4,1.314,2.304,0.227,0.222,0.439,0.512,0.268,0.547,1.46,5.48,0.464,0.501,2.57
461,Y500,AQ (Day7),2,8/27/2017,10:33,am,starneshm,Cohort 70 videos\Test 461.szv,15.8,18.2,4.385,4.836,0.278,0.266,0.059,0.122,0.625,0.607,9.65,10.83,0.051,0.124,10.15
462,Y500,AQ (Day7),3,8/27/2017,10:34,am,starneshm,Cohort 70 videos\Test 462.szv,6.1,10.5,1.832,2.652,0.3,0.252,0.569,0.452,0.356,0.644,2.05,6.53,0.519,0.421,4.12
