Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
17,1751,AQ (Day1),2,8/21/2017,11:45,am,starneshm,Cohort 70 videos\Test 17.szv,85,30,20.012,7.912,0.235,0.264,0.075,0.187,0.771,0.794,65.49,23.82,,,
18,1751,AQ (Day1),3,8/21/2017,11:47,am,starneshm,Cohort 70 videos\Test 18.szv,88.1,30,19.272,6.601,0.219,0.22,0.057,0.185,0.787,0.72,69.35,21.61,,,
19,1752,AQ (Day1),1,8/21/2017,11:53,am,starneshm,Cohort 70 videos\Test 19.szv,85.2,30,19.537,6.424,0.229,0.214,0.04,0.184,0.754,0.779,64.23,23.37,,,
20,1752,AQ (Day1),2,8/21/2017,11:59,am,starneshm,Cohort 70 videos\Test 20.szv,64.4,30,16.068,7.185,0.25,0.24,0.067,0.218,0.742,0.857,47.53,25.7,0.061,,
21,1752,AQ (Day1),3,8/21/2017,12:02,pm,starneshm,Cohort 70 videos\Test 21.szv,87.3,30,22.321,6.32,0.256,0.211,0.064,0.179,0.726,0.779,63.41,23.36,,,
22,1753,AQ (Day1),1,8/21/2017,12:09,pm,starneshm,Cohort 70 videos\Test 22.szv,84.8,30,19.774,7.906,0.233,0.264,0.042,0.207,0.855,0.907,72.48,27.21,,,
23,1753,AQ (Day1),2,8/21/2017,12:12,pm,starneshm,Cohort 70 videos\Test 23.szv,84.4,30,14.698,5.534,0.174,0.184,0.028,0.049,0.743,0.796,62.71,23.87,,,
24,1753,AQ (Day1),3,8/21/2017,12:15,pm,starneshm,Cohort 70 videos\Test 24.szv,87.1,30,18.139,7.37,0.208,0.246,0.032,0.17,0.73,0.804,63.56,24.13,,,
25,1755,AQ (Day1),1,8/21/2017,12:21,pm,starneshm,Cohort 70 videos\Test 25.szv,86.9,30,15.915,6.989,0.183,0.233,0.094,0.225,0.672,0.602,58.42,18.07,,,
26,1755,AQ (Day1),2,8/21/2017,12:25,pm,starneshm,Cohort 70 videos\Test 26.szv,83.7,30,12.186,5.837,0.146,0.195,0.037,0.18,0.57,0.754,47.7,22.62,,,
27,1755,AQ (Day1),3,8/21/2017,12:28,pm,starneshm,Cohort 70 videos\Test 27.szv,86.8,30,13.636,5.577,0.157,0.186,0.085,0.014,0.619,0.727,53.75,21.8,,,
28,Y500,AQ (Day1),1,8/21/2017,12:33,pm,starneshm,Cohort 70 videos\Test 28.szv,85.9,30,26.981,10.687,0.314,0.356,0.023,0.066,0.822,0.877,70.6,26.3,,,
29,Y500,AQ (Day1),2,8/21/2017,12:37,pm,starneshm,Cohort 70 videos\Test 29.szv,85.5,30,19.846,10.367,0.232,0.346,0.039,0.125,0.699,0.578,59.74,17.34,,,
30,Y500,AQ (Day1),3,8/21/2017,12:39,pm,starneshm,Cohort 70 videos\Test 30.szv,87.8,30,16.495,6.517,0.188,0.217,0.075,0.144,0.667,0.575,58.52,17.26,,,
31,Y501,AQ (Day1),1,8/21/2017,12:44,pm,starneshm,Cohort 70 videos\Test 31.szv,85.7,30,19.037,9.009,0.222,0.3,0.036,0.132,0.762,0.784,65.31,23.52,,,
32,Y501,AQ (Day1),2,8/21/2017,12:48,pm,starneshm,Cohort 70 videos\Test 32.szv,85.3,30,20.554,7.975,0.241,0.266,0.073,0.205,0.807,0.82,68.8,24.59,,,
33,Y501,AQ (Day1),3,8/21/2017,12:50,pm,starneshm,Cohort 70 videos\Test 33.szv,87.3,30,20.613,7.181,0.236,0.239,0.05,0.034,0.812,0.845,70.87,25.34,,,
34,Y502,AQ (Day1),1,8/21/2017,12:55,pm,starneshm,Cohort 70 videos\Test 34.szv,85.2,30,22.492,8.548,0.264,0.285,0.054,0.168,0.741,0.772,63.14,23.16,,,
35,Y502,AQ (Day1),2,8/21/2017,12:57,pm,starneshm,Cohort 70 videos\Test 35.szv,84.9,30,21.548,8.951,0.254,0.298,0.035,0.084,0.745,0.739,63.26,22.18,,,
36,Y502,AQ (Day1),3,8/21/2017,13:00,pm,starneshm,Cohort 70 videos\Test 36.szv,2.1,4,0.438,0.438,0.208,0.109,0.975,0.989,0.155,0.298,0.27,1.09,0.973,0.973,0.31
37,1756,AQ (Day1),1,8/21/2017,13:04,pm,starneshm,Cohort 70 videos\Test 37.szv,82.9,30,14.554,5.96,0.176,0.199,0.085,0.147,0.734,0.657,60.88,19.7,,,
38,1756,AQ (Day1),2,8/21/2017,13:07,pm,starneshm,Cohort 70 videos\Test 38.szv,82.5,30,11.499,5.981,0.139,0.199,0.132,0.129,0.855,0.8,70.52,24,,,
39,1756,AQ (Day1),3,8/21/2017,13:10,pm,starneshm,Cohort 70 videos\Test 39.szv,85.9,30,12.825,9.382,0.149,0.313,0.028,0.118,0.595,0.652,51.08,19.47,,0.337,0.63
40,1757,AQ (Day1),1,8/21/2017,13:15,pm,starneshm,Cohort 70 videos\Test 40.szv,84.6,30,16.684,7.948,0.197,0.265,0.058,0.206,0.823,0.824,69.65,24.72,,,
41,1757,AQ (Day1),2,8/21/2017,13:18,pm,starneshm,Cohort 70 videos\Test 41.szv,8.6,14.1,1.438,1.79,0.167,0.127,0.695,0.603,0.707,0.823,5.84,11.32,0.682,0.606,6.78
42,1757,AQ (Day1),3,8/21/2017,13:20,pm,starneshm,Cohort 70 videos\Test 42.szv,78.5,30,12.569,5.324,0.16,0.177,0.023,0.307,0.708,0.642,55.28,19.21,0.075,0.143,12.57
43,1758,AQ (Day1),1,8/21/2017,13:37,pm,starneshm,Cohort 70 videos\Test 43.szv,83.5,30,13.548,3.862,0.162,0.129,0.113,0.389,0.703,0.827,58.71,24.82,,,
44,1758,AQ (Day1),2,8/21/2017,13:39,pm,starneshm,Cohort 70 videos\Test 44.szv,83.5,30,16.66,5.116,0.2,0.171,0.045,0.275,0.678,0.834,56.62,25.01,,,
45,1758,AQ (Day1),3,8/21/2017,13:42,pm,starneshm,Cohort 70 videos\Test 45.szv,86.5,30,15.257,5.306,0.176,0.177,0.067,0.018,0.706,0.646,61.07,19.37,,,
46,1761,AQ (Day1),1,8/21/2017,13:47,pm,starneshm,Cohort 70 videos\Test 46.szv,83.1,30,18.726,8.091,0.225,0.27,0.009,0.185,0.846,0.856,70.28,25.69,,,
47,1761,AQ (Day1),2,8/21/2017,13:50,pm,starneshm,Cohort 70 videos\Test 47.szv,83,30,12.518,6.458,0.151,0.215,0.074,0.128,0.636,0.819,52.78,24.58,,,
48,1761,AQ (Day1),3,8/21/2017,13:53,pm,starneshm,Cohort 70 videos\Test 48.szv,83,30,10.458,4.561,0.126,0.152,0.018,0.077,0.849,0.926,70.46,27.78,,,
49,1765,AQ (Day1),1,8/21/2017,13:58,pm,starneshm,Cohort 70 videos\Test 49.szv,85.2,30,17.277,8.165,0.203,0.272,0.049,0.057,0.747,0.694,63.66,20.81,,,
50,1765,AQ (Day1),2,8/21/2017,14:01,pm,starneshm,Cohort 70 videos\Test 50.szv,84.5,30,13.751,6.421,0.163,0.214,0.11,0.141,0.802,0.828,67.75,24.85,,,
51,1765,AQ (Day1),3,8/21/2017,14:04,pm,starneshm,Cohort 70 videos\Test 51.szv,4.4,7.2,0.544,2.184,0.124,0.302,1.073,0.285,0.262,0.411,1.07,2.83,0.921,0.262,2.34
52,1766,AQ (Day1),1,8/21/2017,14:08,pm,starneshm,Cohort 70 videos\Test 52.szv,83.8,30,10.172,5.565,0.121,0.185,0.157,0.289,0.73,0.723,61.16,21.7,,,
53,1766,AQ (Day1),2,8/21/2017,14:11,pm,starneshm,Cohort 70 videos\Test 53.szv,83.3,30,14.097,4.314,0.169,0.144,0.064,0.151,0.658,0.538,54.79,16.14,,,
54,1766,AQ (Day1),3,8/21/2017,14:13,pm,starneshm,Cohort 70 videos\Test 54.szv,85.7,30,13.19,5.396,0.154,0.18,0.029,0.095,0.755,0.744,64.73,22.32,,,
55,1767,AQ (Day1),1,8/21/2017,14:18,pm,starneshm,Cohort 70 videos\Test 55.szv,84.9,30,19.791,7.845,0.233,0.262,0.074,0.193,0.852,0.911,72.35,27.33,,,
56,1767,AQ (Day1),2,8/21/2017,14:22,pm,starneshm,Cohort 70 videos\Test 56.szv,84.6,30,14.16,7.989,0.167,0.266,0.09,0.194,0.804,0.879,68.03,26.38,,,
57,1767,AQ (Day1),3,8/21/2017,14:25,pm,starneshm,Cohort 70 videos\Test 57.szv,84.7,30,19.02,6.972,0.225,0.232,0.017,0.211,0.783,0.774,66.33,23.21,,,
58,1770,AQ (Day1),1,8/21/2017,14:30,pm,starneshm,Cohort 70 videos\Test 58.szv,84.3,30,17.119,7.645,0.203,0.255,0.019,0.212,0.778,0.721,65.6,21.64,,,
59,1770,AQ (Day1),2,8/21/2017,14:32,pm,starneshm,Cohort 70 videos\Test 59.szv,84,30,13.663,5.168,0.163,0.172,0.1,0.146,0.843,0.863,70.83,25.88,,,
60,1770,AQ (Day1),3,8/21/2017,14:35,pm,starneshm,Cohort 70 videos\Test 60.szv,86.9,30,15.802,5.609,0.182,0.187,0.064,0.117,0.731,0.734,63.49,22.03,,,
61,1771,AQ (Day1),1,8/21/2017,14:53,pm,starneshm,Cohort 70 videos\Test 61.szv,84.3,30,20.622,9.305,0.245,0.31,0.011,0.052,0.789,0.779,66.48,23.37,,,
62,1771,AQ (Day1),2,8/21/2017,14:59,pm,starneshm,Cohort 70 videos\Test 62.szv,83.8,30,13.995,5.653,0.167,0.188,0.076,0.142,0.754,0.797,63.16,23.9,,,
63,1771,AQ (Day1),3,8/21/2017,15:04,pm,starneshm,Cohort 70 videos\Test 63.szv,87.1,30,11.878,4.108,0.136,0.137,0.058,0.379,0.768,0.779,66.87,23.36,,,
64,Y503,AQ (Day1),1,8/21/2017,15:10,pm,starneshm,Cohort 70 videos\Test 64.szv,86.6,30,27.921,8.795,0.322,0.293,0.028,0.045,0.845,0.931,73.19,27.92,,,
65,Y503,AQ (Day1),2,8/21/2017,15:12,pm,starneshm,Cohort 70 videos\Test 65.szv,86.5,30,26.837,10.298,0.31,0.343,0.058,0.011,0.78,0.824,67.44,24.71,,,
66,Y503,AQ (Day1),3,8/21/2017,15:14,pm,starneshm,Cohort 70 videos\Test 66.szv,86.1,30,23.992,10.416,0.279,0.347,0.04,0.096,0.749,0.685,64.49,20.55,,,
67,Y504,AQ (Day1),1,8/21/2017,15:19,pm,starneshm,Cohort 70 videos\Test 67.szv,86,30,26.984,11.15,0.314,0.372,0.048,0.088,0.788,0.838,67.79,25.14,,,
68,Y504,AQ (Day1),2,8/21/2017,15:22,pm,starneshm,Cohort 70 videos\Test 68.szv,86.9,30,24.187,9.748,0.278,0.325,0.06,0.133,0.799,0.73,69.46,21.91,,,
69,Y504,AQ (Day1),3,8/21/2017,15:26,pm,starneshm,Cohort 70 videos\Test 69.szv,76.2,30,20.837,10.042,0.274,0.335,0.034,0.096,0.689,0.586,52.23,17.59,0.032,,52.76
70,Y505,AQ (Day1),1,8/21/2017,15:29,pm,starneshm,Cohort 70 videos\Test 70.szv,86.2,30,28.179,10.678,0.327,0.356,0.026,0.039,0.804,0.811,69.33,24.34,,,
71,Y505,AQ (Day1),2,8/21/2017,15:32,pm,starneshm,Cohort 70 videos\Test 71.szv,46.2,30,13.572,9.959,0.294,0.332,0.042,0.142,0.668,0.759,30.6,22.77,0.033,,32.36
72,Y505,AQ (Day1),3,8/21/2017,15:33,pm,starneshm,Cohort 70 videos\Test 72.szv,44.6,30,12.938,9.688,0.29,0.323,0.064,0.073,0.545,0.701,24.11,21.03,0.059,,24.75
73,1742,AQ (Day2),1,8/22/2017,10:01,am,starneshm,Cohort 70 videos\Test 73.szv,45.4,30,8.454,5.636,0.186,0.188,0.058,0.136,0.616,0.647,27.56,19.41,0.042,,28.2
74,1742,AQ (Day2),2,8/22/2017,10:03,am,starneshm,Cohort 70 videos\Test 74.szv,14.9,22.8,2.011,3.214,0.135,0.141,0.149,0.357,0.479,0.57,7.14,13.01,,,
76,1743,AQ (Day2),1,8/22/2017,10:09,am,starneshm,Cohort 70 videos\Test 76.szv,87.4,30,14.626,5.961,0.167,0.199,0.019,0.198,0.553,0.527,48.35,15.8,,,
77,1743,AQ (Day2),2,8/22/2017,10:12,am,starneshm,Cohort 70 videos\Test 77.szv,45.3,30,6.604,5.699,0.146,0.19,0.166,0.178,0.616,0.817,27.69,24.51,0.15,,31.15
79,1746,AQ (Day2),1,8/22/2017,10:20,am,starneshm,Cohort 70 videos\Test 79.szv,87.3,30,17.407,5.88,0.199,0.196,0.045,0.269,0.729,0.655,63.59,19.66,,,
80,1746,AQ (Day2),2,8/22/2017,10:22,am,starneshm,Cohort 70 videos\Test 80.szv,66.7,30,10.792,4.769,0.162,0.159,0.081,0.05,0.697,0.791,46.48,23.73,,,
82,1748,AQ (Day2),1,8/22/2017,10:29,am,starneshm,Cohort 70 videos\Test 82.szv,85.7,30,13.5,4.832,0.158,0.161,0.025,0.2,0.611,0.614,52.15,18.41,0.016,,52.5
83,1748,AQ (Day2),2,8/22/2017,10:32,am,starneshm,Cohort 70 videos\Test 83.szv,9.5,16.3,1.335,2.055,0.141,0.126,0.674,0.533,0.441,0.685,4.04,10.93,0.639,0.531,6.26
85,1749,AQ (Day2),1,8/22/2017,10:38,am,starneshm,Cohort 70 videos\Test 85.szv,52,30,10.459,7.224,0.201,0.241,0.073,0.216,0.638,0.802,32.92,24.07,0.067,,33.89
86,1749,AQ (Day2),2,8/22/2017,10:40,am,starneshm,Cohort 70 videos\Test 86.szv,70.6,30,11.312,5.118,0.16,0.171,0.103,0.29,0.649,0.763,45.56,22.89,0.093,,48.63
88,1751,AQ (Day2),1,8/22/2017,10:49,am,starneshm,Cohort 70 videos\Test 88.szv,88.1,30,20.888,7.063,0.237,0.235,0.069,0.218,0.795,0.712,69.99,21.36,,,
89,1751,AQ (Day2),2,8/22/2017,10:51,am,starneshm,Cohort 70 videos\Test 89.szv,61.2,30,12.662,8.835,0.207,0.294,0.037,0.174,0.681,0.722,41.39,21.66,0.026,,42.57
91,1752,AQ (Day2),1,8/22/2017,10:58,am,starneshm,Cohort 70 videos\Test 91.szv,20.4,22.2,3.891,3.96,0.191,0.178,0.101,0.123,0.416,0.413,8.33,9.01,0.084,0.102,8.53
92,1752,AQ (Day2),2,8/22/2017,11:00,am,starneshm,Cohort 70 videos\Test 92.szv,84.9,30,19.545,7.367,0.23,0.246,0.079,0.214,0.816,0.794,69.29,23.83,,,
94,1753,AQ (Day2),1,8/22/2017,11:07,am,starneshm,Cohort 70 videos\Test 94.szv,87.9,30,18.13,6.242,0.206,0.208,0.007,0.039,0.769,0.801,67.54,24.02,,,
95,1753,AQ (Day2),2,8/22/2017,11:10,am,starneshm,Cohort 70 videos\Test 95.szv,84.6,30,16.349,6.256,0.193,0.209,0.016,0.237,0.735,0.639,62.17,19.16,,,
97,1755,AQ (Day2),1,8/22/2017,11:17,am,starneshm,Cohort 70 videos\Test 97.szv,87.5,30,18.503,7.3,0.211,0.243,0.071,0.213,0.773,0.724,67.6,21.72,,,
98,1755,AQ (Day2),2,8/22/2017,11:20,am,starneshm,Cohort 70 videos\Test 98.szv,83.8,30,16.508,6.123,0.197,0.204,0.06,0.159,0.712,0.881,59.67,26.44,,,
100,Y500,AQ (Day2),1,8/22/2017,11:27,am,starneshm,Cohort 70 videos\Test 100.szv,55.5,30,12.256,6.524,0.221,0.217,0.047,0.165,0.716,0.797,39.63,23.92,0.047,,39.99
101,Y500,AQ (Day2),2,8/22/2017,11:29,am,starneshm,Cohort 70 videos\Test 101.szv,28.7,29.5,8.994,9.131,0.313,0.309,0.028,0.029,0.578,0.567,16.39,16.53,0.019,0.021,16.46
103,Y501,AQ (Day2),1,8/22/2017,11:34,am,starneshm,Cohort 70 videos\Test 103.szv,88.2,30,24.502,8.536,0.278,0.285,0.063,0.139,0.737,0.762,64.97,22.86,,,
104,Y501,AQ (Day2),2,8/22/2017,11:36,am,starneshm,Cohort 70 videos\Test 104.szv,85.7,30,20.37,7.626,0.238,0.254,0.033,0.148,0.674,0.644,57.75,19.33,,,
106,Y502,AQ (Day2),1,8/22/2017,11:42,am,starneshm,Cohort 70 videos\Test 106.szv,44,30,11.127,8.605,0.253,0.287,0.044,0.011,0.586,0.716,25.76,21.49,,,
107,Y502,AQ (Day2),2,8/22/2017,11:44,am,starneshm,Cohort 70 videos\Test 107.szv,4.9,4.9,1.194,1.194,0.246,0.246,0.96,0.96,0.697,0.697,3.14,3.14,0.964,0.964,0.69
109,1756,AQ (Day2),1,8/22/2017,11:48,am,starneshm,Cohort 70 videos\Test 109.szv,29.6,30,4.171,3.668,0.141,0.122,0.105,0.305,0.727,0.73,21.24,21.89,0.098,,21.7
110,1756,AQ (Day2),2,8/22/2017,11:49,am,starneshm,Cohort 70 videos\Test 110.szv,12.9,19.9,1.623,2.06,0.126,0.103,0.709,0.574,0.336,0.584,4.33,11.64,,,
112,1757,AQ (Day2),1,8/22/2017,11:55,am,starneshm,Cohort 70 videos\Test 112.szv,60.3,30,15.277,8.893,0.253,0.296,0.028,0.089,0.665,0.756,40.09,22.67,,,
113,1757,AQ (Day2),2,8/22/2017,11:57,am,starneshm,Cohort 70 videos\Test 113.szv,52.4,30,12.806,7.556,0.244,0.252,0.03,0.098,0.733,0.747,38.19,22.42,0.028,,39.73
115,1758,AQ (Day2),1,8/22/2017,12:12,pm,starneshm,Cohort 70 videos\Test 115.szv,81.1,30,13.498,2.793,0.167,0.093,0.038,0.513,0.664,0.45,53.56,13.49,0.029,,54.03
116,1758,AQ (Day2),2,8/22/2017,12:14,pm,starneshm,Cohort 70 videos\Test 116.szv,76,30,11.128,5.699,0.146,0.19,0.045,0.25,0.629,0.782,47.76,23.46,,,
118,1761,AQ (Day2),1,8/22/2017,12:21,pm,starneshm,Cohort 70 videos\Test 118.szv,87.6,30,11.478,5.159,0.131,0.172,0.029,0.051,0.505,0.736,44.22,22.08,,,
119,1761,AQ (Day2),2,8/22/2017,12:23,pm,starneshm,Cohort 70 videos\Test 119.szv,7.9,14.7,1.3,2.151,0.165,0.146,0.728,0.523,0.639,0.781,4.84,11.23,0.646,0.493,7.44
121,1765,AQ (Day2),1,8/22/2017,12:28,pm,starneshm,Cohort 70 videos\Test 121.szv,88.3,30,18.412,6.263,0.209,0.209,0.006,0.178,0.698,0.598,61.64,17.95,,,
122,1765,AQ (Day2),2,8/22/2017,12:30,pm,starneshm,Cohort 70 videos\Test 122.szv,84.7,30,13.111,5.161,0.155,0.172,0.067,0.085,0.725,0.715,61.41,21.44,,,
124,1766,AQ (Day2),1,8/22/2017,12:38,pm,starneshm,Cohort 70 videos\Test 124.szv,61.1,30,12.522,5.846,0.205,0.195,0.03,0.183,0.708,0.673,43.04,20.2,0.02,,43.55
125,1766,AQ (Day2),2,8/22/2017,12:40,pm,starneshm,Cohort 70 videos\Test 125.szv,83.4,30,15.843,5.497,0.19,0.183,0.081,0.092,0.716,0.854,59.71,25.62,,,
127,1767,AQ (Day2),1,8/22/2017,12:47,pm,starneshm,Cohort 70 videos\Test 127.szv,88,30,19.051,6.347,0.217,0.212,0.039,0.182,0.662,0.81,58.26,24.29,,,
128,1767,AQ (Day2),2,8/22/2017,12:50,pm,starneshm,Cohort 70 videos\Test 128.szv,21,26.5,3.182,4.2,0.152,0.159,0.229,0.302,0.563,0.625,11.81,16.56,,,
130,1770,AQ (Day2),1,8/22/2017,12:56,pm,starneshm,Cohort 70 videos\Test 130.szv,87.9,30,17.877,6.738,0.203,0.225,0.038,0.213,0.762,0.732,66.97,21.96,,,
131,1770,AQ (Day2),2,8/22/2017,12:59,pm,starneshm,Cohort 70 videos\Test 131.szv,44.9,30,8.223,6.124,0.183,0.204,0.035,0.217,0.518,0.691,23.27,20.74,,,
133,1771,AQ (Day2),1,8/22/2017,13:05,pm,starneshm,Cohort 70 videos\Test 133.szv,87.8,30,19.321,6.965,0.22,0.232,0.058,0.094,0.767,0.941,67.18,28.23,0.092,,28.55
134,1771,AQ (Day2),2,8/22/2017,13:07,pm,starneshm,Cohort 70 videos\Test 134.szv,84.1,30,10.978,5.54,0.131,0.185,0.007,0.145,0.618,0.493,51.99,14.79,,,
136,Y503,AQ (Day2),1,8/22/2017,13:15,pm,starneshm,Cohort 70 videos\Test 136.szv,88.6,30,25.357,8.274,0.286,0.276,0.038,0.15,0.774,0.68,68.59,20.4,,,
137,Y503,AQ (Day2),2,8/22/2017,13:17,pm,starneshm,Cohort 70 videos\Test 137.szv,52.2,30,15.424,9.016,0.295,0.301,0.055,0.095,0.738,0.771,38.25,23.12,0.046,,39.86
139,Y504,AQ (Day2),1,8/22/2017,13:23,pm,starneshm,Cohort 70 videos\Test 139.szv,88.6,30,27.28,10.441,0.308,0.348,0.003,0.071,0.771,0.714,68.28,21.42,,,
140,Y504,AQ (Day2),2,8/22/2017,13:25,pm,starneshm,Cohort 70 videos\Test 140.szv,61,30,14.553,8.151,0.239,0.272,0.058,0.101,0.611,0.725,37.2,21.74,0.05,,38.55
142,Y505,AQ (Day2),1,8/22/2017,13:31,pm,starneshm,Cohort 70 videos\Test 142.szv,52.6,30,7.467,4.633,0.142,0.154,0.057,0.063,0.641,0.805,33.73,24.14,,,
143,Y505,AQ (Day2),2,8/22/2017,13:33,pm,starneshm,Cohort 70 videos\Test 143.szv,20,24,6.417,7.801,0.321,0.325,0.074,0.145,0.649,0.677,12.75,16.03,0.063,0.143,14.1
145,1742,AQ (Day3),1,8/23/2017,9:49,am,starneshm,Cohort 70 videos\Test 145.szv,3.6,7.9,0.285,0.98,0.079,0.124,0.871,0.647,0.133,0.294,0.43,2.22,0.71,0.63,0.68
146,1742,AQ (Day3),2,8/23/2017,9:51,am,starneshm,Cohort 70 videos\Test 146.szv,80.9,30,11.682,5.261,0.144,0.175,0.103,0.285,0.455,0.571,36.78,17.12,,,
147,1742,AQ (Day3),3,8/23/2017,9:53,am,starneshm,Cohort 70 videos\Test 147.szv,86.5,30,13.099,4.628,0.151,0.154,0.055,0.269,0.686,0.607,59.37,18.2,,,
148,1743,AQ (Day3),1,8/23/2017,14:43,pm,starneshm,Cohort 70 videos\Test 148.szv,66.2,30,15.997,10.037,0.242,0.335,0.054,0.075,0.557,0.575,36.65,17.24,0.047,,37.27
149,1743,AQ (Day3),2,8/23/2017,9:59,am,starneshm,Cohort 70 videos\Test 149.szv,3.6,9.6,0.405,1.415,0.112,0.147,0.486,0.781,0.047,0.518,0.14,4.65,0.298,0.752,1.06
150,1743,AQ (Day3),3,8/23/2017,10:00,am,starneshm,Cohort 70 videos\Test 150.szv,38.6,30,7.506,5.607,0.194,0.187,0.092,0.222,0.677,0.684,25.91,20.53,0.082,,26.85
151,1746,AQ (Day3),1,8/23/2017,10:04,am,starneshm,Cohort 70 videos\Test 151.szv,52.3,30,8.5,6.041,0.163,0.201,0.04,0.183,0.52,0.772,27.2,23.16,,,
152,1746,AQ (Day3),2,8/23/2017,10:06,am,starneshm,Cohort 70 videos\Test 152.szv,29.3,30,4.44,4.848,0.152,0.162,0.235,0.308,0.494,0.643,14.3,19.28,0.228,,18.93
153,1746,AQ (Day3),3,8/23/2017,10:08,am,starneshm,Cohort 70 videos\Test 153.szv,85.8,30,10.094,3.781,0.118,0.126,0.136,0.297,0.846,0.766,72.56,22.97,,,
154,1748,AQ (Day3),1,8/23/2017,10:13,am,starneshm,Cohort 70 videos\Test 154.szv,41.1,30,8.911,6.236,0.217,0.208,0.044,0.184,0.668,0.768,27.22,23.05,0.033,,30.33
