Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,Probe TRR to 30s; Duration (s),Base; Duration (s),Probe TRR to 30s; Distance (m),Base; Distance (m),Probe TRR to 30s; Mean speed (m/s),Base; Mean speed (m/s),Probe TRR to 30s; Path efficiency,Base; Path efficiency,Probe TRR to 30s; Platform : mean distance from (m),Base; Platform : mean distance from (m),Probe TRR to 30s; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),Probe TRR to 30s; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
96,3288,Probe1 (Day2),1,5/3/2022,11:43,am,Raul,MWM Cohort 128 videos\Test 16522.szv,27.7,30,4.61,4.996,0.166,0.167,0.115,0.193,0.759,0.717,20.54,21.06,0.039,0.273,66.73
147,Y860,Probe2 (Day4),1,5/5/2022,9:47,am,Raul,MWM Cohort 128 videos\Test 16658.szv,24.8,30,4.675,5.68,0.189,0.189,0.049,0.154,0.568,0.598,14.09,17.94,,,21.19
150,Y861,Probe2 (Day4),1,5/5/2022,9:54,am,Raul,MWM Cohort 128 videos\Test 16661.szv,26.2,30,2.797,3.054,0.107,0.102,0.554,0.53,0.881,0.809,23.08,24.28,,,77.41
153,Y862,Probe2 (Day4),1,5/5/2022,10:01,am,Raul,MWM Cohort 128 videos\Test 16664.szv,25.3,30,6.598,7.566,0.261,0.252,0.113,0.151,0.573,0.625,14.04,18.24,0.099,0.138,16.08
156,3274,Probe2 (Day4),1,5/5/2022,10:13,am,Raul,MWM Cohort 128 videos\Test 16667.szv,23.1,30,3.415,4.538,0.148,0.151,0.305,0.317,0.443,0.475,9.92,13.91,0.059,0.274,44.86
159,3275,Probe2 (Day4),1,5/5/2022,10:23,am,Raul,MWM Cohort 128 videos\Test 16670.szv,24.6,30,5.426,6.402,0.221,0.213,0.103,0.203,0.779,0.786,19.16,23.57,,,59.77
162,3278,Probe2 (Day4),1,5/5/2022,10:32,am,Raul,MWM Cohort 128 videos\Test 16673.szv,24.9,30,3.886,4.199,0.156,0.14,0.29,0.317,0.803,0.801,19.99,24.04,,,66.3
165,3279,Probe2 (Day4),1,5/5/2022,10:40,am,Raul,MWM Cohort 128 videos\Test 16676.szv,25.5,30,6.653,7.205,0.261,0.24,0.052,0.041,0.617,0.655,15.44,19.32,0.119,0.161,56.74
168,3280,Probe2 (Day4),1,5/5/2022,10:50,am,Raul,MWM Cohort 128 videos\Test 16679.szv,25.7,30,5.948,6.812,0.231,0.227,0.206,0.132,0.821,0.804,21.1,24.13,,,42.69
171,Y863,Probe2 (Day4),1,5/5/2022,10:58,am,Raul,MWM Cohort 128 videos\Test 16682.szv,24.1,30,4.637,5.568,0.192,0.186,0.159,0.233,0.765,0.737,18.44,22.1,,,60.05
174,Y864,Probe2 (Day4),1,5/5/2022,11:04,am,Raul,MWM Cohort 128 videos\Test 16685.szv,25.1,30,5.314,6.054,0.212,0.202,0.127,0.007,0.569,0.615,14.28,18.45,,,22.08
177,Y865,Probe2 (Day4),1,5/5/2022,11:09,am,Raul,MWM Cohort 128 videos\Test 16688.szv,26,30,5.912,7.057,0.227,0.235,0.011,0.154,0.56,0.631,14.2,18.53,0.49,0.287,58.48
180,3282,Probe2 (Day4),1,5/5/2022,11:16,am,Raul,MWM Cohort 128 videos\Test 16691.szv,25,30,5.053,6.534,0.202,0.218,0.024,0.207,0.74,0.724,18.49,21.73,,,32.16
183,3284,Probe2 (Day4),1,5/5/2022,11:23,am,Raul,MWM Cohort 128 videos\Test 16694.szv,25,30,5.771,6.904,0.231,0.23,0.136,0.035,0.589,0.602,14.73,18.05,,,30.56
186,3285,Probe2 (Day4),1,5/5/2022,11:32,am,Raul,MWM Cohort 128 videos\Test 16697.szv,24.3,30,4.905,6.05,0.202,0.202,0.026,0.182,0.8,0.827,19.45,24.81,,,61.77
189,3286,Probe2 (Day4),1,5/5/2022,11:37,am,Raul,MWM Cohort 128 videos\Test 16700.szv,25.1,30,5.509,6.509,0.219,0.217,0.072,0.21,0.732,0.727,18.38,21.81,,,35.06
192,3288,Probe2 (Day4),1,5/5/2022,11:45,am,Raul,MWM Cohort 128 videos\Test 16703.szv,24.5,30,5.667,7.011,0.231,0.234,0.12,0.21,0.688,0.74,16.87,22.19,,,28.89
243,Y860,Probe3 (Day6),1,5/7/2022,9:49,am,Raul,MWM Cohort 128 videos\Test 16838.szv,24.4,30,4.652,5.562,0.191,0.185,0.105,0.045,0.65,0.659,15.85,19.76,,,22.61
246,Y861,Probe3 (Day6),1,5/7/2022,9:57,am,Raul,MWM Cohort 128 videos\Test 16841.szv,20.3,30,2.645,4.102,0.13,0.137,0.346,0.089,0.429,0.55,8.72,16.51,,,50.15
249,Y862,Probe3 (Day6),1,5/7/2022,10:02,am,Raul,MWM Cohort 128 videos\Test 16844.szv,25.3,30,6.481,7.418,0.256,0.247,0.059,0.151,0.538,0.565,12.52,15.81,0.049,0.143,13.64
252,3274,Probe3 (Day6),1,5/7/2022,10:07,am,Raul,MWM Cohort 128 videos\Test 16847.szv,24.1,30,4.651,5.723,0.193,0.191,0.045,0.163,0.538,0.55,12.97,16.49,,,23.12
255,3275,Probe3 (Day6),1,5/7/2022,10:13,am,Raul,MWM Cohort 128 videos\Test 16850.szv,24.4,30,4.472,5.514,0.183,0.184,0.003,0.127,0.574,0.605,14.01,18.14,,,26.78
258,3278,Probe3 (Day6),1,5/7/2022,10:20,am,Raul,MWM Cohort 128 videos\Test 16853.szv,20.7,30,2.869,3.468,0.139,0.116,0.297,0.307,0.767,0.804,15.87,24.11,,,20.2
261,3279,Probe3 (Day6),1,5/7/2022,10:24,am,Raul,MWM Cohort 128 videos\Test 16856.szv,25,30,5.582,6.624,0.223,0.221,0.087,0.079,0.716,0.721,17.89,21.62,,,63.44
264,3280,Probe3 (Day6),1,5/7/2022,10:33,am,Raul,MWM Cohort 128 videos\Test 16859.szv,24.8,30,6.271,7.171,0.253,0.239,0.115,0.115,0.743,0.763,18.41,22.9,,,24.13
267,Y863,Probe3 (Day6),1,5/7/2022,10:38,am,Raul,MWM Cohort 128 videos\Test 16862.szv,24.1,30,4.94,6.25,0.205,0.208,0.153,0.151,0.617,0.663,14.87,19.88,,,50.16
270,Y864,Probe3 (Day6),1,5/7/2022,10:44,am,Raul,MWM Cohort 128 videos\Test 16865.szv,25.2,30,6.364,7.02,0.253,0.234,0.126,0.174,0.648,0.689,16.34,20.67,,,53.91
273,Y865,Probe3 (Day6),1,5/7/2022,10:50,am,Raul,MWM Cohort 128 videos\Test 16868.szv,24.3,30,4.931,6.07,0.203,0.202,0.087,0.185,0.534,0.603,10.49,15.3,0.849,0.646,12.77
276,3282,Probe3 (Day6),1,5/7/2022,10:57,am,Raul,MWM Cohort 128 videos\Test 16871.szv,23.3,30,4.318,5.77,0.185,0.192,0.197,0.09,0.525,0.59,12.23,17.69,,,40.32
279,3284,Probe3 (Day6),1,5/7/2022,11:03,am,Raul,MWM Cohort 128 videos\Test 16874.szv,25.1,30,5.431,6.503,0.216,0.217,0.162,0.075,0.588,0.619,14.51,18.3,0.064,0.232,41.13
282,3285,Probe3 (Day6),1,5/7/2022,11:11,am,Raul,MWM Cohort 128 videos\Test 16877.szv,23.1,30,4.931,5.343,0.213,0.178,0.178,0.222,0.611,0.707,14.12,21.2,,,57.48
285,3286,Probe3 (Day6),1,5/7/2022,11:16,am,Raul,MWM Cohort 128 videos\Test 16880.szv,23.8,30,4.18,5.222,0.176,0.174,0.087,0.025,0.672,0.698,15.99,20.95,,,33
288,3288,Probe3 (Day6),1,5/7/2022,11:22,am,Raul,MWM Cohort 128 videos\Test 16883.szv,25.3,30,6.722,7.784,0.266,0.259,0.144,0.026,0.633,0.648,15.54,18.95,0.899,0.759,44.22
339,Y860,Probe4 (Day8),1,5/9/2022,9:53,am,Raul,MWM Cohort 128 videos\Test 17018.szv,26.9,30,4.633,5.03,0.172,0.168,0.277,0.251,0.464,0.458,12.48,13.73,,,24.01
342,Y861,Probe4 (Day8),1,5/9/2022,10:00,am,Raul,MWM Cohort 128 videos\Test 17021.szv,25.5,30,3.036,3.341,0.119,0.111,0.181,0.076,0.508,0.501,12.96,15.04,,,69.53
345,Y862,Probe4 (Day8),1,5/9/2022,10:05,am,Raul,MWM Cohort 128 videos\Test 17024.szv,26.1,30,4.722,5.155,0.181,0.172,0.052,0.124,0.424,0.42,10.3,11.83,0.105,0.254,10.74
348,3274,Probe4 (Day8),1,5/9/2022,10:11,am,Raul,MWM Cohort 128 videos\Test 17027.szv,27.1,30,5.922,6.273,0.219,0.209,0.042,0.03,0.616,0.598,16.25,17.53,0.059,0.199,17.79
351,3275,Probe4 (Day8),1,5/9/2022,10:18,am,Raul,MWM Cohort 128 videos\Test 17030.szv,26.2,30,4.031,4.212,0.154,0.14,0.177,0.217,0.589,0.581,15.43,17.44,,,30.08
354,3278,Probe4 (Day8),1,5/9/2022,10:25,am,Raul,MWM Cohort 128 videos\Test 17033.szv,26.4,30,3.944,4.25,0.149,0.142,0.203,0.208,0.564,0.548,14.9,16.43,,,58.16
357,3279,Probe4 (Day8),1,5/9/2022,10:33,am,Raul,MWM Cohort 128 videos\Test 17036.szv,27.3,30,6.317,6.901,0.231,0.23,0.103,0.182,0.878,0.833,23.7,24.64,,0.945,43.03
360,3280,Probe4 (Day8),1,5/9/2022,10:39,am,Raul,MWM Cohort 128 videos\Test 17039.szv,27.6,30,7.634,7.923,0.277,0.264,0.01,0.04,0.584,0.575,16.03,17.19,0.063,0.126,53.14
363,Y863,Probe4 (Day8),1,5/9/2022,10:44,am,Raul,MWM Cohort 128 videos\Test 17042.szv,26.8,30,5.533,6.202,0.206,0.207,0.16,0.133,0.544,0.562,14.32,16.6,0.529,0.292,15.59
366,Y864,Probe4 (Day8),1,5/9/2022,10:50,am,Raul,MWM Cohort 128 videos\Test 17045.szv,26.9,30,5.375,5.59,0.2,0.186,0.114,0.137,0.511,0.525,13.57,15.58,0.927,0.749,39.35
369,Y865,Probe4 (Day8),1,5/9/2022,10:55,am,Raul,MWM Cohort 128 videos\Test 17048.szv,27.1,30,5.811,6.189,0.214,0.206,0.053,0.029,0.528,0.517,13.71,14.92,0.546,0.68,18.21
372,3282,Probe4 (Day8),1,5/9/2022,11:02,am,Raul,MWM Cohort 128 videos\Test 17051.szv,27,30,5.805,6.032,0.215,0.201,0.108,0.123,0.598,0.593,16.14,17.79,,,16.92
375,3284,Probe4 (Day8),1,5/9/2022,11:09,am,Raul,MWM Cohort 128 videos\Test 375.szv,27.4,30,4.923,5.413,0.18,0.18,0.121,0.047,0.417,0.409,11.43,12.26,,,14.03
378,3285,Probe4 (Day8),1,5/9/2022,11:17,am,Raul,MWM Cohort 128 videos\Test 17057.szv,25.3,30,2.85,3.172,0.113,0.106,0.286,0.273,0.583,0.588,14.74,17.64,,,64
381,3286,Probe4 (Day8),1,5/9/2022,11:24,am,Raul,MWM Cohort 128 videos\Test 17060.szv,26.7,30,5.132,5.428,0.192,0.181,0.204,0.238,0.701,0.697,18.72,20.91,,,63.1
384,3288,Probe4 (Day8),1,5/9/2022,11:32,am,Raul,MWM Cohort 128 videos\Test 17063.szv,27.2,30,6.211,6.643,0.228,0.221,0.118,0.17,0.522,0.513,14.21,15.4,,,54.62
