Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
443,3242,AQ (Day7),2,1/16/2022,12:51,pm,Liam,MWM Cohort 126 videos\Test 443.szv,26.7,30,3.653,4.122,0.137,0.137,0.293,0.382,0.547,0.767,14.43,23.01,0.259,,19.68
444,3242,AQ (Day7),3,1/16/2022,12:53,pm,Liam,MWM Cohort 126 videos\Test 444.szv,18.7,22.5,1.923,2.151,0.103,0.096,0.157,0.237,0.305,0.309,5.59,6.83,0.122,0.206,5.79
445,3243,AQ (Day7),1,1/16/2022,12:58,pm,Liam,MWM Cohort 126 videos\Test 445.szv,84.2,30,15.384,4.513,0.183,0.15,0.051,0.288,0.632,0.732,53.25,21.95,,,55.77
446,3243,AQ (Day7),2,1/16/2022,13:02,pm,Liam,MWM Cohort 126 videos\Test 446.szv,19.7,25.4,3.636,4.753,0.185,0.187,0.14,0.24,0.452,0.482,8.76,12.09,0.116,0.22,9.12
447,3243,AQ (Day7),3,1/16/2022,13:03,pm,Liam,MWM Cohort 126 videos\Test 447.szv,86.5,30,15.838,5.6,0.183,0.187,0.029,0.227,0.694,0.452,60.04,13.56,,,60.73
448,3247,AQ (Day7),1,1/16/2022,13:09,pm,Liam,MWM Cohort 126 videos\Test 448.szv,12.3,16.7,2.151,2.993,0.175,0.179,0.155,0.369,0.337,0.422,4.05,6.93,0.109,0.345,3.91
449,3247,AQ (Day7),2,1/16/2022,13:11,pm,Liam,MWM Cohort 126 videos\Test 449.szv,1.9,6.3,0.456,1.636,0.24,0.259,0.692,0.667,0.155,0.555,0.24,3.31,0.651,0.644,1.2
450,3247,AQ (Day7),3,1/16/2022,13:18,pm,Liam,,56.9,30,14.342,7.616,0.252,0.254,0.042,0.117,0.532,0.477,30.12,14.32,0.04,,30.61
451,Y839,AQ (Day7),1,1/16/2022,13:21,pm,Liam,MWM Cohort 126 videos\Test 451.szv,84,30,15.571,6.303,0.185,0.21,0.056,0.017,0.627,0.664,52.63,19.91,,,55.05
452,Y839,AQ (Day7),2,1/16/2022,13:24,pm,Liam,MWM Cohort 126 videos\Test 452.szv,31.1,30,5.913,6.012,0.19,0.2,0.086,0.216,0.656,0.663,20.17,19.89,0.079,,21.46
453,Y839,AQ (Day7),3,1/16/2022,13:26,pm,Liam,MWM Cohort 126 videos\Test 453.szv,71.5,30,13.931,6.179,0.195,0.206,0.06,0.038,0.747,0.698,53.13,20.94,0.053,,54.34
454,Y840,AQ (Day7),1,1/16/2022,13:31,pm,Liam,MWM Cohort 126 videos\Test 454.szv,7.8,12.7,1.374,1.789,0.177,0.141,0.501,0.594,0.458,0.648,3.41,7.99,0.46,0.579,4.26
455,Y840,AQ (Day7),2,1/16/2022,13:32,pm,Liam,MWM Cohort 126 videos\Test 455.szv,12.5,17.4,3.492,4.517,0.279,0.259,0.155,0.24,0.406,0.478,4.94,8.17,0.152,0.233,6.01
456,Y840,AQ (Day7),3,1/16/2022,13:34,pm,Liam,MWM Cohort 126 videos\Test 456.szv,6.3,8.8,1.621,2.159,0.257,0.244,0.401,0.282,0.488,0.497,2.93,4.22,0.386,0.254,3.6
457,Y841,AQ (Day7),1,1/16/2022,13:41,pm,Liam,MWM Cohort 126 videos\Test 457.szv,4.4,4.4,1.158,1.158,0.264,0.264,0.869,0.869,0.532,0.532,2.15,2.15,0.882,0.882,0.31
458,Y841,AQ (Day7),2,1/16/2022,13:43,pm,Liam,MWM Cohort 126 videos\Test 458.szv,9.1,13.2,2.289,3.406,0.252,0.257,0.443,0.297,0.652,0.691,5.75,8.92,0.418,0.273,7.23
459,Y841,AQ (Day7),3,1/16/2022,13:45,pm,Liam,MWM Cohort 126 videos\Test 459.szv,0.4,1.7,0.103,0.317,0.282,0.19,0.458,0.996,0.009,0.181,0,0.24,,0.999,-0.03
460,3249,AQ (Day7),1,1/16/2022,13:49,pm,Liam,MWM Cohort 126 videos\Test 460.szv,72.2,30,12.255,5.111,0.17,0.17,0.015,0.187,0.855,0.858,61.43,25.73,0.008,,62.75
461,3249,AQ (Day7),2,1/16/2022,13:52,pm,Liam,MWM Cohort 126 videos\Test 461.szv,49.6,30,9.25,5.348,0.186,0.178,0.09,0.169,0.591,0.758,29.15,22.74,0.082,,32.82
462,3249,AQ (Day7),3,1/16/2022,13:54,pm,Liam,MWM Cohort 126 videos\Test 462.szv,87.1,30,15.629,5.727,0.179,0.191,0.056,0.202,0.693,0.647,60.39,19.42,,,60.92
463,3251,AQ (Day7),1,1/16/2022,13:59,pm,Liam,MWM Cohort 126 videos\Test 463.szv,62.2,30,12.139,7.06,0.195,0.235,0.046,0.109,0.677,0.708,41.84,21.23,0.046,,41.85
464,3251,AQ (Day7),2,1/16/2022,14:02,pm,Liam,MWM Cohort 126 videos\Test 464.szv,13.6,17.3,3.453,4.494,0.254,0.26,0.142,0.22,0.796,0.742,10.55,12.58,0.123,0.203,10.94
465,3251,AQ (Day7),3,1/16/2022,14:05,pm,Liam,MWM Cohort 126 videos\Test 465.szv,23,25,5.736,6.212,0.249,0.248,0.115,0.088,0.645,0.633,14.63,15.62,0.106,0.079,15.12
466,3253,AQ (Day7),1,1/16/2022,14:09,pm,Liam,MWM Cohort 126 videos\Test 466.szv,84,30,13.554,4.189,0.161,0.14,0.074,0.173,0.559,0.746,46.94,22.37,,,48.29
467,3253,AQ (Day7),2,1/16/2022,14:12,pm,Liam,MWM Cohort 126 videos\Test 467.szv,20.8,26.6,4.907,5.571,0.236,0.209,0.126,0.207,0.634,0.701,12.97,18.41,0.106,0.19,15.71
468,3253,AQ (Day7),3,1/16/2022,14:14,pm,Liam,MWM Cohort 126 videos\Test 468.szv,0.6,2.6,0.094,0.431,0.157,0.164,0.581,0.891,0.023,0.18,0.01,0.41,0.999,0.798,0.04
469,3254,AQ (Day7),1,1/16/2022,14:17,pm,Liam,MWM Cohort 126 videos\Test 469.szv,84.2,30,13.696,5.104,0.163,0.17,0.054,0.211,0.556,0.418,46.85,12.53,,,47.03
470,3254,AQ (Day7),2,1/16/2022,14:19,pm,Liam,MWM Cohort 126 videos\Test 470.szv,45.6,30,8.289,6.496,0.182,0.217,0.13,0.207,0.629,0.807,28.43,24.2,0.123,,31.24
471,3254,AQ (Day7),3,1/16/2022,14:22,pm,Liam,MWM Cohort 126 videos\Test 471.szv,0.3,2.5,0,0.354,0,0.142,,0.998,0,0.227,0,0.49,,0.994,0.01
472,3255,AQ (Day7),1,1/16/2022,14:27,pm,Liam,MWM Cohort 126 videos\Test 472.szv,34.7,30,9.671,8.612,0.279,0.287,0.037,0.012,0.6,0.567,20.64,17.01,0.031,,20.77
473,3255,AQ (Day7),2,1/16/2022,14:29,pm,Liam,MWM Cohort 126 videos\Test 473.szv,39.9,30,9.762,7.819,0.245,0.261,0.067,0.163,0.59,0.534,23.36,16.02,0.064,,23.81
474,3255,AQ (Day7),3,1/16/2022,14:31,pm,Liam,MWM Cohort 126 videos\Test 474.szv,13.6,15.4,3.473,3.85,0.256,0.251,0.14,0.145,0.651,0.626,8.6,9.41,0.135,0.128,8.9
475,3256,AQ (Day7),1,1/16/2022,14:35,pm,Liam,MWM Cohort 126 videos\Test 475.szv,53.5,30,9.626,5.92,0.18,0.197,0.115,0.17,0.625,0.737,33.18,22.1,0.109,,37.04
476,3256,AQ (Day7),2,1/16/2022,14:37,pm,Liam,MWM Cohort 126 videos\Test 476.szv,37.9,30,6.84,5.408,0.181,0.18,0.038,0.158,0.535,0.474,20.07,14.21,0.029,,21.63
477,3256,AQ (Day7),3,1/16/2022,14:39,pm,Liam,MWM Cohort 126 videos\Test 477.szv,16.9,20.1,3.279,3.723,0.194,0.185,0.282,0.158,0.821,0.799,13.61,15.81,0.274,0.146,15
478,3257,AQ (Day7),1,1/16/2022,14:49,pm,Liam,MWM Cohort 126 videos\Test 478.szv,31.1,30,4.159,3.912,0.134,0.13,0.244,0.298,0.631,0.769,19.4,23.08,0.235,,21.8
479,3257,AQ (Day7),2,1/16/2022,14:51,pm,Liam,MWM Cohort 126 videos\Test 479.szv,42,30,7.364,5.612,0.175,0.187,0.028,0.236,0.665,0.678,27.69,20.33,0.015,,28.64
480,3257,AQ (Day7),3,1/16/2022,14:53,pm,Liam,MWM Cohort 126 videos\Test 480.szv,77.3,30,10.563,4.288,0.137,0.143,0.056,0.229,0.52,0.514,40.03,15.41,0.052,,40.81
481,3259,AQ (Day7),1,1/16/2022,14:57,pm,Liam,MWM Cohort 126 videos\Test 481.szv,82,30,8.724,3.166,0.106,0.106,0.023,0.113,0.618,0.709,50.7,21.26,,,52.15
482,3259,AQ (Day7),2,1/16/2022,15:00,pm,Liam,MWM Cohort 126 videos\Test 482.szv,82.4,30,9.44,3.883,0.115,0.129,0.093,0.316,0.688,0.884,56.72,26.53,,,60.49
483,3259,AQ (Day7),3,1/16/2022,15:03,pm,Liam,MWM Cohort 126 videos\Test 483.szv,86.6,30,9.09,3.393,0.105,0.113,0.025,0.438,0.74,0.624,64.08,18.71,,,64.04
484,Y836,AQ (Day8),1,1/17/2022,10:43,am,Liam,MWM Cohort 126 videos\Test 484.szv,1.5,3.7,0.291,0.75,0.198,0.204,0.747,0.762,0.077,0.317,0.09,1.06,0.522,0.695,0.39
485,Y836,AQ (Day8),2,1/17/2022,10:44,am,Liam,MWM Cohort 126 videos\Test 485.szv,87.8,30,22.292,7.78,0.254,0.259,0.015,0.02,0.597,0.53,52.37,15.9,,,52.78
487,Y837,AQ (Day8),1,1/17/2022,10:53,am,Liam,MWM Cohort 126 videos\Test 487.szv,28.5,30,5.478,5.782,0.192,0.193,0.08,0.13,0.388,0.408,10.92,12.25,0.066,,11.59
488,Y837,AQ (Day8),2,1/17/2022,10:55,am,Liam,MWM Cohort 126 videos\Test 488.szv,4.9,7.2,0.832,1.271,0.17,0.177,0.128,0.388,0.155,0.191,0.71,1.31,0.082,0.346,0.77
490,Y838,AQ (Day8),1,1/17/2022,11:01,am,Liam,MWM Cohort 126 videos\Test 490.szv,0.5,2.1,0.123,0.435,0.246,0.203,0.858,0.998,0.03,0.256,0.01,0.47,0.373,0.994,-0.04
491,Y838,AQ (Day8),2,1/17/2022,11:02,am,Liam,MWM Cohort 126 videos\Test 491.szv,68.5,30,16.36,7.674,0.239,0.256,0.035,0.08,0.66,0.54,44.97,16.2,0.03,,45.38
493,3235,AQ (Day8),1,1/17/2022,11:10,am,Liam,MWM Cohort 126 videos\Test 493.szv,0.1,3.3,0,0.548,0,0.164,,0.93,0,0.277,0,0.83,,0.946,0.06
494,3235,AQ (Day8),2,1/17/2022,11:11,am,Liam,MWM Cohort 126 videos\Test 494.szv,87.4,30,15.307,5.195,0.175,0.173,0.048,0.139,0.571,0.555,49.93,16.64,,,50.3
496,3237,AQ (Day8),1,1/17/2022,11:19,am,Liam,MWM Cohort 126 videos\Test 496.szv,30.2,30,5.411,5.577,0.179,0.186,0.013,0.161,0.578,0.593,17.26,17.78,0.009,,17.33
497,3237,AQ (Day8),2,1/17/2022,11:22,am,Liam,MWM Cohort 126 videos\Test 497.szv,47.4,30,9.396,6.382,0.198,0.213,0.077,0.214,0.666,0.752,31.31,22.57,0.065,,32.15
499,3238,AQ (Day8),1,1/17/2022,11:30,am,Liam,MWM Cohort 126 videos\Test 499.szv,55.3,30,7.554,4.533,0.137,0.151,0.074,0.068,0.454,0.51,24.81,15.29,0.07,,25.16
500,3238,AQ (Day8),2,1/17/2022,11:33,am,Liam,MWM Cohort 126 videos\Test 500.szv,25.9,28.3,4.132,4.58,0.16,0.162,0.077,0.106,0.478,0.465,12.18,12.99,0.069,0.094,12.4
502,3239,AQ (Day8),1,1/17/2022,11:44,am,Liam,MWM Cohort 126 videos\Test 502.szv,0.4,2.5,0.093,0.45,0.232,0.177,1.136,0.962,0.04,0.285,0,0.61,,0.961,0.14
503,3239,AQ (Day8),2,1/17/2022,11:46,am,Liam,MWM Cohort 126 videos\Test 503.szv,56.9,30,11.727,6.586,0.206,0.22,0.056,0.108,0.669,0.736,37.79,22.08,0.05,,38.42
505,3240,AQ (Day8),1,1/17/2022,11:54,am,Liam,MWM Cohort 126 videos\Test 505.szv,79.1,30,11.987,4.266,0.152,0.142,0.05,0.027,0.683,0.657,53.75,19.72,0.047,,54.39
506,3240,AQ (Day8),2,1/17/2022,11:56,am,Liam,MWM Cohort 126 videos\Test 506.szv,87.3,30,12.654,4.439,0.145,0.148,0.095,0.106,0.769,0.692,67.14,20.76,,,67.53
508,3241,AQ (Day8),1,1/17/2022,12:04,pm,Liam,MWM Cohort 126 videos\Test 508.szv,21.8,23.8,4.876,5.349,0.224,0.224,0.059,0.086,0.514,0.495,11.04,11.62,0.05,0.081,11.18
509,3241,AQ (Day8),2,1/17/2022,12:06,pm,Liam,MWM Cohort 126 videos\Test 509.szv,88.1,30,20.151,7.415,0.229,0.247,0.06,0.177,0.644,0.808,56.7,24.24,,,57.18
511,3242,AQ (Day8),1,1/17/2022,12:14,pm,Liam,MWM Cohort 126 videos\Test 511.szv,47.7,30,7.106,3.184,0.149,0.106,0.063,0.239,0.566,0.584,26.8,17.51,0.061,,27.95
512,3242,AQ (Day8),2,1/17/2022,12:16,pm,Liam,MWM Cohort 126 videos\Test 512.szv,1.8,5.6,0.225,0.566,0.125,0.101,1.299,0.773,0.127,0.323,0.19,1.7,0.905,0.766,0.75
514,3243,AQ (Day8),1,1/17/2022,12:23,pm,Liam,MWM Cohort 126 videos\Test 514.szv,87.3,30,17.292,6.329,0.198,0.211,0.035,0.061,0.71,0.602,61.97,18.07,,,62.32
515,3243,AQ (Day8),2,1/17/2022,12:26,pm,Liam,MWM Cohort 126 videos\Test 515.szv,87.5,30,15.024,5.487,0.172,0.183,0.032,0.087,0.742,0.547,64.92,16.41,,,65.39
517,3247,AQ (Day8),1,1/17/2022,12:36,pm,Liam,MWM Cohort 126 videos\Test 517.szv,40.4,30,9.833,7.547,0.243,0.252,0.01,0.169,0.608,0.548,24.37,16.43,0.003,,24.52
518,3247,AQ (Day8),2,1/17/2022,12:38,pm,Liam,MWM Cohort 126 videos\Test 518.szv,51,30,12.488,7.539,0.245,0.251,0.029,0.134,0.572,0.478,28.94,14.35,0.025,,29.19
520,Y839,AQ (Day8),1,1/17/2022,12:48,pm,Liam,MWM Cohort 126 videos\Test 520.szv,59.9,30,12.587,6.759,0.21,0.225,0.053,0.144,0.552,0.666,32.87,19.98,0.046,,33.69
521,Y839,AQ (Day8),2,1/17/2022,12:51,pm,Liam,MWM Cohort 126 videos\Test 521.szv,2.6,5.3,0.246,0.494,0.095,0.092,0.941,0.983,0.081,0.219,0.19,1.1,0.789,0.979,-0.27
523,Y840,AQ (Day8),1,1/17/2022,12:57,pm,Liam,MWM Cohort 126 videos\Test 523.szv,55.8,30,11.496,5.426,0.206,0.181,0.044,0.045,0.469,0.483,25.97,14.48,0.037,,26.44
524,Y840,AQ (Day8),2,1/17/2022,13:00,pm,Liam,MWM Cohort 126 videos\Test 524.szv,9.4,11.2,2.219,2.411,0.237,0.216,0.079,0.179,0.369,0.353,3.33,3.81,0.048,0.16,3.46
526,Y841,AQ (Day8),1,1/17/2022,13:35,pm,Liam,MWM Cohort 126 videos\Test 526.szv,0.5,2.7,0.084,0.58,0.175,0.216,0.947,0.902,0.02,0.239,0,0.56,0.439,0.901,-0.01
527,Y841,AQ (Day8),2,1/17/2022,13:37,pm,Liam,MWM Cohort 126 videos\Test 527.szv,18.6,20.7,3.541,3.973,0.19,0.192,0.167,0.127,0.534,0.528,9.75,10.74,0.154,0.116,10.17
529,3249,AQ (Day8),1,1/17/2022,13:46,pm,Liam,MWM Cohort 126 videos\Test 529.szv,47.3,30,6.513,4.512,0.138,0.15,0.056,0.248,0.617,0.774,28.97,23.21,0.044,,29.32
530,3249,AQ (Day8),2,1/17/2022,13:49,pm,Liam,MWM Cohort 126 videos\Test 530.szv,26.6,30,3.574,3.969,0.134,0.132,0.149,0.157,0.32,0.351,8.39,10.47,0.126,0.144,9.18
532,3251,AQ (Day8),1,1/17/2022,13:57,pm,Liam,MWM Cohort 126 videos\Test 532.szv,7.1,9,1.941,2.512,0.274,0.28,0.233,0.213,0.522,0.506,3.5,4.35,0.221,0.188,3.94
533,3251,AQ (Day8),2,1/17/2022,13:58,pm,Liam,MWM Cohort 126 videos\Test 533.szv,10.9,12.4,2.88,3.114,0.265,0.252,0.045,0.133,0.615,0.574,6.48,6.9,0.025,0.123,6.6
535,3253,AQ (Day8),1,1/17/2022,14:05,pm,Liam,MWM Cohort 126 videos\Test 535.szv,57.1,30,10.535,5.05,0.184,0.168,0.06,0.207,0.518,0.507,29.42,15.22,0.052,,30.2
536,3253,AQ (Day8),2,1/17/2022,14:08,pm,Liam,MWM Cohort 126 videos\Test 536.szv,6.3,8.9,1.21,1.786,0.192,0.2,0.475,0.285,0.391,0.413,2.35,3.56,0.448,0.265,2.97
538,3254,AQ (Day8),1,1/17/2022,14:15,pm,Liam,MWM Cohort 126 videos\Test 538.szv,17.8,20.1,3.767,4.377,0.212,0.218,0.06,0.107,0.615,0.569,10.74,11.24,0.038,0.093,10.85
539,3254,AQ (Day8),2,1/17/2022,14:16,pm,Liam,MWM Cohort 126 videos\Test 539.szv,7.1,9,1.178,1.534,0.166,0.171,0.488,0.254,0.508,0.48,3.43,4.15,0.461,0.224,3.79
541,3255,AQ (Day8),1,1/17/2022,14:22,pm,Liam,MWM Cohort 126 videos\Test 541.szv,10.3,12.3,3.018,3.614,0.293,0.294,0.202,0.172,0.495,0.498,4.93,5.96,0.178,0.146,5.47
542,3255,AQ (Day8),2,1/17/2022,14:24,pm,Liam,MWM Cohort 126 videos\Test 542.szv,15.5,16.9,4,4.265,0.258,0.253,0.037,0.098,0.498,0.48,7.54,7.95,0.018,0.089,7.65
544,3256,AQ (Day8),1,1/17/2022,14:42,pm,Liam,,86.4,30,12.545,4.402,0.145,0.147,0.095,0.189,0.53,0.579,45.74,17.36,,,47.2
545,3256,AQ (Day8),2,1/17/2022,14:45,pm,Liam,,87.2,30,13.359,5.157,0.153,0.172,0.048,0.289,0.629,0.597,54.84,17.9,,,55.19
547,3257,AQ (Day8),1,1/17/2022,14:54,pm,Liam,MWM Cohort 126 videos\Test 547.szv,56.8,30,9.155,5.481,0.161,0.183,0.076,0.233,0.512,0.597,28.92,17.91,0.069,,29.85
548,3257,AQ (Day8),2,1/17/2022,14:56,pm,Liam,MWM Cohort 126 videos\Test 548.szv,37.1,30,6.052,4.707,0.163,0.157,0.044,0.293,0.612,0.576,22.5,17.28,0.031,,22.86
550,3259,AQ (Day8),1,1/17/2022,15:02,pm,Liam,MWM Cohort 126 videos\Test 550.szv,86.3,30,14.174,6.024,0.164,0.201,0.041,0.248,0.658,0.757,56.76,22.71,,,57.28
551,3259,AQ (Day8),2,1/17/2022,15:05,pm,Liam,MWM Cohort 126 videos\Test 551.szv,8.1,11.5,1.318,1.91,0.163,0.166,0.535,0.28,0.544,0.519,4.24,5.81,0.521,0.247,5.14
