Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
293,3310,AQ (Day8),2,7/12/2022,11:33,am,Liam,MWM - Cohort 130 videos\Test 293.szv,76.8,30,13.258,5.429,0.173,0.181,0.054,0.264,0.633,0.616,48.39,18.48,0.049,,49.18
295,Y878,AQ (Day8),1,7/12/2022,11:39,am,Liam,MWM - Cohort 130 videos\Test 295.szv,20.6,23.4,2.686,3.227,0.13,0.138,0.058,0.185,0.45,0.433,9.13,10,0.03,0.158,9.07
296,Y878,AQ (Day8),2,7/12/2022,11:41,am,Liam,MWM - Cohort 130 videos\Test 296.szv,0.2,6,0,1.134,0,0.188,,0.924,0,0.439,0,2.5,,0.918,-0.25
298,Y879,AQ (Day8),1,7/12/2022,11:48,am,Liam,MWM - Cohort 130 videos\Test 298.szv,48.9,30,13.757,8.063,0.281,0.269,0.049,0.164,0.587,0.582,28.5,17.45,0.044,,29.11
299,Y879,AQ (Day8),2,7/12/2022,11:49,am,Liam,MWM - Cohort 130 videos\Test 299.szv,0.9,5,0.198,1.394,0.229,0.281,0.998,0.829,0.055,0.678,0.03,3.1,0.6,0.794,1.13
301,Y880,AQ (Day8),1,7/12/2022,11:54,am,Liam,MWM - Cohort 130 videos\Test 301.szv,77.3,30,18.885,6.51,0.244,0.217,0.028,0.13,0.543,0.485,41.75,14.56,0.025,,42.46
302,Y880,AQ (Day8),2,7/12/2022,11:56,am,Liam,MWM - Cohort 130 videos\Test 302.szv,15.4,20.5,4.002,4.833,0.26,0.236,0.116,0.228,0.545,0.627,8.21,12.64,0.099,0.217,10.28
304,3316,AQ (Day8),1,7/12/2022,12:00,pm,Liam,MWM - Cohort 130 videos\Test 304.szv,13.4,15.2,3.929,4.184,0.293,0.275,0.059,0.117,0.614,0.582,8.01,8.64,0.043,0.103,8.29
305,3316,AQ (Day8),2,7/12/2022,12:01,pm,Liam,MWM - Cohort 130 videos\Test 305.szv,85.7,30,19.646,7.839,0.229,0.261,0.016,0.107,0.687,0.721,58.91,21.63,,,
307,3317,AQ (Day8),1,7/12/2022,12:09,pm,Liam,MWM - Cohort 130 videos\Test 307.szv,18.8,21.8,3.005,3.35,0.16,0.154,0.168,0.158,0.452,0.451,8.33,9.65,0.14,0.131,9.01
308,3317,AQ (Day8),2,7/12/2022,12:10,pm,Liam,MWM - Cohort 130 videos\Test 308.szv,5.8,5.8,1.022,1.022,0.176,0.176,1.039,0.943,0.561,0.561,3.05,3.05,0.921,0.921,0.36
310,3318,AQ (Day8),1,7/12/2022,12:14,pm,Liam,MWM - Cohort 130 videos\Test 310.szv,0.5,3,0.103,0.562,0.207,0.187,1.035,0.985,0.032,0.338,0.01,0.9,0.294,0.987,0.2
311,3318,AQ (Day8),2,7/12/2022,12:15,pm,Liam,MWM - Cohort 130 videos\Test 311.szv,84.7,30,17.157,6.586,0.203,0.22,0.055,0.053,0.547,0.53,46.32,15.89,,,
