GROUP,RAT,AGE,BLOCK,DAY,TRIAL,TYPE,START,LAT,PATH,CMDS,MNDS,Q1TM,Q2TM,Q3TM,Q4TM,PLTCRS,SPEED,GROUP.RAT,,
RWM22,7,24,Block2,Day04,Trial1,Train,E,45.95,865.49,26777.94,58.34,7.01,12.41,18.22,8.31,1,18.88,RWM22.7,,
RWM22,7,24,Block2,Day04,Trial2,Train,S,5.71,49.89,449.97,7.89,0,0,5.71,0,1,8.9,RWM22.7,,
RWM22,7,24,Block2,Day04,Trial3,Probe,N,30.13,605.2,21835.01,72.54,14.81,5.61,6.31,3.4,0,20.15,RWM22.7,,
RWM22,7,24,Block3,Day05,Trial1,Train,E,23.42,460.22,14741.99,63,5.91,5.51,7.11,4.9,1,19.73,RWM22.7,,
RWM22,7,24,Block3,Day05,Trial2,Train,W,90.19,1555.9,50506.13,56.06,8.11,16.52,38.04,27.53,2,17.27,RWM22.7,,
RWM22,7,24,Block3,Day05,Trial3,Train,N,90.19,1165.8,64944.21,72.08,28.23,5.81,29.83,26.33,0,12.94,RWM22.7,,
RWM22,7,24,Block3,Day06,Trial1,Train,S,8.41,89.75,1659.15,19.75,0,0,7.41,1,1,10.8,RWM22.7,,
RWM22,7,24,Block3,Day06,Trial2,Train,E,15.12,254.15,4880.92,32.32,0,6.61,8.51,0,1,16.93,RWM22.7,,
RWM22,7,24,Block3,Day06,Trial3,Probe,N,30.13,666,22611.13,75.12,12.01,5.61,5.21,7.31,0,22.18,RWM22.7,,
RWM22,7,24,Block4,Day07,Trial1,Train,W,90.19,1676.64,54292.65,60.26,16.92,14.01,35.04,24.22,0,18.61,RWM22.7,,
RWM22,7,24,Block4,Day07,Trial2,Train,S,21.02,198.89,4874.14,23.21,0,0,21.02,0,1,9.51,RWM22.7,,
RWM22,7,24,Block4,Day07,Trial3,Train,N,15.62,204.59,9710.2,62.24,9.61,0,5.21,0.8,1,13.19,RWM22.7,,
RWM22,7,24,Block4,Day08,Trial1,Train,E,26.03,526.41,10326.45,39.72,2.4,5.81,12.71,5.11,1,20.3,RWM22.7,,
RWM22,7,24,Block4,Day08,Trial2,Train,N,19.42,392.88,10326.68,53.23,4.9,3.8,5.31,5.41,1,20.34,RWM22.7,,
RWM22,7,24,Block4,Day08,Trial3,Probe,W,30.13,721.07,16208.3,53.85,5.01,6.41,12.81,5.91,2,24.01,RWM22.7,,
RWM22,7,24,Block6,Day09,Trial1,Cue,W,4.2,90.86,1658.45,40.45,0.8,0,0.9,2.5,0,23.27,RWM22.7,,
RWM22,7,24,Block6,Day09,Trial2,Cue,SW,5.11,83.69,3366.8,78.3,0,2.6,1.9,0.6,0,24.59,RWM22.7,,
RWM22,7,24,Block6,Day09,Trial3,Cue,NW,3.3,80.29,1056.1,35.2,1.9,0.2,1.2,0,1,30.85,RWM22.7,,
RWM22,7,24,Block6,Day09,Trial4,Cue,NE,4.5,128.36,3326.79,73.93,0,1.6,1.4,1.5,0,29.14,RWM22.7,,
RWM22,7,24,Block6,Day09,Trial5,Cue,E,4.8,106.75,2249.26,46.86,1.6,0.3,1.8,1.1,0,22.69,RWM22.7,,
RWM22,7,24,Block6,Day09,Trial6,Cue,SE,7.01,158.1,3979.51,56.85,2.3,1.8,2.9,0,0,22.89,RWM22.7,,
RWM22,8,24,Block1,Day01,Trial1,Train,W,90.19,1460.83,82776.11,91.87,39.34,12.71,13.11,25.03,0,16.22,RWM22.8,,
RWM22,8,24,Block1,Day01,Trial2,Train,N,85.99,1488.79,61670.74,71.79,15.92,30.73,22.22,17.12,1,17.33,RWM22.8,,
RWM22,8,24,Block1,Day01,Trial3,Train,S,90.19,1508.56,64509.21,71.6,14.11,9.21,29.43,37.44,1,16.75,RWM22.8,,
RWM22,8,24,Block1,Day02,Trial1,Train,E,90.09,1549.43,65100.98,72.33,18.82,23.22,21.82,26.23,0,17.22,RWM22.8,,
RWM22,8,24,Block1,Day02,Trial2,Train,S,58.86,1066.84,40503.52,68.88,16.42,6.31,19.12,17.02,1,18.16,RWM22.8,,
RWM22,8,24,Block1,Day02,Trial3,Probe,W,30.13,585.87,18306.77,60.82,6.71,2.6,12.51,8.31,0,19.51,RWM22.8,,
RWM22,8,24,Block2,Day03,Trial1,Train,S,90.19,1781.5,67275.6,74.67,22.92,17.12,28.73,21.42,0,19.77,RWM22.8,,
RWM22,8,24,Block2,Day03,Trial2,Train,N,55.66,896.28,41115.38,73.95,20.62,13.31,16.82,4.9,1,16.13,RWM22.8,,
RWM22,8,24,Block2,Day03,Trial3,Train,W,14.51,200.94,7533.5,51.96,0,0,7.91,6.61,1,13.94,RWM22.8,,
RWM22,8,24,Block2,Day04,Trial1,Train,E,90.19,1550.7,78279.95,86.88,29.23,37.64,11.21,12.11,0,17.21,RWM22.8,,
RWM22,8,24,Block2,Day04,Trial2,Train,S,90.19,1516.82,61378.77,68.12,23.12,5.41,27.73,33.93,0,16.84,RWM22.8,,
RWM22,8,24,Block2,Day04,Trial3,Probe,N,30.13,223.24,34889.71,115.91,30.13,0,0,0,0,7.43,RWM22.8,,
RWM22,8,24,Block3,Day05,Trial1,Train,E,79.88,1306.1,71650.3,89.79,37.44,14.71,7.31,20.42,1,16.37,RWM22.8,,
RWM22,8,24,Block3,Day05,Trial2,Train,W,20.62,361.45,14661.12,71.17,8.11,7.21,5.31,0,2,17.61,RWM22.8,,
RWM22,8,24,Block3,Day05,Trial3,Train,N,12.91,191.57,5723.21,44.37,0,0,8.11,4.8,1,14.95,RWM22.8,,
RWM22,8,24,Block3,Day06,Trial1,Train,S,35.94,475.77,16748.81,46.65,0.8,14.11,17.82,3.2,2,13.28,RWM22.8,,
RWM22,8,24,Block3,Day06,Trial2,Train,E,74.07,1387.28,56232.98,75.99,18.72,8.61,18.82,27.93,1,18.75,RWM22.8,,
RWM22,8,24,Block3,Day06,Trial3,Probe,N,30.13,567.55,28010.03,93.06,16.72,5.01,3.3,5.11,1,18.9,RWM22.8,,
RWM22,8,24,Block4,Day07,Trial1,Train,W,52.65,868.88,42395.08,80.6,17.92,4.8,12.81,17.12,2,16.53,RWM22.8,,
RWM22,8,24,Block4,Day07,Trial2,Train,S,11.11,96.43,2066.99,18.62,0,0,11.11,0,1,8.76,RWM22.8,,
RWM22,8,24,Block4,Day07,Trial3,Train,N,90.19,1325.41,78888.28,87.56,32.83,10.51,14.41,32.43,0,14.71,RWM22.8,,
RWM22,8,24,Block4,Day08,Trial1,Train,E,18.02,295.05,7488.09,41.6,0,6.81,11.21,0,1,16.47,RWM22.8,,
RWM22,8,24,Block4,Day08,Trial2,Train,N,34.13,571.4,29519.93,86.57,15.62,6.11,5.21,7.21,2,16.79,RWM22.8,,
RWM22,8,24,Block4,Day08,Trial3,Probe,W,30.13,488.53,25572.09,84.96,9.41,7.21,6.41,7.11,1,16.27,RWM22.8,,
RWM22,8,24,Block6,Day09,Trial1,Cue,W,6.81,123.91,4150.97,61.04,0,0,1.2,5.61,0,18.47,RWM22.8,,
RWM22,8,24,Block6,Day09,Trial2,Cue,SW,8.21,183.58,8201.81,100.02,0,2.3,4.3,1.6,0,22.64,RWM22.8,,
RWM22,8,24,Block6,Day09,Trial3,Cue,NW,9.71,177.48,7660.46,78.97,1.1,0,2.3,6.31,0,18.47,RWM22.8,,
RWM22,8,24,Block6,Day09,Trial4,Cue,NE,30.03,751.91,22220.69,74.32,7.71,4.7,4.9,12.71,0,25.29,RWM22.8,,
RWM22,8,24,Block6,Day09,Trial5,Cue,E,30.13,385.5,19608.55,65.14,8.71,6.31,4.7,10.41,0,12.84,RWM22.8,,
RWM22,8,24,Block6,Day09,Trial6,Cue,SE,30.13,247.58,28913.27,96.06,0,29.13,1,0,0,8.24,RWM22.8,,
RWM22,9,24,Block1,Day01,Trial1,Train,W,90.19,2027.96,77751.78,86.29,31.73,19.62,17.42,21.42,0,22.51,RWM22.9,,
RWM22,9,24,Block1,Day01,Trial2,Train,N,90.19,1668.21,67114.11,74.49,36.54,17.72,25.03,10.91,1,18.52,RWM22.9,,
RWM22,9,24,Block1,Day01,Trial3,Train,S,90.19,1872.4,63073.99,70,25.13,23.82,27.03,14.21,1,20.78,RWM22.9,,
RWM22,9,24,Block1,Day02,Trial1,Train,E,11.11,201.01,3748.18,33.77,0,6.81,4.3,0,2,18.26,RWM22.9,,
RWM22,9,24,Block1,Day02,Trial2,Train,S,12.91,318.58,6710.94,52.02,4.3,2.4,4.9,1.3,1,24.86,RWM22.9,,
RWM22,9,24,Block1,Day02,Trial3,Probe,W,30.13,837.7,16641.08,55.29,8.51,6.11,11.11,4.4,1,27.9,RWM22.9,,
RWM22,9,24,Block2,Day03,Trial1,Train,S,13.71,244.65,6591.28,48.11,0.4,0.2,6.51,6.61,1,17.97,RWM22.9,,
RWM22,9,24,Block2,Day03,Trial2,Train,N,19.82,448.93,9128.88,46.11,5.41,6.41,6.51,1.5,1,22.77,RWM22.9,,
RWM22,9,24,Block2,Day03,Trial3,Train,W,14.31,260.04,9178.52,64.19,4,1.6,4.3,4.4,1,18.29,RWM22.9,,
RWM22,9,24,Block2,Day04,Trial1,Train,E,13.61,231.33,2748.15,20.21,0,2.7,10.91,0,1,17.12,RWM22.9,,
RWM22,9,24,Block2,Day04,Trial2,Train,S,71.67,1601.83,44119.17,61.62,10.51,6.41,16.62,38.14,1,22.38,RWM22.9,,
RWM22,9,24,Block2,Day04,Trial3,Probe,N,30.13,690.46,18519.78,61.53,8.01,1.1,7.11,13.91,1,22.99,RWM22.9,,
RWM22,9,24,Block3,Day05,Trial1,Train,E,14.21,330.08,7478.58,52.67,3.5,1,5.11,4.6,2,23.39,RWM22.9,,
RWM22,9,24,Block3,Day05,Trial2,Train,N,20.22,452.51,8882.55,43.97,1.6,4.2,9.51,4.9,1,22.49,RWM22.9,,
RWM22,9,24,Block3,Day05,Trial3,Train,W,14.91,284.07,5344.45,35.87,2.2,1.6,6.81,4.3,1,19.17,RWM22.9,,
RWM22,9,24,Block3,Day06,Trial1,Train,S,7.81,121.7,1623.87,20.82,0,0,5.21,2.6,1,15.79,RWM22.9,,
RWM22,9,24,Block3,Day06,Trial2,Train,E,5.21,68.71,513.49,9.87,0,0,5.21,0,1,13.46,RWM22.9,,
RWM22,9,24,Block3,Day06,Trial3,Probe,N,30.13,587.44,11792.3,39.18,4.6,2.3,16.82,6.41,2,19.56,RWM22.9,,
RWM22,9,24,Block4,Day07,Trial1,Train,W,32.63,702.7,11998.41,36.8,3.2,0.8,20.12,8.51,2,21.6,RWM22.9,,
RWM22,9,24,Block4,Day07,Trial2,Train,S,42.94,865.93,21607.98,51.94,4.5,4.5,20.22,13.71,1,21.52,RWM22.9,,
RWM22,9,24,Block4,Day07,Trial3,Train,N,27.83,582.89,13007.47,46.79,3.3,1.1,11.61,11.81,1,21.02,RWM22.9,,
RWM22,9,24,Block4,Day08,Trial1,Train,E,10.51,205.36,1580.47,15.05,0,0.9,9.61,0,2,19.73,RWM22.9,,
RWM22,9,24,Block4,Day08,Trial2,Train,N,64.26,1392.38,31840.44,49.6,8.41,5.81,26.43,23.62,1,21.7,RWM22.9,,
RWM22,9,24,Block4,Day08,Trial3,Probe,W,30.13,565.4,11109.07,36.91,2.5,2.9,17.52,7.21,2,18.83,RWM22.9,,
RWM22,9,24,Block6,Day09,Trial1,Cue,W,5.11,121.7,2140.18,41.96,2.1,0,1.6,1.4,0,24.32,RWM22.9,,
RWM22,9,24,Block6,Day09,Trial2,Cue,SW,6.91,186.56,4225.45,61.24,1,1.8,2.6,1.5,0,27.41,RWM22.9,,
RWM22,9,24,Block6,Day09,Trial3,Cue,NW,4.9,139.39,1650.63,33.69,3.1,0,1,0.8,0,29.01,RWM22.9,,
RWM22,9,24,Block6,Day09,Trial4,Cue,NE,5.91,162.77,5376.84,91.13,0,2.4,2.3,1.2,0,28.04,RWM22.9,,
RWM22,9,24,Block6,Day09,Trial5,Cue,E,6.21,145.95,4467.59,72.06,0,1.9,2.2,2.1,0,23.9,RWM22.9,,
RWM22,9,24,Block6,Day09,Trial6,Cue,SE,4.6,134.06,2173.46,47.25,1.7,1.1,1.8,0,0,29.76,RWM22.9,,
RWM25,1,24,Block1,Day01,Trial1,Train,E,90.19,1726.39,58747.22,65.2,14.51,8.41,36.44,30.83,2,19.16,RWM25.1,,
RWM25,1,24,Block1,Day01,Trial2,Train,W,90.19,1949.97,63778.1,70.86,16.22,13.81,29.93,30.23,1,21.69,RWM25.1,,
RWM25,1,24,Block1,Day01,Trial3,Train,S,90.19,2139.16,61820.17,68.61,21.02,27.33,23.02,18.82,0,23.74,RWM25.1,,
RWM25,1,24,Block1,Day02,Trial1,Train,E,38.94,996.52,23872.65,61.53,8.41,9.31,14.01,7.21,1,25.79,RWM25.1,,
RWM25,1,24,Block1,Day02,Trial2,Train,S,53.05,1364.3,22183.66,41.86,7.91,9.61,27.63,7.91,2,25.76,RWM25.1,,
RWM25,1,24,Block1,Day02,Trial3,Probe,W,30.13,666.13,18103.5,60.14,4.2,4,5.81,16.12,0,22.18,RWM25.1,,
RWM25,1,24,Block2,Day03,Trial1,Train,S,67.27,1783.78,39478.79,58.75,15.82,10.61,19.22,21.62,1,26.56,RWM25.1,,
RWM25,1,24,Block2,Day03,Trial2,Train,N,10.41,199.01,4385.35,42.17,1.4,4.3,4.7,0,1,19.3,RWM25.1,,
RWM25,1,24,Block2,Day03,Trial3,Train,W,8.21,139.8,3104.21,37.86,0,0,4.7,3.5,1,17.24,RWM25.1,,
RWM25,1,24,Block2,Day04,Trial1,Train,S,23.82,372.1,9902.24,41.61,3.1,1.3,11.41,8.01,2,15.68,RWM25.1,,
RWM25,1,24,Block2,Day04,Trial2,Train,W,35.14,655.9,14944.23,42.58,3.6,2.1,17.92,11.51,3,18.72,RWM25.1,,
RWM25,1,24,Block2,Day04,Trial3,Probe,N,30.13,605.43,24812.15,82.43,19.02,2.9,5.41,2.8,0,20.16,RWM25.1,,
RWM25,1,24,Block3,Day05,Trial1,Train,N,8.31,158.12,2965.16,35.72,2.7,0,4.7,0.9,1,19.26,RWM25.1,,
RWM25,1,24,Block3,Day05,Trial2,Train,W,46.95,1138.95,29460.08,62.81,13.41,10.31,11.91,11.31,1,24.31,RWM25.1,,
RWM25,1,24,Block3,Day05,Trial3,Train,S,5.71,63.59,540.93,9.49,0,0,5.71,0,1,11.34,RWM25.1,,
RWM25,1,24,Block3,Day06,Trial1,Train,E,39.54,901.59,18461.05,46.74,4.7,5.31,13.31,16.22,2,22.86,RWM25.1,,
RWM25,1,24,Block3,Day06,Trial2,Train,N,46.85,1164.21,31809.9,67.97,19.02,6.81,13.31,7.71,1,24.9,RWM25.1,,
RWM25,1,24,Block3,Day06,Trial3,Probe,W,30.13,758.66,17165.03,57.03,2.5,6.71,6.31,14.61,2,25.26,RWM25.1,,
RWM25,1,24,Block4,Day07,Trial1,Train,W,10.51,198.59,5922.42,56.4,4.4,1.2,4.4,0.5,1,19.08,RWM25.1,,
RWM25,1,24,Block4,Day07,Trial2,Train,E,35.14,835.41,13629.46,38.83,3,12.11,16.52,3.5,2,23.85,RWM25.1,,
RWM25,1,24,Block4,Day07,Trial3,Train,S,6.71,74.55,995.46,14.86,0,0,6.71,0,1,11.28,RWM25.1,,
RWM25,1,24,Block4,Day08,Trial1,Train,E,10.21,185.83,3666.08,35.94,0.7,4.3,5.21,0,1,18.38,RWM25.1,,
RWM25,1,24,Block4,Day08,Trial2,Train,W,10.31,147.48,4290.23,41.65,0,0,5.21,5.11,1,14.44,RWM25.1,,
RWM25,1,24,Block4,Day08,Trial3,Probe,N,30.13,681.77,21402.31,71.1,11.41,3.4,3.3,12.01,1,22.7,RWM25.1,,
RWM25,1,24,Block6,Day09,Trial1,Cue,W,8.61,113.31,5107.27,59.39,0,0,5.21,3.4,0,13.32,RWM25.1,,
RWM25,1,24,Block6,Day09,Trial2,Cue,SW,6.61,142.94,5518.52,83.61,0,3.2,2.6,0.8,0,21.97,RWM25.1,,
RWM25,1,24,Block6,Day09,Trial3,Cue,NW,6.31,165.74,3475.11,55.16,2.5,1.4,2.4,0,0,26.71,RWM25.1,,
RWM25,1,24,Block6,Day09,Trial4,Cue,NE,6.11,120.96,3669.09,60.15,1.7,0,0,4.4,0,20.14,RWM25.1,,
RWM25,1,24,Block6,Day09,Trial5,Cue,E,4.2,113.9,2145.87,51.09,0.7,2.3,0,1.2,0,27.75,RWM25.1,,
RWM25,1,24,Block6,Day09,Trial6,Cue,SE,6.11,185.02,4402.43,72.17,1.3,0,2.5,2.3,0,30.81,RWM25.1,,
RWM25,10,24,Block1,Day01,Trial1,Train,W,90.19,2073.74,82404.83,91.56,39.54,24.92,8.71,17.02,1,23.07,RWM25.10,,
RWM25,10,24,Block1,Day01,Trial2,Train,E,81.28,1661.59,49630.03,61.12,15.72,16.52,33.33,15.72,2,20.47,RWM25.10,,
RWM25,10,24,Block1,Day01,Trial3,Train,S,50.35,1020.48,28623.24,56.91,10.01,8.71,23.02,8.61,3,20.31,RWM25.10,,
RWM25,10,24,Block1,Day02,Trial1,Train,E,90.19,2501.71,66248.62,73.53,27.73,26.93,14.61,20.92,0,27.77,RWM25.10,,
RWM25,10,24,Block1,Day02,Trial2,Train,W,9.31,153.93,3791.51,40.77,0,0,5.11,4.2,1,16.71,RWM25.10,,
RWM25,10,24,Block1,Day02,Trial3,Probe,N,30.13,795.84,23004.53,76.43,13.91,4.7,3.7,7.81,1,26.5,RWM25.10,,
RWM25,10,24,Block2,Day03,Trial1,Train,E,10.61,264.8,4718.57,44.51,2.7,3.9,4,0,1,25.19,RWM25.10,,
RWM25,10,24,Block2,Day03,Trial2,Train,W,71.87,1583.47,44435.96,61.89,20.12,20.42,22.62,8.71,1,22.06,RWM25.10,,
RWM25,10,24,Block2,Day03,Trial3,Train,S,6.31,72.64,671.61,10.66,0,0,6.31,0,1,11.71,RWM25.10,,
RWM25,10,24,Block2,Day04,Trial1,Train,E,72.17,1496.66,39122.04,54.26,17.52,19.02,25.43,10.21,1,20.77,RWM25.10,,
RWM25,10,24,Block2,Day04,Trial2,Train,S,5.51,60.32,530.15,9.64,0,0,5.51,0,1,11.16,RWM25.10,,
RWM25,10,24,Block2,Day04,Trial3,Probe,W,30.13,695.29,21440.16,71.23,8.41,6.41,5.81,9.51,1,23.15,RWM25.10,,
RWM25,10,24,Block3,Day05,Trial1,Train,S,5.31,61.23,586.72,11.07,0,0,5.31,0,1,11.76,RWM25.10,,
RWM25,10,24,Block3,Day05,Trial2,Train,N,82.88,2107.58,48782.81,58.92,18.72,16.72,23.42,24.02,3,25.46,RWM25.10,,
RWM25,10,24,Block3,Day05,Trial3,Train,W,14.51,238.7,7426.81,51.22,2.7,1.1,4.2,6.51,1,16.56,RWM25.10,,
RWM25,10,24,Block3,Day06,Trial1,Train,S,4.3,50.49,212.5,4.94,0,0,4.3,0,1,12.01,RWM25.10,,
RWM25,10,24,Block3,Day06,Trial2,Train,W,18.32,374.05,9925.6,54.24,6.31,2.1,5.51,4.4,1,20.53,RWM25.10,,
RWM25,10,24,Block3,Day06,Trial3,Probe,N,30.13,671.39,21568.23,71.66,12.91,5.01,6.31,5.91,1,22.36,RWM25.10,,
RWM25,10,24,Block4,Day07,Trial1,Train,N,49.25,1173.22,31616.99,64.26,19.42,4.9,12.01,12.91,1,23.87,RWM25.10,,
RWM25,10,24,Block4,Day07,Trial2,Train,W,23.82,495.27,11483.93,48.25,3.3,1.9,9.21,9.41,2,20.88,RWM25.10,,
RWM25,10,24,Block4,Day07,Trial3,Train,S,33.13,761.38,16743.45,50.58,7.31,2.6,13.71,9.51,2,23.05,RWM25.10,,
RWM25,10,24,Block4,Day08,Trial1,Train,E,90.19,1874.82,58593.01,65.03,27.73,33.83,17.62,11.01,0,20.81,RWM25.10,,
RWM25,10,24,Block4,Day08,Trial2,Train,N,9.01,159.36,4303.54,47.82,4,0,4.4,0.6,1,17.89,RWM25.10,,
RWM25,10,24,Block4,Day08,Trial3,Probe,W,30.13,667.07,20599,68.44,7.51,11.31,2.2,9.11,0,22.21,RWM25.10,,
RWM25,10,24,Block6,Day09,Trial1,Cue,W,4.2,99.2,2239,53.31,0,0,0.5,3.7,0,24.17,RWM25.10,,
RWM25,10,24,Block6,Day09,Trial2,Cue,SW,5.31,153.09,2939.21,55.46,0.9,1.6,0,2.8,0,29.41,RWM25.10,,
RWM25,10,24,Block6,Day09,Trial3,Cue,NW,4.6,131.05,1632.05,35.48,2.8,0,1,0.8,0,29.09,RWM25.10,,
RWM25,10,24,Block6,Day09,Trial4,Cue,NE,5.01,150.25,4196.22,83.92,0,2.3,1.8,0.9,0,30.63,RWM25.10,,
RWM25,10,24,Block6,Day09,Trial5,Cue,E,4.6,131.57,3648.49,79.32,0,1.4,1.8,1.4,0,29.21,RWM25.10,,
RWM25,10,24,Block6,Day09,Trial6,Cue,SE,5.51,277.97,3056.48,55.57,2.1,0,2.3,1.1,1,51.42,RWM25.10,,
RWM25,11,24,Block1,Day01,Trial1,Train,W,90.19,1702.73,76866.54,85.31,42.54,15.62,14.61,17.42,0,18.9,RWM25.11,,
RWM25,11,24,Block1,Day01,Trial2,Train,E,7.11,79.37,1675.5,23.6,0,2.8,4.3,0,1,11.33,RWM25.11,,
RWM25,11,24,Block1,Day01,Trial3,Train,S,36.74,690.77,23009.65,63.04,6.71,13.51,13.21,3.3,1,19.01,RWM25.11,,
RWM25,11,24,Block1,Day02,Trial1,Train,E,90.19,2281.46,61649.63,68.42,18.62,27.53,25.53,18.52,1,25.32,RWM25.11,,
RWM25,11,24,Block1,Day02,Trial2,Train,W,64.76,1534.37,41931.09,64.81,21.82,6.71,20.22,16.02,2,23.73,RWM25.11,,
RWM25,11,24,Block1,Day02,Trial3,Probe,N,30.13,606,17986.29,59.76,9.21,6.11,11.41,3.4,2,20.18,RWM25.11,,
RWM25,11,24,Block2,Day03,Trial1,Train,E,14.41,329.97,5515.75,38.3,1.4,2.3,7.41,3.3,1,23.05,RWM25.11,,
RWM25,11,24,Block2,Day03,Trial2,Train,W,38.24,764.57,16159.67,42.3,1.7,6.61,15.12,14.81,2,20.05,RWM25.11,,
RWM25,11,24,Block2,Day03,Trial3,Train,S,24.32,371.7,5836.92,24.02,0,0,20.52,3.8,1,15.34,RWM25.11,,
RWM25,11,24,Block2,Day04,Trial1,Train,E,36.44,576.43,10161.08,27.92,0,9.21,23.62,3.6,1,15.86,RWM25.11,,
RWM25,11,24,Block2,Day04,Trial2,Train,S,15.22,144.51,3550.51,23.36,0,0,12.71,2.5,1,9.56,RWM25.11,,
RWM25,11,24,Block2,Day04,Trial3,Probe,W,30.13,570.74,14385.45,47.79,1.9,3,14.21,11.01,1,19.01,RWM25.11,,
RWM25,11,24,Block3,Day05,Trial1,Train,S,13.01,259.95,4976.11,38.28,0.8,2.8,4.9,4.5,1,20.13,RWM25.11,,
RWM25,11,24,Block3,Day05,Trial2,Train,N,69.87,1272.74,53886.37,77.2,20.42,33.23,9.21,7.01,1,18.24,RWM25.11,,
RWM25,11,24,Block3,Day05,Trial3,Train,W,90.19,1561.94,56213.99,62.39,15.42,8.11,26.33,40.34,0,17.34,RWM25.11,,
RWM25,11,24,Block3,Day06,Trial1,Train,S,67.87,1341.11,39921.98,58.88,9.81,9.91,20.32,27.83,2,19.79,RWM25.11,,
RWM25,11,24,Block3,Day06,Trial2,Train,W,90.09,1587.41,52366.16,58.18,12.41,24.22,28.83,24.62,1,17.64,RWM25.11,,
RWM25,11,24,Block3,Day06,Trial3,Probe,N,29.73,333.2,25099.88,84.51,14.11,15.62,0,0,0,11.25,RWM25.11,,
RWM25,11,24,Block4,Day07,Trial1,Train,N,61.96,543.02,35452.88,78.44,18.72,16.22,13.01,14.01,1,17.28,RWM25.11,,
RWM25,11,24,Block4,Day07,Trial2,Train,W,36.74,360.8,22829.44,69.18,6.41,1.7,7.21,21.42,1,12.34,RWM25.11,,
RWM25,11,24,Block4,Day07,Trial3,Train,S,6.01,71.53,814.15,13.57,0,0,6.01,0,1,12.11,RWM25.11,,
RWM25,11,24,Block4,Day08,Trial1,Train,E,9.41,179.2,3540.37,37.66,0,4.9,4.5,0,1,19.25,RWM25.11,,
RWM25,11,24,Block4,Day08,Trial2,Train,N,9.51,165.41,4563.26,48.03,4.3,0.6,4.6,0,1,17.58,RWM25.11,,
RWM25,11,24,Block4,Day08,Trial3,Probe,W,30.13,588.66,19823.51,65.86,2.7,1.4,6.51,19.52,0,19.6,RWM25.11,,
RWM25,11,24,Block6,Day09,Trial1,Cue,W,4.2,91.3,2189.85,52.14,0,0,0.4,3.8,0,22.25,RWM25.11,,
RWM25,11,24,Block6,Day09,Trial2,Cue,SW,4.8,148.51,2874.37,59.88,0.5,1.4,0,2.9,0,31.57,RWM25.11,,
RWM25,11,24,Block6,Day09,Trial3,Cue,NW,4.2,126.84,1608.02,38.29,2.6,0.1,1.5,0,0,30.91,RWM25.11,,
RWM25,11,24,Block6,Day09,Trial4,Cue,NE,6.11,304.74,3252.38,53.32,1.7,2.6,0,1.8,0,50.74,RWM25.11,,
RWM25,11,24,Block6,Day09,Trial5,Cue,E,7.91,186.54,4819.9,61.01,1.9,5.11,0,0.9,0,23.89,RWM25.11,,
RWM25,11,24,Block6,Day09,Trial6,Cue,SE,8.41,179.4,6896.73,82.1,1.6,0,4.2,2.6,0,21.59,RWM25.11,,
RWM25,12,6,Block1,Day01,Trial1,Train,W,90.19,2080.53,64820.07,72.1,12.81,34.33,25.93,17.12,2,23.17,RWM25.12,,
RWM25,12,6,Block1,Day01,Trial2,Train,E,90.09,966.18,54584.34,79.11,31.93,17.12,16.42,24.62,0,19.62,RWM25.12,,
RWM25,12,6,Block1,Day01,Trial3,Train,S,90.19,1135.62,35985.57,52.23,8.41,27.53,40.14,14.11,3,21.32,RWM25.12,,
RWM25,12,6,Block1,Day02,Trial1,Train,E,13.01,326.47,6866.33,52.82,5.21,2.1,4.9,0.8,1,25.28,RWM25.12,,
RWM25,12,6,Block1,Day02,Trial2,Train,W,5.51,120.37,1356.38,24.66,1.2,0,3.8,0.5,1,22.27,RWM25.12,,
RWM25,12,6,Block1,Day02,Trial3,Probe,N,30.13,926.61,15086.45,50.12,4,5.41,7.51,13.21,1,30.86,RWM25.12,,
RWM25,12,6,Block2,Day03,Trial1,Train,E,37.44,1077.52,23531.17,62.92,10.21,12.31,9.61,5.31,1,28.86,RWM25.12,,
RWM25,12,6,Block2,Day03,Trial2,Train,W,29.83,805.87,11881.01,39.87,4,4.8,10.81,10.21,2,27.11,RWM25.12,,
RWM25,12,6,Block2,Day03,Trial3,Train,S,9.91,133.25,1801.6,18.2,0,0,7.01,2.9,3,13.58,RWM25.12,,
RWM25,12,6,Block2,Day04,Trial1,Train,E,23.42,419.74,8315.31,35.54,1.9,9.21,7.91,4.4,1,18,RWM25.12,,
RWM25,12,6,Block2,Day04,Trial2,Train,S,11.11,129.81,2797.06,25.2,0,0,6.31,4.8,1,11.79,RWM25.12,,
RWM25,12,6,Block2,Day04,Trial3,Probe,W,30.13,701.52,9301.05,30.9,1.2,0,18.92,10.01,4,23.36,RWM25.12,,
RWM25,12,6,Block3,Day05,Trial1,Train,S,8.01,119.44,929.02,11.61,0,0,6.91,1.1,1,15.1,RWM25.12,,
RWM25,12,6,Block3,Day05,Trial2,Train,N,25.23,447.45,14810.38,58.77,4.8,15.82,4.6,0,1,17.81,RWM25.12,,
RWM25,12,6,Block3,Day05,Trial3,Train,W,41.74,884.47,22232.41,53.32,8.11,0,15.22,18.42,1,21.24,RWM25.12,,
RWM25,12,6,Block3,Day06,Trial1,Train,S,8.21,112.5,753.98,9.19,0,0,7.51,0.7,2,13.88,RWM25.12,,
