subject_id,cage,hole_punch,age,genotype,treatment,sex,cohort,mean_speed_p_4,mean_speed_p_7,mean_speed_p_10,mean_speed_p_13,mean_speed_s_1,mean_speed_s_2,mean_speed_s_3,mean_speed_s_4,mean_speed_s_5,mean_speed_s_6,mean_speed_s_8,mean_speed_s_9,mean_speed_s_10,mean_speed_s_11,mean_speed_s_12,mean_speed_s_13,mean_speed_s_15,mean_speed_s_16,mean_speed_s_17,mean_speed_s_18,mean_speed_s_19,mean_speed_s_20,mean_speed_s_22,mean_speed_s_23,mean_speed_s_24,mean_speed_s_25,mean_speed_s_26,mean_speed_s_27,cum_dist_p_4,cum_dist_p_7,cum_dist_p_10,cum_dist_p_13,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,cum_dist_s_8,cum_dist_s_9,cum_dist_s_10,cum_dist_s_11,cum_dist_s_12,cum_dist_s_13,cum_dist_s_15,cum_dist_s_16,cum_dist_s_17,cum_dist_s_18,cum_dist_s_19,cum_dist_s_20,cum_dist_s_22,cum_dist_s_23,cum_dist_s_24,cum_dist_s_25,cum_dist_s_26,cum_dist_s_27,date_p_4,date_p_7,date_p_10,date_p_13,date_s_1,date_s_2,date_s_3,date_s_4,date_s_5,date_s_6,date_s_8,date_s_9,date_s_10,date_s_11,date_s_12,date_s_13,date_s_15,date_s_16,date_s_17,date_s_18,date_s_19,date_s_20,date_s_22,date_s_23,date_s_24,date_s_25,date_s_26,date_s_27,datetime_p_4,datetime_p_7,datetime_p_10,datetime_p_13,datetime_s_1,datetime_s_2,datetime_s_3,datetime_s_4,datetime_s_5,datetime_s_6,datetime_s_8,datetime_s_9,datetime_s_10,datetime_s_11,datetime_s_12,datetime_s_13,datetime_s_15,datetime_s_16,datetime_s_17,datetime_s_18,datetime_s_19,datetime_s_20,datetime_s_22,datetime_s_23,datetime_s_24,datetime_s_25,datetime_s_26,datetime_s_27,dist_p_4,dist_p_7,dist_p_10,dist_p_13,dist_s_1,dist_s_2,dist_s_3,dist_s_4,dist_s_5,dist_s_6,dist_s_8,dist_s_9,dist_s_10,dist_s_11,dist_s_12,dist_s_13,dist_s_15,dist_s_16,dist_s_17,dist_s_18,dist_s_19,dist_s_20,dist_s_22,dist_s_23,dist_s_24,dist_s_25,dist_s_26,dist_s_27,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,duration_s_8,duration_s_9,duration_s_10,duration_s_11,duration_s_12,duration_s_13,duration_s_15,duration_s_16,duration_s_17,duration_s_18,duration_s_19,duration_s_20,duration_s_22,duration_s_23,duration_s_24,duration_s_25,duration_s_26,duration_s_27,time_of_day_p_4,time_of_day_p_7,time_of_day_p_10,time_of_day_p_13,time_of_day_s_1,time_of_day_s_2,time_of_day_s_3,time_of_day_s_4,time_of_day_s_5,time_of_day_s_6,time_of_day_s_8,time_of_day_s_9,time_of_day_s_10,time_of_day_s_11,time_of_day_s_12,time_of_day_s_13,time_of_day_s_15,time_of_day_s_16,time_of_day_s_17,time_of_day_s_18,time_of_day_s_19,time_of_day_s_20,time_of_day_s_22,time_of_day_s_23,time_of_day_s_24,time_of_day_s_25,time_of_day_s_26,time_of_day_s_27
c222mHR,222,HR,7,WT,Acarbose,F,7,23.383,26.309,23.781,29.454,22.836,14.739,18.594,11.759,19.966,14.49,23.916,9.17,20.403,20.609,21.035,24.759,19.357,25.428,25.778,22.358,18.603,19.892,17.665,23.386,26.457,16.626,10.454,17.862,2597.912,2610.667,1854.729,2268.97,2349.299,4263.665,572.025,7.635,356.422,213.571,3836.654,21.514,338.011,746.075,283.241,2357.908,18.52,1183.031,2158.101,2072.054,250.953,239.498,276.898,1052.694,2118.071,48.418,26.964,101.424,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:44,7/21/2016 12:09,7/24/2016 11:01,7/27/2016 11:13,7/15/2016 14:49,7/15/2016 14:51,7/16/2016 14:52,7/16/2016 14:53,7/17/2016 11:19,7/17/2016 11:20,7/18/2016 16:18,7/18/2016 16:19,7/19/2016 18:21,7/19/2016 18:22,7/20/2016 10:51,7/20/2016 10:52,7/21/2016 19:00,7/21/2016 19:01,7/22/2016 17:59,7/22/2016 18:00,7/23/2016 10:22,7/23/2016 10:22,7/24/2016 15:26,7/24/2016 15:27,7/25/2016 10:40,7/25/2016 10:41,7/26/2016 12:23,7/26/2016 12:24,1400.568,1576.328,1425.718,1764.538,1369.83,883.929,328.778,63.755,252.844,221.423,1432.306,123.432,236.087,518.138,240.511,1483.284,142.93,884.455,1545.612,1001.493,295.808,222.587,274.781,737.701,1584.915,114.935,129.902,235.694,59.985,59.972,17.682,5.422,12.664,15.281,59.89,13.461,11.571,25.141,11.434,59.91,7.384,34.783,59.959,44.794,15.901,11.19,15.555,31.545,59.906,6.913,12.426,13.195,9:44 AM,12:09 PM,11:01 AM,11:13 AM,2:49 PM,2:51 PM,2:52 PM,2:53 PM,11:19 AM,11:20 AM,4:18 PM,4:19 PM,6:21 PM,6:22 PM,10:51 AM,10:52 AM,7:00 PM,7:01 PM,5:59 PM,6:00 PM,10:22 AM,10:22 AM,3:26 PM,3:27 PM,10:40 AM,10:41 AM,12:23 PM,12:24 PM
c222mNH,222,NH,7,WT,Acarbose,F,7,18.432,18.929,23.2,22.701,17.121,11.341,22.527,13.48,16.723,13.393,17.208,22.162,8.638,16.052,19.359,11.762,17.848,19.376,21.075,14.886,3.343,15.741,13.744,16.032,19.735,18.973,6.649,14.96,2500.019,2647.989,2250.53,2300.736,1953.169,2317.939,3176.642,526.766,2514.312,589.162,912.906,3064.358,183.656,1740.033,647.624,152.168,945.571,2485.986,1547.528,445.549,25.185,452.084,128.045,611.672,817.222,274.869,16.311,223.375,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:42,7/21/2016 12:07,7/24/2016 11:00,7/27/2016 11:11,7/15/2016 14:46,7/15/2016 14:47,7/16/2016 14:50,7/16/2016 14:51,7/17/2016 11:17,7/17/2016 11:18,7/18/2016 16:15,7/18/2016 16:16,7/19/2016 18:19,7/19/2016 18:20,7/20/2016 10:49,7/20/2016 10:49,7/21/2016 18:57,7/21/2016 18:59,7/22/2016 17:56,7/22/2016 17:57,7/23/2016 10:19,7/23/2016 10:20,7/24/2016 15:24,7/24/2016 15:25,7/25/2016 10:37,7/25/2016 10:37,7/26/2016 12:21,7/26/2016 12:22,1103.502,1134.007,1391.555,1360.56,940.302,680.066,1348.145,357.199,928.428,268.249,427.258,1327.156,140.757,694.813,382.392,130.277,550.206,1126.654,836.771,317.851,56.036,335.193,172.653,310.962,555.503,289.597,68.615,273.508,54.922,59.963,59.847,26.499,55.517,20.029,24.829,59.883,16.295,43.286,19.753,11.076,30.827,58.146,39.704,21.352,16.762,21.294,12.562,19.396,28.148,15.264,10.319,18.282,9:42 AM,12:07 PM,11:00 AM,11:11 AM,2:46 PM,2:47 PM,2:50 PM,2:51 PM,11:17 AM,11:18 AM,4:15 PM,4:16 PM,6:19 PM,6:20 PM,10:49 AM,10:49 AM,6:57 PM,6:59 PM,5:56 PM,5:57 PM,10:19 AM,10:20 AM,3:24 PM,3:25 PM,10:37 AM,10:37 AM,12:21 PM,12:22 PM
c224mHL,224,HL,7,5xFAD+,Control Diet,M,7,22.956,25.834,22.679,24.329,21.155,16.152,22.439,17.379,10.582,15.068,25.442,23.116,24.058,19.282,21.696,25.117,23.427,22.225,21.07,24.415,13.132,22.663,21.718,23.062,18.822,25.124,18.379,19.964,1867.679,2789.786,2147.274,2010.646,3060.571,1107.198,2427.865,791.85,247.661,350.955,2540.296,2243.14,1397.912,161.86,642.466,1455.047,942.996,2309.98,597.031,1937.349,2.155,1815.549,1094.509,980.996,407.747,1033.291,381.895,109.865,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:40,7/21/2016 9:51,7/24/2016 12:17,7/27/2016 13:14,7/15/2016 11:26,7/15/2016 11:27,7/16/2016 16:19,7/16/2016 16:21,7/17/2016 16:06,7/17/2016 16:06,7/18/2016 16:10,7/18/2016 16:12,7/19/2016 16:54,7/19/2016 16:55,7/20/2016 12:43,7/20/2016 12:44,7/21/2016 14:49,7/21/2016 14:51,7/22/2016 15:29,7/22/2016 15:30,7/23/2016 10:33,7/23/2016 10:34,7/24/2016 16:10,7/24/2016 16:11,7/25/2016 10:34,7/25/2016 10:34,7/26/2016 16:18,7/26/2016 16:19,1373.734,1549.633,1359.346,1457.639,1266.905,434.099,1345.72,589.485,196.421,354.474,1524.87,1386.824,1102.316,233.66,400.057,1056.758,457.667,1111.85,322.521,1080.645,39.554,1102.929,528.234,592.614,351.306,499.381,254.514,209.419,59.887,26.876,59.973,33.919,18.562,23.525,59.936,59.995,45.819,12.118,18.439,42.074,19.536,50.028,15.307,44.262,3.012,48.666,24.322,25.696,18.665,19.877,13.848,10.49,9:40 AM,9:51 AM,12:17 PM,1:14 PM,11:26 AM,11:27 AM,4:19 PM,4:21 PM,4:06 PM,4:06 PM,4:10 PM,4:12 PM,4:54 PM,4:55 PM,12:43 PM,12:44 PM,2:49 PM,2:51 PM,3:29 PM,3:30 PM,10:33 AM,10:34 AM,4:10 PM,4:11 PM,10:34 AM,10:34 AM,4:18 PM,4:19 PM
c224mHR,224,HR,7,WT,Control Diet,M,7,22.608,23.165,25.816,21.325,15.837,12.883,2.151,20.91,8.945,15.986,21.398,18.999,22.084,16.997,25.277,21.511,8.916,21.917,22.156,25.125,10.99,22.025,18.149,19.814,17.708,7.84,18.891,18.521,2587.511,2437.615,2461.887,1803.578,643.551,860.269,17.037,1648.737,31.459,440.302,1477.108,1330.11,646.826,52.293,1954.037,688.221,13.652,460.782,329.72,2628.559,17.731,1106.144,618.552,916.08,4.464,6.416,170.068,10.773,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:38,7/21/2016 9:49,7/24/2016 12:15,7/27/2016 13:12,7/15/2016 11:23,7/15/2016 11:24,7/16/2016 16:16,7/16/2016 16:17,7/17/2016 16:03,7/17/2016 16:04,7/18/2016 16:07,7/18/2016 16:08,7/19/2016 16:52,7/19/2016 16:53,7/20/2016 12:41,7/20/2016 12:41,7/21/2016 14:47,7/21/2016 14:48,7/22/2016 15:26,7/22/2016 15:28,7/23/2016 10:31,7/23/2016 10:32,7/24/2016 16:08,7/24/2016 16:09,7/25/2016 10:32,7/25/2016 10:32,7/26/2016 16:17,7/26/2016 16:17,1355.444,1387.984,1545.811,1277.384,314.356,346.482,38.648,796.243,119,245.596,735.658,654.128,456.977,167.437,1004.218,472.202,102.966,317.176,211.058,1459.385,87.411,812.204,554.771,523.614,102.227,54.388,187.867,109.238,19.849,26.894,17.966,38.08,13.304,15.363,34.38,34.429,20.693,9.851,39.729,21.952,11.549,14.472,9.526,58.084,7.954,36.876,30.568,26.427,5.773,6.937,9.945,5.898,9:38 AM,9:49 AM,12:15 PM,1:12 PM,11:23 AM,11:24 AM,4:16 PM,4:17 PM,4:03 PM,4:04 PM,4:07 PM,4:08 PM,4:52 PM,4:53 PM,12:41 PM,12:41 PM,2:47 PM,2:48 PM,3:26 PM,3:28 PM,10:31 AM,10:32 AM,4:08 PM,4:09 PM,10:32 AM,10:32 AM,4:17 PM,4:17 PM
c224mNH,224,NH,7,5xFAD+,Control Diet,M,7,22.818,23.888,24.713,23.773,17.058,15.85,17.3,15.709,14.287,9.757,13.513,21.625,22.723,17.645,15.656,16.49,21.847,22.506,16.741,19.868,10.438,23.375,10.555,13.067,21.371,18.418,5.634,16.124,2519.078,2463.035,2288.663,2289.046,3609.289,4083.893,3097.31,985.018,1190.419,76.217,537.542,2287.282,1240.819,518.665,101.444,30.71,1012.191,1095.129,294.656,547.319,101.72,841.282,4.682,51.877,433.994,339.427,7.581,153.548,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:37,7/21/2016 9:47,7/24/2016 12:14,7/27/2016 13:11,7/15/2016 11:19,7/15/2016 11:21,7/16/2016 16:14,7/16/2016 16:15,7/17/2016 16:01,7/17/2016 16:02,7/18/2016 16:03,7/18/2016 16:05,7/19/2016 16:50,7/19/2016 16:51,7/20/2016 12:38,7/20/2016 12:39,7/21/2016 14:45,7/21/2016 14:46,7/22/2016 15:24,7/22/2016 15:25,7/23/2016 10:28,7/23/2016 10:29,7/24/2016 16:06,7/24/2016 16:07,7/25/2016 10:30,7/25/2016 10:30,7/26/2016 16:15,7/26/2016 16:15,1367.266,1432.009,1481.577,1425.234,1022.801,950.325,1037.825,500.038,413.546,177.196,277.404,1297.053,777.212,428.148,169.838,84.279,835.299,878.443,267.407,464.982,108.965,772.517,73.25,176.555,393.568,364.082,54.313,193.681,59.959,59.959,59.991,31.832,28.945,18.161,20.529,59.98,34.203,24.264,10.848,5.111,38.234,39.031,15.973,23.404,10.439,33.049,6.94,13.512,18.416,19.768,9.641,12.012,9:37 AM,9:47 AM,12:14 PM,1:11 PM,11:19 AM,11:21 AM,4:14 PM,4:15 PM,4:01 PM,4:02 PM,4:03 PM,4:05 PM,4:50 PM,4:51 PM,12:38 PM,12:39 PM,2:45 PM,2:46 PM,3:24 PM,3:25 PM,10:28 AM,10:29 AM,4:06 PM,4:07 PM,10:30 AM,10:30 AM,4:15 PM,4:15 PM
c225mHL,225,HL,7,5xFAD+,Acarbose,M,7,20.332,23.17,22.427,24.626,21.396,16.803,14.83,19.048,20.746,15.218,21.173,21.763,22.878,15.839,18.506,18.804,15.66,15.554,11.18,22.271,17.097,18.471,24.289,10.382,16.481,16.433,13.912,17.649,2075.814,2298.316,1824.189,1629.139,2646.133,3800.947,343.216,1216.853,2539.203,670.817,870.227,2294.166,911.831,34.749,282.226,551.146,13.356,119.754,37.226,584.695,156.02,134.56,454.358,12.884,26.231,40.145,81.929,30.123,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:35,7/21/2016 11:18,7/24/2016 13:16,7/27/2016 11:25,7/15/2016 11:05,7/15/2016 11:07,7/16/2016 15:14,7/16/2016 15:16,7/17/2016 13:50,7/17/2016 13:51,7/18/2016 15:59,7/18/2016 16:01,7/19/2016 18:59,7/19/2016 18:59,7/20/2016 11:05,7/20/2016 11:06,7/21/2016 17:34,7/21/2016 17:34,7/22/2016 16:22,7/22/2016 16:23,7/23/2016 8:42,7/23/2016 8:43,7/24/2016 17:35,7/24/2016 17:36,7/25/2016 10:19,7/25/2016 10:19,7/26/2016 15:41,7/26/2016 15:42,1218.157,1388.83,1343.952,1476.635,1283.346,1006.446,223.431,713.211,1244.423,569.068,695.691,1305.308,682.95,104.822,309.474,456.502,116.591,153.342,111.375,695.234,180.848,257.103,469.254,78.713,167.765,93.504,135.331,150.953,59.98,59.896,15.066,37.443,59.985,37.394,32.857,59.977,29.852,6.618,16.723,24.277,7.445,9.859,9.962,31.217,10.578,13.919,19.32,7.582,10.179,5.69,9.728,8.553,9:35 AM,11:18 AM,1:16 PM,11:25 AM,11:05 AM,11:07 AM,3:14 PM,3:16 PM,1:50 PM,1:51 PM,3:59 PM,4:01 PM,6:59 PM,6:59 PM,11:05 AM,11:06 AM,5:34 PM,5:34 PM,4:22 PM,4:23 PM,8:42 AM,8:43 AM,5:35 PM,5:36 PM,10:19 AM,10:19 AM,3:41 PM,3:42 PM
c225mHR,225,HR,7,WT,Acarbose,M,7,22.897,23.291,25.351,26.401,21.02,17.336,15.463,9.602,16.993,16.936,22.583,18.487,23.935,18.781,21.335,6.695,20.742,24.256,4.648,13.169,15.182,13.651,17.706,13.151,21.982,6.046,1.237,20.793,2512.315,1739.665,2286.792,2337.174,3335.437,2207.176,99.178,285.992,244.932,1485.123,1968.74,1526.096,974.499,306.561,1141.579,28.6,130.787,2508.98,9.461,11.755,321.883,206.082,62.671,3.824,894.267,4.825,0,207.238,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:33,7/21/2016 11:16,7/24/2016 13:14,7/27/2016 11:24,7/15/2016 11:02,7/15/2016 11:03,7/16/2016 15:12,7/16/2016 15:13,7/17/2016 13:47,7/17/2016 13:48,7/18/2016 15:57,7/18/2016 15:58,7/19/2016 18:57,7/19/2016 18:57,7/20/2016 11:01,7/20/2016 11:02,7/21/2016 17:31,7/21/2016 17:32,7/22/2016 16:20,7/22/2016 16:21,7/23/2016 8:40,7/23/2016 8:41,7/24/2016 17:33,7/24/2016 17:34,7/25/2016 10:16,7/25/2016 10:17,7/26/2016 15:39,7/26/2016 15:40,1373.404,1396.98,1519.937,1581.188,1260.33,965.228,134.96,301.911,204.645,741.753,941.706,685.58,554.542,227.357,542.95,82.542,202.339,1452.302,38.521,106.574,323.888,268.091,201.845,57.166,562.186,56.971,0.875,223.092,59.958,55.677,8.728,31.441,12.043,43.797,41.699,37.085,23.169,12.106,25.449,12.328,9.755,59.874,8.288,8.093,21.334,19.639,11.4,4.347,25.575,9.423,0.707,10.729,9:33 AM,11:16 AM,1:14 PM,11:24 AM,11:02 AM,11:03 AM,3:12 PM,3:13 PM,1:47 PM,1:48 PM,3:57 PM,3:58 PM,6:57 PM,6:57 PM,11:01 AM,11:02 AM,5:31 PM,5:32 PM,4:20 PM,4:21 PM,8:40 AM,8:41 AM,5:33 PM,5:34 PM,10:16 AM,10:17 AM,3:39 PM,3:40 PM
c225mNH,225,NH,7,5xFAD+,Acarbose,M,7,21.405,21.853,20.416,24.682,20.063,22.046,21.684,17.933,16.895,21.406,13.927,20.894,21.55,19.951,16.738,17.931,17.842,18.017,10.388,10.326,9.961,18.783,22.112,17.539,17.836,22.791,15.879,16.816,2121.254,1937.377,1866.525,2147.442,3097.748,3199.648,2167.214,348.552,292.61,1972.059,244.141,1937.039,253.953,977.49,95.319,823.956,67.249,277.497,27.759,15.187,36.258,28.777,943.65,9.907,22.097,605.302,104.583,184.305,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:32,7/21/2016 11:15,7/24/2016 13:13,7/27/2016 11:22,7/15/2016 10:58,7/15/2016 10:59,7/16/2016 15:10,7/16/2016 15:11,7/17/2016 13:44,7/17/2016 13:45,7/18/2016 15:54,7/18/2016 15:55,7/19/2016 18:54,7/19/2016 18:55,7/20/2016 10:59,7/20/2016 11:00,7/21/2016 17:29,7/21/2016 17:29,7/22/2016 16:18,7/22/2016 16:19,7/23/2016 8:38,7/23/2016 8:39,7/24/2016 17:32,7/24/2016 17:32,7/25/2016 10:14,7/25/2016 10:15,7/26/2016 15:37,7/26/2016 15:38,1282.687,1310.285,1224.411,1479.403,1203.706,1320.375,1299.894,224.965,263.883,1283.998,203.637,996.851,256.641,646.316,122.604,656.136,156.281,347.248,92.79,123.999,88.225,129.939,774.943,104.026,172.708,528.675,141.609,237.016,59.996,59.892,59.946,12.545,15.619,59.982,14.622,47.71,11.909,32.395,7.325,36.592,8.759,19.273,8.932,12.008,8.857,6.918,35.047,5.931,9.683,23.197,8.918,14.095,9:32 AM,11:15 AM,1:13 PM,11:22 AM,10:58 AM,10:59 AM,3:10 PM,3:11 PM,1:44 PM,1:45 PM,3:54 PM,3:55 PM,6:54 PM,6:55 PM,10:59 AM,11:00 AM,5:29 PM,5:29 PM,4:18 PM,4:19 PM,8:38 AM,8:39 AM,5:32 PM,5:32 PM,10:14 AM,10:15 AM,3:37 PM,3:38 PM
c226mHB,226,HB,7,5xFAD+,Acarbose,F,7,27.497,27.086,27.596,27.305,22.133,21.853,2.977,24.981,19.454,22.621,21.851,27.475,26.24,19.787,10.586,18.071,28.076,16.43,15.771,18.306,24.018,24.642,18.031,22.819,15.33,19.537,23.856,21.813,2147.971,2715.507,2405.631,2457.557,2753.613,2702.733,24.204,1752.057,306.422,408.107,200.802,1880.664,500.438,90.015,21.529,36.467,1978.577,55.229,13.239,209.933,280.49,326.056,660.215,984.476,192.494,668.743,1843.593,299.269,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 10:35,7/21/2016 10:57,7/24/2016 12:04,7/27/2016 12:34,7/15/2016 10:12,7/15/2016 10:14,7/16/2016 13:12,7/16/2016 13:13,7/17/2016 11:13,7/17/2016 11:14,7/18/2016 18:11,7/18/2016 18:12,7/19/2016 11:34,7/19/2016 11:34,7/20/2016 10:34,7/20/2016 10:35,7/21/2016 17:04,7/21/2016 17:05,7/22/2016 18:19,7/22/2016 18:20,7/23/2016 10:51,7/23/2016 10:51,7/24/2016 15:51,7/24/2016 15:52,7/25/2016 12:04,7/25/2016 12:05,7/26/2016 12:37,7/26/2016 12:38,1647.649,1622.045,1653.242,1637.384,1327.168,1248.917,40.646,1177.54,331.014,564.248,272.236,1337.431,451.097,187.224,67.785,159.239,1336.402,136.762,74.282,224.468,277.598,423.058,338.659,730.538,235.22,449.066,967.571,292.247,59.964,57.152,13.653,47.137,17.015,24.944,12.459,48.678,17.191,9.462,6.403,8.812,47.599,8.324,4.71,12.262,11.558,17.168,18.782,32.014,15.344,22.985,40.558,13.398,10:35 AM,10:57 AM,12:04 PM,12:34 PM,10:12 AM,10:14 AM,1:12 PM,1:13 PM,11:13 AM,11:14 AM,6:11 PM,6:12 PM,11:34 AM,11:34 AM,10:34 AM,10:35 AM,5:04 PM,5:05 PM,6:19 PM,6:20 PM,10:51 AM,10:51 AM,3:51 PM,3:52 PM,12:04 PM,12:05 PM,12:37 PM,12:38 PM
c226mHL,226,HL,7,5xFAD+,Acarbose,F,7,22.763,24.065,25.582,24.939,20.921,15.863,18.412,11.875,10.548,22.411,15.711,22.744,23.771,23.712,21.976,18.11,18.38,9.077,17.499,11.896,21.498,8.179,14.329,10.643,17.103,16.684,5.523,12.63,2108.654,2293.833,2199.235,2468.795,2786.768,2536.745,811.168,124.104,12.265,2493.548,370.348,2390.844,1810.137,2381.123,1320.285,297.981,333.176,5.358,832.714,107.653,422.821,2.213,120.549,7.482,17.95,530.089,12.31,9.712,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 10:34,7/21/2016 10:56,7/24/2016 12:02,7/27/2016 12:33,7/15/2016 10:08,7/15/2016 10:10,7/16/2016 13:10,7/16/2016 13:11,7/17/2016 11:11,7/17/2016 11:12,7/18/2016 18:08,7/18/2016 18:09,7/19/2016 11:31,7/19/2016 11:32,7/20/2016 10:32,7/20/2016 10:33,7/21/2016 17:02,7/21/2016 17:02,7/22/2016 18:18,7/22/2016 18:18,7/23/2016 10:49,7/23/2016 10:49,7/24/2016 15:49,7/24/2016 15:49,7/25/2016 12:02,7/25/2016 12:03,7/26/2016 12:35,7/26/2016 12:35,1363.24,1443.47,1533.306,1496.076,1254.341,950.427,398.346,197.276,82.76,1342.73,302.86,1363.399,990.755,1260.191,996.217,311.438,283.738,49.371,588.158,236.548,309.014,68.832,217.317,62.834,110.093,348.934,39.442,105.791,59.955,59.915,21.635,16.613,7.846,59.913,19.277,59.946,41.68,53.145,45.332,17.197,15.437,5.439,33.611,19.884,14.374,8.416,15.166,5.904,6.437,20.914,7.142,8.376,10:34 AM,10:56 AM,12:02 PM,12:33 PM,10:08 AM,10:10 AM,1:10 PM,1:11 PM,11:11 AM,11:12 AM,6:08 PM,6:09 PM,11:31 AM,11:32 AM,10:32 AM,10:33 AM,5:02 PM,5:02 PM,6:18 PM,6:18 PM,10:49 AM,10:49 AM,3:49 PM,3:49 PM,12:02 PM,12:03 PM,12:35 PM,12:35 PM
